turkid,avg_learning_time,total_learning_time,name_manipulated,is_manipulated,name,sd_manipulated,value_id,value
AXRO1X16SJHLN,1.3862745098039213,72.08627450980391,Pillow,True,Pillow,Low,12,27
AXRO1X16SJHLN,1.3862745098039213,72.08627450980391,Pillow,True,Pillow,Low,13,27
AXRO1X16SJHLN,1.3862745098039213,72.08627450980391,Pillow,True,Pillow,Low,14,27
AXRO1X16SJHLN,1.3862745098039213,72.08627450980391,Pillow,True,Pillow,Low,15,27
AXRO1X16SJHLN,1.3862745098039213,72.08627450980391,Pillow,True,Pillow,Low,16,27
AXRO1X16SJHLN,1.3862745098039213,72.08627450980391,Pillow,True,Pillow,Low,17,27
AXRO1X16SJHLN,1.3862745098039213,72.08627450980391,Pillow,True,Pillow,Low,18,27
AXRO1X16SJHLN,1.3862745098039213,72.08627450980391,Pillow,True,Pillow,Low,19,29
AXRO1X16SJHLN,1.3862745098039213,72.08627450980391,Pillow,True,Pillow,Low,20,29
AXRO1X16SJHLN,1.3862745098039213,72.08627450980391,Pillow,True,Pillow,Low,21,29
AXRO1X16SJHLN,1.3862745098039213,72.08627450980391,Pillow,True,Pillow,Low,22,29
AXRO1X16SJHLN,1.3862745098039213,72.08627450980391,Pillow,True,Pillow,Low,23,29
AXRO1X16SJHLN,1.3862745098039213,72.08627450980391,Pillow,True,Pillow,Low,24,29
AXRO1X16SJHLN,1.3862745098039213,72.08627450980391,Pillow,True,Pillow,Low,25,29
AHZK3Z1KHJ0BO,0.9311960784313724,48.42219607843137,Pillow,False,Blanket,High,0,11
AHZK3Z1KHJ0BO,0.9311960784313724,48.42219607843137,Pillow,False,Blanket,High,1,13
AHZK3Z1KHJ0BO,0.9311960784313724,48.42219607843137,Pillow,False,Blanket,High,2,15
AHZK3Z1KHJ0BO,0.9311960784313724,48.42219607843137,Pillow,False,Blanket,High,3,17
AHZK3Z1KHJ0BO,0.9311960784313724,48.42219607843137,Pillow,False,Blanket,High,4,17
AHZK3Z1KHJ0BO,0.9311960784313724,48.42219607843137,Pillow,False,Blanket,High,5,19
AHZK3Z1KHJ0BO,0.9311960784313724,48.42219607843137,Pillow,False,Blanket,High,6,19
AHZK3Z1KHJ0BO,0.9311960784313724,48.42219607843137,Pillow,False,Blanket,High,7,21
AHZK3Z1KHJ0BO,0.9311960784313724,48.42219607843137,Pillow,False,Blanket,High,8,21
AHZK3Z1KHJ0BO,0.9311960784313724,48.42219607843137,Pillow,False,Blanket,High,9,23
AHZK3Z1KHJ0BO,0.9311960784313724,48.42219607843137,Pillow,False,Blanket,High,10,23
AHZK3Z1KHJ0BO,0.9311960784313724,48.42219607843137,Pillow,False,Blanket,High,11,23
AHZK3Z1KHJ0BO,0.9311960784313724,48.42219607843137,Pillow,False,Blanket,High,12,25
AHZK3Z1KHJ0BO,0.9311960784313724,48.42219607843137,Pillow,False,Blanket,High,13,25
AHZK3Z1KHJ0BO,0.9311960784313724,48.42219607843137,Pillow,False,Blanket,High,14,25
AHZK3Z1KHJ0BO,0.9311960784313724,48.42219607843137,Pillow,False,Blanket,High,15,27
AHZK3Z1KHJ0BO,0.9311960784313724,48.42219607843137,Pillow,False,Blanket,High,16,27
AHZK3Z1KHJ0BO,0.9311960784313724,48.42219607843137,Pillow,False,Blanket,High,17,27
