pid,turkid,name_manipulated,is_manipulated,wine,shape_manipulated,value_id,value
132,A3Q0XAGQ7TD7MP,Red,False,White,Uniform,12,36
132,A3Q0XAGQ7TD7MP,Red,False,White,Uniform,13,36
132,A3Q0XAGQ7TD7MP,Red,False,White,Uniform,14,38
132,A3Q0XAGQ7TD7MP,Red,False,White,Uniform,15,38
132,A3Q0XAGQ7TD7MP,Red,False,White,Uniform,16,38
132,A3Q0XAGQ7TD7MP,Red,False,White,Uniform,17,40
132,A3Q0XAGQ7TD7MP,Red,False,White,Uniform,18,40
132,A3Q0XAGQ7TD7MP,Red,False,White,Uniform,19,40
132,A3Q0XAGQ7TD7MP,Red,False,White,Uniform,20,40
132,A3Q0XAGQ7TD7MP,Red,False,White,Uniform,21,42
132,A3Q0XAGQ7TD7MP,Red,False,White,Uniform,22,42
132,A3Q0XAGQ7TD7MP,Red,False,White,Uniform,23,42
33,A3Q95S8FGLRPQF,Red,True,Red,Same,0,18
33,A3Q95S8FGLRPQF,Red,True,Red,Same,1,18
33,A3Q95S8FGLRPQF,Red,True,Red,Same,2,18
33,A3Q95S8FGLRPQF,Red,True,Red,Same,3,20
33,A3Q95S8FGLRPQF,Red,True,Red,Same,4,20
33,A3Q95S8FGLRPQF,Red,True,Red,Same,5,22
33,A3Q95S8FGLRPQF,Red,True,Red,Same,6,22
33,A3Q95S8FGLRPQF,Red,True,Red,Same,7,22
33,A3Q95S8FGLRPQF,Red,True,Red,Same,8,22
33,A3Q95S8FGLRPQF,Red,True,Red,Same,9,24
33,A3Q95S8FGLRPQF,Red,True,Red,Same,10,24
33,A3Q95S8FGLRPQF,Red,True,Red,Same,11,24
33,A3Q95S8FGLRPQF,Red,True,Red,Same,12,24
33,A3Q95S8FGLRPQF,Red,True,Red,Same,13,24
33,A3Q95S8FGLRPQF,Red,True,Red,Same,14,24
33,A3Q95S8FGLRPQF,Red,True,Red,Same,15,24
33,A3Q95S8FGLRPQF,Red,True,Red,Same,16,26
33,A3Q95S8FGLRPQF,Red,True,Red,Same,17,26
33,A3Q95S8FGLRPQF,Red,True,Red,Same,18,26
33,A3Q95S8FGLRPQF,Red,True,Red,Same,19,28
33,A3Q95S8FGLRPQF,Red,True,Red,Same,20,28
33,A3Q95S8FGLRPQF,Red,True,Red,Same,21,28
33,A3Q95S8FGLRPQF,Red,True,Red,Same,22,28
33,A3Q95S8FGLRPQF,Red,True,Red,Same,23,28
179,A2FVI9R2TRXCUH,White,False,Red,Same,0,14
179,A2FVI9R2TRXCUH,White,False,Red,Same,1,14
179,A2FVI9R2TRXCUH,White,False,Red,Same,2,14
179,A2FVI9R2TRXCUH,White,False,Red,Same,3,14
179,A2FVI9R2TRXCUH,White,False,Red,Same,4,14
179,A2FVI9R2TRXCUH,White,False,Red,Same,5,14
179,A2FVI9R2TRXCUH,White,False,Red,Same,6,14
179,A2FVI9R2TRXCUH,White,False,Red,Same,7,14
179,A2FVI9R2TRXCUH,White,False,Red,Same,8,14
179,A2FVI9R2TRXCUH,White,False,Red,Same,9,32
179,A2FVI9R2TRXCUH,White,False,Red,Same,10,32
179,A2FVI9R2TRXCUH,White,False,Red,Same,11,32
179,A2FVI9R2TRXCUH,White,False,Red,Same,12,32
179,A2FVI9R2TRXCUH,White,False,Red,Same,13,32
179,A2FVI9R2TRXCUH,White,False,Red,Same,14,32
179,A2FVI9R2TRXCUH,White,False,Red,Same,15,32
179,A2FVI9R2TRXCUH,White,False,Red,Same,16,32
179,A2FVI9R2TRXCUH,White,False,Red,Same,17,32
179,A2FVI9R2TRXCUH,White,False,Red,Same,18,32
179,A2FVI9R2TRXCUH,White,False,Red,Same,19,32
179,A2FVI9R2TRXCUH,White,False,Red,Same,20,32
179,A2FVI9R2TRXCUH,White,False,Red,Same,21,32
179,A2FVI9R2TRXCUH,White,False,Red,Same,22,32
179,A2FVI9R2TRXCUH,White,False,Red,Same,23,32
20,A232KB6BKXTLR,Red,False,White,Uniform,0,18
20,A232KB6BKXTLR,Red,False,White,Uniform,1,20
20,A232KB6BKXTLR,Red,False,White,Uniform,2,20
20,A232KB6BKXTLR,Red,False,White,Uniform,3,22
20,A232KB6BKXTLR,Red,False,White,Uniform,4,22
20,A232KB6BKXTLR,Red,False,White,Uniform,5,24
20,A232KB6BKXTLR,Red,False,White,Uniform,6,24
20,A232KB6BKXTLR,Red,False,White,Uniform,7,24
20,A232KB6BKXTLR,Red,False,White,Uniform,8,26
20,A232KB6BKXTLR,Red,False,White,Uniform,9,26
20,A232KB6BKXTLR,Red,False,White,Uniform,10,26
20,A232KB6BKXTLR,Red,False,White,Uniform,11,26
20,A232KB6BKXTLR,Red,False,White,Uniform,12,28
20,A232KB6BKXTLR,Red,False,White,Uniform,13,28
20,A232KB6BKXTLR,Red,False,White,Uniform,14,28
20,A232KB6BKXTLR,Red,False,White,Uniform,15,28
20,A232KB6BKXTLR,Red,False,White,Uniform,16,28
20,A232KB6BKXTLR,Red,False,White,Uniform,17,28
20,A232KB6BKXTLR,Red,False,White,Uniform,18,28
20,A232KB6BKXTLR,Red,False,White,Uniform,19,30
20,A232KB6BKXTLR,Red,False,White,Uniform,20,30
20,A232KB6BKXTLR,Red,False,White,Uniform,21,32
20,A232KB6BKXTLR,Red,False,White,Uniform,22,32
20,A232KB6BKXTLR,Red,False,White,Uniform,23,32
28,AYKDN0E8YXVY,Red,False,White,Uniform,0,18
28,AYKDN0E8YXVY,Red,False,White,Uniform,1,18
28,AYKDN0E8YXVY,Red,False,White,Uniform,2,18
28,AYKDN0E8YXVY,Red,False,White,Uniform,3,20
28,AYKDN0E8YXVY,Red,False,White,Uniform,4,20
28,AYKDN0E8YXVY,Red,False,White,Uniform,5,20
28,AYKDN0E8YXVY,Red,False,White,Uniform,6,22
28,AYKDN0E8YXVY,Red,False,White,Uniform,7,22
28,AYKDN0E8YXVY,Red,False,White,Uniform,8,22
28,AYKDN0E8YXVY,Red,False,White,Uniform,9,22
28,AYKDN0E8YXVY,Red,False,White,Uniform,10,22
28,AYKDN0E8YXVY,Red,False,White,Uniform,11,24
28,AYKDN0E8YXVY,Red,False,White,Uniform,12,24
28,AYKDN0E8YXVY,Red,False,White,Uniform,13,24
28,AYKDN0E8YXVY,Red,False,White,Uniform,14,24
28,AYKDN0E8YXVY,Red,False,White,Uniform,15,24
28,AYKDN0E8YXVY,Red,False,White,Uniform,16,26
28,AYKDN0E8YXVY,Red,False,White,Uniform,17,26
28,AYKDN0E8YXVY,Red,False,White,Uniform,18,26
28,AYKDN0E8YXVY,Red,False,White,Uniform,19,26
28,AYKDN0E8YXVY,Red,False,White,Uniform,20,28
28,AYKDN0E8YXVY,Red,False,White,Uniform,21,28
28,AYKDN0E8YXVY,Red,False,White,Uniform,22,30
28,AYKDN0E8YXVY,Red,False,White,Uniform,23,30
12,AR77R7C7TSTCX,Red,False,White,Uniform,0,14
12,AR77R7C7TSTCX,Red,False,White,Uniform,1,16
12,AR77R7C7TSTCX,Red,False,White,Uniform,2,18
12,AR77R7C7TSTCX,Red,False,White,Uniform,3,20
12,AR77R7C7TSTCX,Red,False,White,Uniform,4,22
12,AR77R7C7TSTCX,Red,False,White,Uniform,5,22
12,AR77R7C7TSTCX,Red,False,White,Uniform,6,24
12,AR77R7C7TSTCX,Red,False,White,Uniform,7,24
12,AR77R7C7TSTCX,Red,False,White,Uniform,8,24
12,AR77R7C7TSTCX,Red,False,White,Uniform,9,26
12,AR77R7C7TSTCX,Red,False,White,Uniform,10,26
12,AR77R7C7TSTCX,Red,False,White,Uniform,11,28
12,AR77R7C7TSTCX,Red,False,White,Uniform,12,28
12,AR77R7C7TSTCX,Red,False,White,Uniform,13,30
12,AR77R7C7TSTCX,Red,False,White,Uniform,14,32
12,AR77R7C7TSTCX,Red,False,White,Uniform,15,32
12,AR77R7C7TSTCX,Red,False,White,Uniform,16,32
12,AR77R7C7TSTCX,Red,False,White,Uniform,17,34
12,AR77R7C7TSTCX,Red,False,White,Uniform,18,34
12,AR77R7C7TSTCX,Red,False,White,Uniform,19,36
12,AR77R7C7TSTCX,Red,False,White,Uniform,20,36
12,AR77R7C7TSTCX,Red,False,White,Uniform,21,38
12,AR77R7C7TSTCX,Red,False,White,Uniform,22,38
12,AR77R7C7TSTCX,Red,False,White,Uniform,23,40
47,A188SHJZPHE8BA,White,True,White,Same,0,18
47,A188SHJZPHE8BA,White,True,White,Same,1,20
47,A188SHJZPHE8BA,White,True,White,Same,2,20
47,A188SHJZPHE8BA,White,True,White,Same,3,22
47,A188SHJZPHE8BA,White,True,White,Same,4,22
47,A188SHJZPHE8BA,White,True,White,Same,5,22
47,A188SHJZPHE8BA,White,True,White,Same,6,22
47,A188SHJZPHE8BA,White,True,White,Same,7,24
47,A188SHJZPHE8BA,White,True,White,Same,8,24
47,A188SHJZPHE8BA,White,True,White,Same,9,26
47,A188SHJZPHE8BA,White,True,White,Same,10,26
47,A188SHJZPHE8BA,White,True,White,Same,11,26
47,A188SHJZPHE8BA,White,True,White,Same,12,26
47,A188SHJZPHE8BA,White,True,White,Same,13,26
47,A188SHJZPHE8BA,White,True,White,Same,14,26
47,A188SHJZPHE8BA,White,True,White,Same,15,26
47,A188SHJZPHE8BA,White,True,White,Same,16,26
47,A188SHJZPHE8BA,White,True,White,Same,17,26
47,A188SHJZPHE8BA,White,True,White,Same,18,26
47,A188SHJZPHE8BA,White,True,White,Same,19,26
47,A188SHJZPHE8BA,White,True,White,Same,20,26
47,A188SHJZPHE8BA,White,True,White,Same,21,28
47,A188SHJZPHE8BA,White,True,White,Same,22,28
47,A188SHJZPHE8BA,White,True,White,Same,23,28
83,A2XW91EHCZ3T3V,White,False,Red,Same,0,12
83,A2XW91EHCZ3T3V,White,False,Red,Same,1,16
83,A2XW91EHCZ3T3V,White,False,Red,Same,2,16
83,A2XW91EHCZ3T3V,White,False,Red,Same,3,18
83,A2XW91EHCZ3T3V,White,False,Red,Same,4,18
83,A2XW91EHCZ3T3V,White,False,Red,Same,5,20
83,A2XW91EHCZ3T3V,White,False,Red,Same,6,20
83,A2XW91EHCZ3T3V,White,False,Red,Same,7,20
83,A2XW91EHCZ3T3V,White,False,Red,Same,8,20
83,A2XW91EHCZ3T3V,White,False,Red,Same,9,22
83,A2XW91EHCZ3T3V,White,False,Red,Same,10,22
83,A2XW91EHCZ3T3V,White,False,Red,Same,11,22
83,A2XW91EHCZ3T3V,White,False,Red,Same,12,24
83,A2XW91EHCZ3T3V,White,False,Red,Same,13,24
83,A2XW91EHCZ3T3V,White,False,Red,Same,14,24
83,A2XW91EHCZ3T3V,White,False,Red,Same,15,24
83,A2XW91EHCZ3T3V,White,False,Red,Same,16,24
83,A2XW91EHCZ3T3V,White,False,Red,Same,17,26
83,A2XW91EHCZ3T3V,White,False,Red,Same,18,26
83,A2XW91EHCZ3T3V,White,False,Red,Same,19,26
83,A2XW91EHCZ3T3V,White,False,Red,Same,20,26
83,A2XW91EHCZ3T3V,White,False,Red,Same,21,28
83,A2XW91EHCZ3T3V,White,False,Red,Same,22,28
83,A2XW91EHCZ3T3V,White,False,Red,Same,23,32
61,A2PETGZ1KZLFRM,Red,False,White,Same,0,22
61,A2PETGZ1KZLFRM,Red,False,White,Same,1,22
61,A2PETGZ1KZLFRM,Red,False,White,Same,2,22
61,A2PETGZ1KZLFRM,Red,False,White,Same,3,22
61,A2PETGZ1KZLFRM,Red,False,White,Same,4,22
61,A2PETGZ1KZLFRM,Red,False,White,Same,5,22
61,A2PETGZ1KZLFRM,Red,False,White,Same,6,24
61,A2PETGZ1KZLFRM,Red,False,White,Same,7,24
61,A2PETGZ1KZLFRM,Red,False,White,Same,8,24
61,A2PETGZ1KZLFRM,Red,False,White,Same,9,24
61,A2PETGZ1KZLFRM,Red,False,White,Same,10,26
61,A2PETGZ1KZLFRM,Red,False,White,Same,11,26
61,A2PETGZ1KZLFRM,Red,False,White,Same,12,26
61,A2PETGZ1KZLFRM,Red,False,White,Same,13,26
61,A2PETGZ1KZLFRM,Red,False,White,Same,14,26
61,A2PETGZ1KZLFRM,Red,False,White,Same,15,26
61,A2PETGZ1KZLFRM,Red,False,White,Same,16,26
61,A2PETGZ1KZLFRM,Red,False,White,Same,17,26
61,A2PETGZ1KZLFRM,Red,False,White,Same,18,28
61,A2PETGZ1KZLFRM,Red,False,White,Same,19,28
61,A2PETGZ1KZLFRM,Red,False,White,Same,20,30
61,A2PETGZ1KZLFRM,Red,False,White,Same,21,30
61,A2PETGZ1KZLFRM,Red,False,White,Same,22,32
61,A2PETGZ1KZLFRM,Red,False,White,Same,23,32
78,A2EKR2ZFO10VMV,White,True,White,Uniform,0,18
78,A2EKR2ZFO10VMV,White,True,White,Uniform,1,18
78,A2EKR2ZFO10VMV,White,True,White,Uniform,2,20
78,A2EKR2ZFO10VMV,White,True,White,Uniform,3,20
78,A2EKR2ZFO10VMV,White,True,White,Uniform,4,20
78,A2EKR2ZFO10VMV,White,True,White,Uniform,5,22
78,A2EKR2ZFO10VMV,White,True,White,Uniform,6,22
78,A2EKR2ZFO10VMV,White,True,White,Uniform,7,22
78,A2EKR2ZFO10VMV,White,True,White,Uniform,8,22
78,A2EKR2ZFO10VMV,White,True,White,Uniform,9,22
78,A2EKR2ZFO10VMV,White,True,White,Uniform,10,22
78,A2EKR2ZFO10VMV,White,True,White,Uniform,11,22
78,A2EKR2ZFO10VMV,White,True,White,Uniform,12,22
78,A2EKR2ZFO10VMV,White,True,White,Uniform,13,24
78,A2EKR2ZFO10VMV,White,True,White,Uniform,14,24
78,A2EKR2ZFO10VMV,White,True,White,Uniform,15,24
78,A2EKR2ZFO10VMV,White,True,White,Uniform,16,24
78,A2EKR2ZFO10VMV,White,True,White,Uniform,17,24
78,A2EKR2ZFO10VMV,White,True,White,Uniform,18,24
78,A2EKR2ZFO10VMV,White,True,White,Uniform,19,26
78,A2EKR2ZFO10VMV,White,True,White,Uniform,20,26
78,A2EKR2ZFO10VMV,White,True,White,Uniform,21,26
78,A2EKR2ZFO10VMV,White,True,White,Uniform,22,28
78,A2EKR2ZFO10VMV,White,True,White,Uniform,23,28
77,A2RVFMCKSSEHDV,Red,False,White,Same,0,18
77,A2RVFMCKSSEHDV,Red,False,White,Same,1,20
77,A2RVFMCKSSEHDV,Red,False,White,Same,2,20
77,A2RVFMCKSSEHDV,Red,False,White,Same,3,22
77,A2RVFMCKSSEHDV,Red,False,White,Same,4,22
77,A2RVFMCKSSEHDV,Red,False,White,Same,5,22
77,A2RVFMCKSSEHDV,Red,False,White,Same,6,24
77,A2RVFMCKSSEHDV,Red,False,White,Same,7,24
77,A2RVFMCKSSEHDV,Red,False,White,Same,8,24
77,A2RVFMCKSSEHDV,Red,False,White,Same,9,24
77,A2RVFMCKSSEHDV,Red,False,White,Same,10,24
77,A2RVFMCKSSEHDV,Red,False,White,Same,11,24
77,A2RVFMCKSSEHDV,Red,False,White,Same,12,24
77,A2RVFMCKSSEHDV,Red,False,White,Same,13,26
77,A2RVFMCKSSEHDV,Red,False,White,Same,14,26
77,A2RVFMCKSSEHDV,Red,False,White,Same,15,28
77,A2RVFMCKSSEHDV,Red,False,White,Same,16,28
77,A2RVFMCKSSEHDV,Red,False,White,Same,17,28
77,A2RVFMCKSSEHDV,Red,False,White,Same,18,28
77,A2RVFMCKSSEHDV,Red,False,White,Same,19,28
77,A2RVFMCKSSEHDV,Red,False,White,Same,20,28
77,A2RVFMCKSSEHDV,Red,False,White,Same,21,28
77,A2RVFMCKSSEHDV,Red,False,White,Same,22,30
77,A2RVFMCKSSEHDV,Red,False,White,Same,23,32
100,A3OHXCAWZXBFQA,Red,False,White,Uniform,0,16
100,A3OHXCAWZXBFQA,Red,False,White,Uniform,1,16
100,A3OHXCAWZXBFQA,Red,False,White,Uniform,2,16
100,A3OHXCAWZXBFQA,Red,False,White,Uniform,3,18
100,A3OHXCAWZXBFQA,Red,False,White,Uniform,4,18
100,A3OHXCAWZXBFQA,Red,False,White,Uniform,5,18
100,A3OHXCAWZXBFQA,Red,False,White,Uniform,6,18
100,A3OHXCAWZXBFQA,Red,False,White,Uniform,7,20
100,A3OHXCAWZXBFQA,Red,False,White,Uniform,8,20
100,A3OHXCAWZXBFQA,Red,False,White,Uniform,9,20
100,A3OHXCAWZXBFQA,Red,False,White,Uniform,10,20
100,A3OHXCAWZXBFQA,Red,False,White,Uniform,11,20
100,A3OHXCAWZXBFQA,Red,False,White,Uniform,12,20
100,A3OHXCAWZXBFQA,Red,False,White,Uniform,13,20
100,A3OHXCAWZXBFQA,Red,False,White,Uniform,14,24
100,A3OHXCAWZXBFQA,Red,False,White,Uniform,15,24
100,A3OHXCAWZXBFQA,Red,False,White,Uniform,16,24
100,A3OHXCAWZXBFQA,Red,False,White,Uniform,17,24
100,A3OHXCAWZXBFQA,Red,False,White,Uniform,18,24
100,A3OHXCAWZXBFQA,Red,False,White,Uniform,19,28
100,A3OHXCAWZXBFQA,Red,False,White,Uniform,20,28
100,A3OHXCAWZXBFQA,Red,False,White,Uniform,21,28
100,A3OHXCAWZXBFQA,Red,False,White,Uniform,22,28
100,A3OHXCAWZXBFQA,Red,False,White,Uniform,23,28
195,A1E8PIR82KIJEP,White,False,Red,Same,0,16
195,A1E8PIR82KIJEP,White,False,Red,Same,1,18
195,A1E8PIR82KIJEP,White,False,Red,Same,2,18
195,A1E8PIR82KIJEP,White,False,Red,Same,3,20
195,A1E8PIR82KIJEP,White,False,Red,Same,4,20
195,A1E8PIR82KIJEP,White,False,Red,Same,5,20
195,A1E8PIR82KIJEP,White,False,Red,Same,6,20
195,A1E8PIR82KIJEP,White,False,Red,Same,7,22
195,A1E8PIR82KIJEP,White,False,Red,Same,8,22
195,A1E8PIR82KIJEP,White,False,Red,Same,9,22
195,A1E8PIR82KIJEP,White,False,Red,Same,10,22
195,A1E8PIR82KIJEP,White,False,Red,Same,11,22
195,A1E8PIR82KIJEP,White,False,Red,Same,12,22
195,A1E8PIR82KIJEP,White,False,Red,Same,13,24
195,A1E8PIR82KIJEP,White,False,Red,Same,14,24
195,A1E8PIR82KIJEP,White,False,Red,Same,15,24
195,A1E8PIR82KIJEP,White,False,Red,Same,16,24
195,A1E8PIR82KIJEP,White,False,Red,Same,17,24
195,A1E8PIR82KIJEP,White,False,Red,Same,18,24
195,A1E8PIR82KIJEP,White,False,Red,Same,19,26
195,A1E8PIR82KIJEP,White,False,Red,Same,20,26
195,A1E8PIR82KIJEP,White,False,Red,Same,21,26
195,A1E8PIR82KIJEP,White,False,Red,Same,22,28
195,A1E8PIR82KIJEP,White,False,Red,Same,23,30
71,A2YJZYTC8WOIZT,White,True,White,Same,0,20
71,A2YJZYTC8WOIZT,White,True,White,Same,1,24
71,A2YJZYTC8WOIZT,White,True,White,Same,2,24
71,A2YJZYTC8WOIZT,White,True,White,Same,3,26
71,A2YJZYTC8WOIZT,White,True,White,Same,4,26
71,A2YJZYTC8WOIZT,White,True,White,Same,5,26
71,A2YJZYTC8WOIZT,White,True,White,Same,6,26
71,A2YJZYTC8WOIZT,White,True,White,Same,7,26
71,A2YJZYTC8WOIZT,White,True,White,Same,8,26
71,A2YJZYTC8WOIZT,White,True,White,Same,9,26
71,A2YJZYTC8WOIZT,White,True,White,Same,10,26
71,A2YJZYTC8WOIZT,White,True,White,Same,11,26
71,A2YJZYTC8WOIZT,White,True,White,Same,12,26
71,A2YJZYTC8WOIZT,White,True,White,Same,13,30
71,A2YJZYTC8WOIZT,White,True,White,Same,14,30
71,A2YJZYTC8WOIZT,White,True,White,Same,15,30
71,A2YJZYTC8WOIZT,White,True,White,Same,16,30
71,A2YJZYTC8WOIZT,White,True,White,Same,17,30
71,A2YJZYTC8WOIZT,White,True,White,Same,18,30
71,A2YJZYTC8WOIZT,White,True,White,Same,19,30
71,A2YJZYTC8WOIZT,White,True,White,Same,20,30
71,A2YJZYTC8WOIZT,White,True,White,Same,21,32
71,A2YJZYTC8WOIZT,White,True,White,Same,22,32
71,A2YJZYTC8WOIZT,White,True,White,Same,23,32
64,A143XRCI1YXAFE,Red,True,Red,Uniform,0,20
64,A143XRCI1YXAFE,Red,True,Red,Uniform,1,20
64,A143XRCI1YXAFE,Red,True,Red,Uniform,2,20
64,A143XRCI1YXAFE,Red,True,Red,Uniform,3,22
64,A143XRCI1YXAFE,Red,True,Red,Uniform,4,22
64,A143XRCI1YXAFE,Red,True,Red,Uniform,5,22
64,A143XRCI1YXAFE,Red,True,Red,Uniform,6,22
64,A143XRCI1YXAFE,Red,True,Red,Uniform,7,22
64,A143XRCI1YXAFE,Red,True,Red,Uniform,8,24
64,A143XRCI1YXAFE,Red,True,Red,Uniform,9,24
64,A143XRCI1YXAFE,Red,True,Red,Uniform,10,24
64,A143XRCI1YXAFE,Red,True,Red,Uniform,11,24
64,A143XRCI1YXAFE,Red,True,Red,Uniform,12,24
64,A143XRCI1YXAFE,Red,True,Red,Uniform,13,24
64,A143XRCI1YXAFE,Red,True,Red,Uniform,14,24
64,A143XRCI1YXAFE,Red,True,Red,Uniform,15,26
64,A143XRCI1YXAFE,Red,True,Red,Uniform,16,26
64,A143XRCI1YXAFE,Red,True,Red,Uniform,17,26
64,A143XRCI1YXAFE,Red,True,Red,Uniform,18,28
64,A143XRCI1YXAFE,Red,True,Red,Uniform,19,28
64,A143XRCI1YXAFE,Red,True,Red,Uniform,20,28
64,A143XRCI1YXAFE,Red,True,Red,Uniform,21,30
64,A143XRCI1YXAFE,Red,True,Red,Uniform,22,30
64,A143XRCI1YXAFE,Red,True,Red,Uniform,23,32
35,A1GQ2Q1USIMC63,White,False,Red,Same,0,18
35,A1GQ2Q1USIMC63,White,False,Red,Same,1,20
35,A1GQ2Q1USIMC63,White,False,Red,Same,2,20
35,A1GQ2Q1USIMC63,White,False,Red,Same,3,20
35,A1GQ2Q1USIMC63,White,False,Red,Same,4,22
35,A1GQ2Q1USIMC63,White,False,Red,Same,5,22
35,A1GQ2Q1USIMC63,White,False,Red,Same,6,24
35,A1GQ2Q1USIMC63,White,False,Red,Same,7,24
35,A1GQ2Q1USIMC63,White,False,Red,Same,8,24
35,A1GQ2Q1USIMC63,White,False,Red,Same,9,24
35,A1GQ2Q1USIMC63,White,False,Red,Same,10,26
35,A1GQ2Q1USIMC63,White,False,Red,Same,11,26
35,A1GQ2Q1USIMC63,White,False,Red,Same,12,26
35,A1GQ2Q1USIMC63,White,False,Red,Same,13,26
35,A1GQ2Q1USIMC63,White,False,Red,Same,14,26
35,A1GQ2Q1USIMC63,White,False,Red,Same,15,26
35,A1GQ2Q1USIMC63,White,False,Red,Same,16,26
35,A1GQ2Q1USIMC63,White,False,Red,Same,17,26
35,A1GQ2Q1USIMC63,White,False,Red,Same,18,28
35,A1GQ2Q1USIMC63,White,False,Red,Same,19,28
35,A1GQ2Q1USIMC63,White,False,Red,Same,20,30
35,A1GQ2Q1USIMC63,White,False,Red,Same,21,30
35,A1GQ2Q1USIMC63,White,False,Red,Same,22,32
35,A1GQ2Q1USIMC63,White,False,Red,Same,23,32
62,A2ETXCA9X5P484,White,True,White,Uniform,0,18
62,A2ETXCA9X5P484,White,True,White,Uniform,1,18
62,A2ETXCA9X5P484,White,True,White,Uniform,2,18
62,A2ETXCA9X5P484,White,True,White,Uniform,3,18
62,A2ETXCA9X5P484,White,True,White,Uniform,4,18
62,A2ETXCA9X5P484,White,True,White,Uniform,5,18
62,A2ETXCA9X5P484,White,True,White,Uniform,6,18
62,A2ETXCA9X5P484,White,True,White,Uniform,7,22
62,A2ETXCA9X5P484,White,True,White,Uniform,8,22
62,A2ETXCA9X5P484,White,True,White,Uniform,9,22
62,A2ETXCA9X5P484,White,True,White,Uniform,10,22
62,A2ETXCA9X5P484,White,True,White,Uniform,11,24
62,A2ETXCA9X5P484,White,True,White,Uniform,12,26
62,A2ETXCA9X5P484,White,True,White,Uniform,13,26
62,A2ETXCA9X5P484,White,True,White,Uniform,14,30
62,A2ETXCA9X5P484,White,True,White,Uniform,15,30
62,A2ETXCA9X5P484,White,True,White,Uniform,16,30
62,A2ETXCA9X5P484,White,True,White,Uniform,17,30
62,A2ETXCA9X5P484,White,True,White,Uniform,18,30
62,A2ETXCA9X5P484,White,True,White,Uniform,19,34
62,A2ETXCA9X5P484,White,True,White,Uniform,20,34
62,A2ETXCA9X5P484,White,True,White,Uniform,21,34
62,A2ETXCA9X5P484,White,True,White,Uniform,22,34
62,A2ETXCA9X5P484,White,True,White,Uniform,23,34
70,AWNQ9E62XRB0O,White,True,White,Uniform,0,18
70,AWNQ9E62XRB0O,White,True,White,Uniform,1,18
70,AWNQ9E62XRB0O,White,True,White,Uniform,2,20
70,AWNQ9E62XRB0O,White,True,White,Uniform,3,20
70,AWNQ9E62XRB0O,White,True,White,Uniform,4,22
70,AWNQ9E62XRB0O,White,True,White,Uniform,5,22
70,AWNQ9E62XRB0O,White,True,White,Uniform,6,22
70,AWNQ9E62XRB0O,White,True,White,Uniform,7,24
70,AWNQ9E62XRB0O,White,True,White,Uniform,8,24
70,AWNQ9E62XRB0O,White,True,White,Uniform,9,24
70,AWNQ9E62XRB0O,White,True,White,Uniform,10,24
70,AWNQ9E62XRB0O,White,True,White,Uniform,11,24
70,AWNQ9E62XRB0O,White,True,White,Uniform,12,24
70,AWNQ9E62XRB0O,White,True,White,Uniform,13,26
70,AWNQ9E62XRB0O,White,True,White,Uniform,14,26
70,AWNQ9E62XRB0O,White,True,White,Uniform,15,26
70,AWNQ9E62XRB0O,White,True,White,Uniform,16,26
70,AWNQ9E62XRB0O,White,True,White,Uniform,17,28
70,AWNQ9E62XRB0O,White,True,White,Uniform,18,28
70,AWNQ9E62XRB0O,White,True,White,Uniform,19,28
70,AWNQ9E62XRB0O,White,True,White,Uniform,20,30
70,AWNQ9E62XRB0O,White,True,White,Uniform,21,30
70,AWNQ9E62XRB0O,White,True,White,Uniform,22,32
70,AWNQ9E62XRB0O,White,True,White,Uniform,23,34
65,A22I5RTLJTY3JZ,Red,True,Red,Same,0,22
65,A22I5RTLJTY3JZ,Red,True,Red,Same,1,22
65,A22I5RTLJTY3JZ,Red,True,Red,Same,2,24
65,A22I5RTLJTY3JZ,Red,True,Red,Same,3,24
65,A22I5RTLJTY3JZ,Red,True,Red,Same,4,24
65,A22I5RTLJTY3JZ,Red,True,Red,Same,5,24
65,A22I5RTLJTY3JZ,Red,True,Red,Same,6,26
65,A22I5RTLJTY3JZ,Red,True,Red,Same,7,26
65,A22I5RTLJTY3JZ,Red,True,Red,Same,8,26
65,A22I5RTLJTY3JZ,Red,True,Red,Same,9,26
65,A22I5RTLJTY3JZ,Red,True,Red,Same,10,26
65,A22I5RTLJTY3JZ,Red,True,Red,Same,11,26
65,A22I5RTLJTY3JZ,Red,True,Red,Same,12,26
65,A22I5RTLJTY3JZ,Red,True,Red,Same,13,26
65,A22I5RTLJTY3JZ,Red,True,Red,Same,14,26
65,A22I5RTLJTY3JZ,Red,True,Red,Same,15,28
65,A22I5RTLJTY3JZ,Red,True,Red,Same,16,28
65,A22I5RTLJTY3JZ,Red,True,Red,Same,17,28
65,A22I5RTLJTY3JZ,Red,True,Red,Same,18,28
65,A22I5RTLJTY3JZ,Red,True,Red,Same,19,28
65,A22I5RTLJTY3JZ,Red,True,Red,Same,20,30
65,A22I5RTLJTY3JZ,Red,True,Red,Same,21,30
65,A22I5RTLJTY3JZ,Red,True,Red,Same,22,30
65,A22I5RTLJTY3JZ,Red,True,Red,Same,23,30
39,A4XR158GYZ3QW,White,True,White,Same,0,22
39,A4XR158GYZ3QW,White,True,White,Same,1,22
39,A4XR158GYZ3QW,White,True,White,Same,2,22
39,A4XR158GYZ3QW,White,True,White,Same,3,22
39,A4XR158GYZ3QW,White,True,White,Same,4,22
39,A4XR158GYZ3QW,White,True,White,Same,5,22
