StartDate,EndDate,Duration (in seconds),Finished,1_Choice,2_Choice,3_Choice,4_Choice,5_Choice,1_Choice,2_Choice,3_Choice,4_Choice,5_Choice,MaxVal_Blue,MaxVal_Red,prices,prices_red,prices_blue,EndLoop,BonusAmount,workerId,dispersion,manipulated
16/07/2019 21:48,16/07/2019 21:49,63,1,1,,,,,,,,,,,35,,,,1,30¢,A1ACIEFY7308VO,same,blue
16/07/2019 21:49,16/07/2019 21:52,184,1,2,1,,,,,,,,,,38,"28,34,32,26,40,34,38,26,24,32,28,34,34,24,28,30,28,30,26,36,32,32,36,32,38,26,34,32,30,40,32,38,32,34,32,30,36,36,38,36,30,30,28,34,30,34,28,30,36,32",32;30;34;28;30;30;36;32;38;32;40;34;26;32;36;32;36;30;28;24;34;38;26;34;28,36;30;28;34;38;36;36;30;34;32;30;32;38;32;26;28;30;34;28;32;24;26;34;40;32,1,38¢,A12RYS0421N2RV,same,blue
16/07/2019 21:50,16/07/2019 21:52,145,1,,,,,,2,2,2,2,,0.38,,,,,0,32¢,A3ELNE9ZXHYZ1B,higher,red
16/07/2019 21:50,16/07/2019 21:52,149,1,,,,,,2,1,,,,40,,"32,28,34,32,32,40,36,32,28,36,38,30,34,26,32,26,40,28,30,32,34,32,30,34,30,38,36,28,34,26,36,28,34,36,30,32,36,24,24,38,34,28,30,32,26,30,30,32,34,38",38;34;32;26;30;38;24;32;36;28;36;26;28;30;34;30;32;32;40;32;34;30;36;28;34,30;30;32;28;34;24;36;30;34;34;36;38;34;30;28;26;26;38;32;36;40;32;32;28;32,1,38¢,A33X25JB3SVXOA,same,red
16/07/2019 21:49,16/07/2019 21:52,197,1,,,,,,1,,,,,48,,"28,36,34,24,34,36,36,24,30,30,38,28,28,26,40,32,26,30,36,34,34,36,32,30,34,32,34,32,34,30,40,32,30,32,28,26,28,32,32,38,34,26,32,38,30,38,32,36,30,28",28;30;32;38;32;26;38;32;32;28;26;32;40;30;34;34;30;36;34;30;28;36;24;34;36,36;38;30;34;28;32;30;34;32;32;32;34;36;26;32;40;26;28;38;30;30;24;36;34;28,1,30¢,A36O6HP64YFT2Y,same,red
16/07/2019 21:50,16/07/2019 21:53,167,1,2,2,2,2,,,,,,,,50,"30,30,32,48,38,38,20,34,32,32,40,26,50,36,28,28,34,36,22,32,16,34,30,34,44,28,14,26,18,38,30,28,30,46,28,32,26,36,34,34,30,24,36,32,24,32,32,40,42,36",36;40;32;32;32;24;34;34;36;26;30;28;38;26;28;34;30;34;32;28;36;32;38;30;30,42;24;36;30;32;28;46;30;18;14;44;16;22;36;34;28;50;26;40;32;34;20;38;48;32,0,32¢,A1UNZ4YFCRBC93,higher,blue
16/07/2019 21:49,16/07/2019 21:53,190,1,2,2,2,2,,,,,,,,42,"34,34,30,30,32,32,32,36,32,40,36,38,24,30,32,26,36,36,34,30,32,32,34,24,34,36,28,30,34,26,30,28,28,28,32,34,30,40,28,28,30,38,38,38,34,36,32,26,26,32",34;38;30;28;30;34;28;28;26;30;34;34;32;32;36;26;32;30;24;38;36;40;36;32;32,32;26;26;32;36;38;38;28;40;32;28;30;34;28;36;24;30;34;36;32;32;30;30;34;34,0,32¢,A348UZASXTNGWR,same,blue
16/07/2019 21:50,16/07/2019 21:53,135,1,2,1,,,,,,,,,,40,"38,32,34,26,30,28,24,28,26,40,32,36,36,28,28,30,34,30,36,32,36,30,30,30,34,40,32,34,38,34,32,38,34,24,28,38,28,32,30,32,32,26,34,36,30,32,34,36,32,26",26;32;34;32;30;32;30;32;38;24;32;38;34;30;36;34;30;28;36;36;40;26;28;28;34,36;36;34;26;32;28;28;34;38;34;32;40;34;30;30;32;36;30;28;32;24;30;26;32;38,1,38¢,A3DNYS7B0V1FQF,same,blue
16/07/2019 21:49,16/07/2019 21:53,202,1,,,,,,1,,,,,52,,"32,24,50,28,26,34,36,42,38,28,18,34,28,32,32,36,32,16,36,20,24,38,36,36,30,34,32,48,40,40,34,34,30,46,14,44,26,30,30,38,28,32,34,28,30,22,26,30,32,32",32;30;26;22;28;30;44;14;46;34;34;40;48;38;24;20;16;32;36;32;18;28;42;36;50,32;30;28;34;32;38;30;26;30;40;32;34;30;36;36;36;32;28;34;38;34;26;28;24;32,1,30¢,A1UHLJCPWKF666,higher,red
16/07/2019 21:48,16/07/2019 21:53,283,1,,,,,,2,2,2,2,,32,,"36,32,42,28,36,34,20,30,28,48,30,34,30,30,18,22,32,28,44,26,38,36,40,46,28,32,36,26,32,32,26,32,34,40,34,38,34,24,14,50,34,28,32,32,36,38,30,24,30,16",16;30;24;36;32;28;50;14;38;34;40;34;32;32;26;46;44;22;18;30;48;28;20;36;42,30;38;32;34;24;34;26;32;36;32;28;40;36;38;26;28;32;30;30;34;30;34;28;32;36,0,32¢,A3FSDH6HUZPNQ8,higher,red
16/07/2019 21:49,16/07/2019 21:53,224,1,2,1,,,,,,,,,,40,"24,30,40,28,30,32,34,28,34,26,36,34,36,34,38,28,34,36,28,30,32,28,32,26,30,32,32,34,34,32,38,36,32,30,30,26,32,40,36,32,26,38,38,32,24,36,28,34,30,30",30;30;36;38;26;32;30;32;34;34;32;26;32;34;28;38;36;36;34;28;32;28;40;30;24,34;28;24;32;38;36;40;32;26;30;32;36;38;32;30;32;28;30;28;36;34;34;26;34;30,1,38¢,A28BW7JJTDK8II,same,blue
16/07/2019 21:49,16/07/2019 21:53,232,1,,,,,,2,2,2,2,,4,,"32,28,28,30,24,30,34,36,34,34,24,30,32,26,30,34,32,30,34,26,32,32,32,30,38,34,28,32,26,40,36,36,38,28,36,32,30,26,40,34,36,28,28,32,38,30,34,36,38,32",38;34;30;28;36;34;40;30;36;28;36;26;32;38;32;32;32;30;34;26;30;24;34;28;32,32;36;38;32;28;26;32;38;36;40;28;34;30;26;34;32;30;32;34;36;34;30;24;30;28,0,32¢,A1DJHIUIWWA98B,same,red
16/07/2019 21:50,16/07/2019 21:53,182,1,,,,,,2,1,,,,44,,"36,44,38,38,24,26,26,32,30,28,16,20,46,28,32,38,48,32,42,28,34,28,34,30,32,50,36,22,32,32,34,14,28,30,30,30,36,18,32,34,36,34,34,26,24,40,32,40,30,36",30;40;24;34;32;18;36;30;14;32;22;50;28;34;42;32;48;28;46;20;16;26;38;44;36,36;32;40;26;34;34;36;30;30;28;34;32;36;32;30;34;28;38;32;28;30;32;26;24;38,1,38¢,A1AQW3N1DRZ842,higher,red
16/07/2019 21:50,16/07/2019 21:53,209,1,2,1,,,,,,,,,,40,"20,34,34,14,48,32,44,36,24,36,36,16,22,32,42,38,30,32,24,32,26,28,40,32,32,28,30,30,34,30,40,36,34,36,28,30,18,38,46,28,50,26,32,28,34,30,26,38,32,34",32;38;26;30;34;28;32;28;34;36;40;34;30;30;28;32;26;32;30;38;32;36;24;36;34,34;26;50;28;46;38;18;30;36;30;32;40;28;32;24;42;22;16;36;44;32;48;14;34;20,1,38¢,A3OFIX2KJBUXP,higher,blue
16/07/2019 21:52,16/07/2019 21:54,142,1,,,,,,2,2,2,2,,42,,"46,16,26,36,32,30,30,50,28,32,34,18,30,38,48,36,36,32,34,32,28,44,14,32,40,26,32,28,34,24,22,36,26,32,34,36,30,30,38,40,28,28,34,24,38,32,20,30,34,42",42;30;20;24;34;28;40;38;36;32;22;34;26;32;14;44;28;32;36;48;30;18;50;16;46,34;32;38;28;30;30;34;26;36;24;28;32;40;34;32;36;38;34;32;28;30;30;32;36;26,0,32¢,A10GUO8KD2Q38B,higher,red
16/07/2019 21:52,16/07/2019 21:54,155,1,2,1,,,,,,,,,,40,"32,32,32,36,28,34,30,34,32,36,38,30,32,32,30,40,38,30,28,26,38,32,30,34,34,32,36,26,40,24,36,30,24,26,28,34,32,26,34,34,36,36,30,38,28,28,32,30,34,28",30;32;28;38;34;28;26;24;30;36;36;32;34;32;26;30;40;30;38;34;34;28;36;32;32,28;34;28;30;36;36;34;34;26;32;24;40;26;34;30;38;28;38;30;32;32;36;32;30;32,1,38¢,A3CPAHWZD3W5XB,same,blue
16/07/2019 21:51,16/07/2019 21:54,211,1,2,2,2,2,,,,,,,,44,"32,26,38,36,38,50,14,32,48,26,28,30,34,32,20,32,46,18,34,30,30,36,40,32,28,34,30,24,30,28,34,40,36,28,32,30,34,16,26,42,24,28,32,36,22,36,32,38,34,44",34;38;36;36;32;28;26;34;30;30;24;30;34;28;32;40;30;34;32;28;32;36;38;26;32,44;32;22;24;42;16;32;28;36;40;34;28;36;30;18;46;20;32;34;30;26;48;14;50;38,0,32¢,A32VWEQI15HVRQ,higher,blue
16/07/2019 21:52,16/07/2019 21:54,137,1,1,,,,,,,,,,,36,"36,30,28,34,32,34,36,34,28,36,24,32,32,28,26,36,34,26,32,38,24,28,28,32,40,30,34,34,28,32,26,34,32,30,30,38,40,32,32,26,36,38,30,32,38,34,30,30,36,30",30;36;30;32;30;26;32;38;32;34;26;34;30;40;28;28;38;36;32;24;28;34;36;34;32,30;34;38;38;36;32;40;30;30;32;28;34;32;24;32;26;34;26;28;32;36;34;28;30;36,1,30¢,A2V38OT3K4XX7D,same,blue
16/07/2019 21:51,16/07/2019 21:54,212,1,,,,,,2,1,,,,40,,"32,26,24,40,38,30,30,32,36,28,36,32,36,32,26,24,36,34,32,30,32,38,26,30,30,28,34,28,36,32,34,30,28,34,30,28,26,40,38,32,34,34,38,36,28,32,30,34,34,32",34;34;30;34;40;28;30;28;30;32;36;34;38;26;32;36;32;36;28;32;30;38;24;26;32,32;32;28;36;38;34;32;38;26;34;34;28;28;30;30;26;32;30;32;34;36;24;36;30;40,1,38¢,A3DHETN80KYAF2,same,red
16/07/2019 21:52,16/07/2019 21:54,114,1,1,,,,,,,,,,,42,"16,34,38,48,32,34,30,40,34,34,36,28,26,38,24,14,28,24,32,30,34,32,36,32,42,32,46,32,44,26,32,28,30,36,22,18,20,30,36,34,32,50,26,40,36,30,28,30,28,38",28;30;26;34;36;30;36;30;32;32;32;32;32;24;28;38;26;28;36;34;34;40;30;34;38,38;30;28;36;40;50;32;20;18;22;28;26;44;46;32;42;36;34;30;14;24;32;48;34;16,1,30¢,AYIDA86ZDSDXR,higher,blue
16/07/2019 21:48,16/07/2019 21:54,364,1,,,,,,2,1,,,,40,,"24,34,30,38,32,28,30,30,34,32,34,32,28,38,28,26,34,30,34,26,34,32,36,34,40,30,36,30,34,28,36,36,38,30,26,32,32,32,28,30,32,28,36,38,26,32,36,32,24,40",40;24;36;32;26;38;32;32;38;36;34;30;34;36;34;30;26;28;28;32;32;34;30;28;30,32;36;28;32;30;28;32;26;30;36;28;36;30;40;32;34;26;34;38;34;30;32;38;34;24,1,38¢,A2PTTSUG7NF42Q,same,red
16/07/2019 21:52,16/07/2019 21:54,154,1,,,,,,2,1,,,,50,,"32,34,32,32,34,18,42,28,36,16,24,28,30,32,28,30,34,36,26,38,30,36,36,22,40,50,34,34,24,34,40,44,32,28,20,30,30,30,48,38,32,36,14,32,46,38,32,28,26,26",32;46;32;14;38;48;30;20;44;34;34;50;40;22;26;36;28;30;24;16;36;28;42;18;32,26;26;28;38;36;32;30;30;28;32;40;24;34;36;36;30;38;34;30;32;28;34;32;32;34,1,38¢,AHKLX366FOL0V,higher,red
16/07/2019 21:51,16/07/2019 21:55,187,1,2,2,2,2,,,,,,,,48,"30,38,20,16,32,32,44,26,26,30,30,38,32,28,28,34,24,34,42,32,34,30,50,18,34,30,36,28,36,46,40,14,22,34,26,32,28,32,36,32,36,36,38,40,28,32,24,34,30,48",30;24;28;38;36;32;32;28;26;34;40;36;28;36;34;30;34;34;32;38;30;30;26;32;32,48;34;32;40;36;36;32;22;14;46;30;18;50;32;42;34;24;28;28;26;44;16;20;38;30,0,32¢,A13Y5SUT236JE4,higher,blue
16/07/2019 21:52,16/07/2019 21:55,201,1,2,1,,,,,,,,,,46,"36,30,30,14,32,34,28,26,28,30,34,28,46,20,32,30,18,44,34,40,36,24,32,22,50,34,30,32,28,38,30,32,28,48,26,38,36,32,40,34,36,32,26,42,24,38,34,36,32,16",32;36;34;38;32;36;26;28;32;30;38;28;32;24;40;34;30;34;28;26;34;32;30;30;36,16;24;42;26;32;36;34;40;38;48;32;30;34;50;22;36;44;18;32;20;46;28;30;28;14,1,38¢,AN7VKUM6J7KMS,higher,blue
16/07/2019 21:52,16/07/2019 21:55,181,1,,,,,,1,,,,,0.5,,"38,28,42,32,36,40,30,16,32,34,28,34,28,24,32,34,36,38,32,26,22,30,34,30,36,32,30,46,48,24,36,18,26,36,14,38,28,28,32,40,32,34,30,32,30,20,26,44,50,34",34;50;44;20;30;34;40;28;14;36;26;18;24;48;46;32;30;22;32;38;32;28;16;36;42,26;32;30;32;32;28;38;36;30;36;34;30;26;36;34;24;34;28;34;32;30;40;32;28;38,1,30¢,A3DAUWK5QIWBHG,higher,red
16/07/2019 21:49,16/07/2019 21:55,361,1,,,,,,1,,,,,34,,"34,28,32,36,38,32,30,36,32,32,36,28,14,34,26,40,46,24,32,34,48,32,16,32,30,34,24,50,26,22,38,20,38,30,34,30,40,30,28,28,42,30,28,36,26,44,18,32,36,34",18;44;36;42;28;30;20;38;22;26;50;24;30;32;16;32;48;34;46;40;34;14;28;32;36,34;36;32;26;28;30;28;40;30;34;30;38;34;32;24;26;36;32;36;30;32;38;32;28;34,1,30¢,AW5E1L7U4WTIJ,higher,red
16/07/2019 21:50,16/07/2019 21:55,313,1,,,,,,2,1,,,,42,,"32,36,26,26,30,28,30,38,32,28,34,32,36,28,38,24,36,24,26,30,32,28,32,26,32,36,34,32,32,30,32,36,34,28,34,34,36,40,28,30,34,30,32,30,40,38,30,34,38,34",38;34;40;30;32;30;34;34;28;36;32;32;26;32;36;24;38;28;34;28;30;30;26;36;32,34;30;38;30;28;40;36;34;34;32;30;34;36;32;28;32;30;26;24;36;32;32;38;28;26,1,38¢,A2Y05OCB1H60K3,same,red
16/07/2019 21:51,16/07/2019 21:55,280,1,,,,,,2,1,,,,40,,"26,34,30,36,32,30,28,28,34,32,28,32,40,36,32,28,32,32,34,30,40,38,32,30,28,38,36,26,30,34,30,30,34,24,32,34,36,36,34,26,24,30,32,34,38,32,26,38,28,36",28;38;32;24;36;36;34;32;30;34;30;26;36;28;30;38;34;32;28;40;32;32;30;34;26,36;26;32;38;34;30;26;34;24;34;30;38;32;40;30;32;32;36;28;34;28;28;30;32;36,1,38¢,A10HUL9I2YHZG2,same,red
16/07/2019 21:53,16/07/2019 21:55,167,1,,,,,,2,1,,,,40,,"32,38,24,38,26,30,36,32,28,36,32,32,32,32,34,38,28,32,36,34,30,34,34,34,28,28,36,38,36,26,34,30,30,36,40,24,28,30,26,30,30,28,34,32,32,34,32,30,26,40",30;32;34;34;28;30;26;40;26;38;36;28;28;34;30;34;32;32;32;36;32;36;30;38;24,40;26;32;32;30;30;28;24;36;30;30;34;36;34;34;36;32;28;38;34;32;28;26;38;32,1,38¢,A38CZV5XGLEZ5Y,same,red
16/07/2019 21:53,16/07/2019 21:56,157,1,2,1,,,,,,,,,,40,"32,26,34,32,24,34,30,32,30,36,34,26,38,28,30,30,38,30,30,32,34,36,28,30,32,26,40,36,34,38,34,36,36,32,38,28,28,30,32,32,34,36,32,40,28,32,26,28,34,24",34;32;28;36;34;32;30;28;28;36;34;38;40;32;34;30;30;30;38;26;36;32;24;26;32,24;28;26;40;32;32;38;32;36;34;36;26;30;28;36;32;38;30;28;34;30;30;34;32;34,1,38¢,AT0F6C0Z4PZNK,same,blue
16/07/2019 21:49,16/07/2019 21:56,419,1,,,,,,,,,2,,38,,"28,32,48,42,30,28,38,24,32,32,24,14,34,46,44,26,26,34,28,16,32,22,38,30,32,36,32,18,40,28,40,28,34,34,30,32,34,36,20,34,30,36,50,36,30,38,32,26,30,36",30;26;32;50;30;20;36;34;34;40;18;36;22;16;44;46;14;24;32;32;38;28;42;48;28,36;38;30;36;36;34;32;30;34;28;28;40;32;32;30;38;32;28;34;26;26;34;24;30;32,0,32¢,AGLHYBLKKNB6Q,higher,red
16/07/2019 21:53,16/07/2019 21:56,141,1,,,,,,2,1,,,,40,,"32,38,36,26,24,26,32,28,28,32,32,26,24,32,30,30,38,30,36,34,40,28,36,34,30,36,32,40,34,28,34,34,38,30,36,30,32,36,30,26,28,30,28,32,38,34,32,34,34,32",32;38;28;30;36;30;30;34;34;34;40;32;36;28;34;36;38;30;26;32;32;28;26;24;32,34;34;32;34;32;30;28;26;32;36;38;28;30;34;36;40;30;30;32;24;28;32;26;36;38,1,38¢,A1FJINS24NQMIE,same,red
16/07/2019 21:53,16/07/2019 21:56,155,1,1,,,,,,,,,,,40,"38,30,32,28,34,36,32,32,36,32,28,34,24,30,26,34,24,34,34,28,40,32,36,26,32,38,32,32,28,36,38,26,30,38,34,30,28,28,36,34,30,34,30,30,26,32,36,40,32,30",30;32;36;26;30;30;34;28;30;38;38;36;28;32;26;32;40;34;34;24;34;28;36;32;32,40;32;30;34;36;28;34;30;26;32;38;32;36;28;34;24;26;30;32;32;36;34;28;30;38,1,30¢,A2DX9PJPZFJ2WW,same,blue
16/07/2019 21:51,16/07/2019 21:56,285,1,,,,,,2,2,2,2,,40,,"30,28,30,32,32,30,24,30,34,28,32,36,34,36,36,26,30,34,34,32,36,34,32,28,32,38,26,38,34,40,32,32,34,24,30,36,34,28,26,38,28,28,32,38,36,40,30,32,26,30",32;30;40;38;32;28;38;26;28;34;24;26;32;36;32;34;34;36;36;28;34;30;32;30;30,30;26;36;28;36;30;34;32;32;40;34;38;38;32;28;34;30;26;36;34;32;24;30;32;28,0,32¢,AFS8Q6SL9UJOW,same,red
16/07/2019 21:53,16/07/2019 21:56,157,1,1,,,,,,,,,,,38,"36,34,34,36,30,32,34,26,30,38,32,32,36,32,32,40,34,30,26,28,40,32,28,30,34,32,38,34,28,32,30,32,32,36,30,26,24,38,34,28,38,30,36,28,24,28,36,30,26,34",26;28;24;30;38;38;26;30;32;30;32;28;34;30;28;32;34;40;32;36;32;34;36;34;36,34;30;36;28;36;28;34;24;36;32;34;38;32;40;28;26;30;32;32;38;30;26;32;30;34,1,30¢,A32IH90XD0CKFF,same,blue
16/07/2019 21:54,16/07/2019 21:56,118,1,,,,,,2,1,,,,50,,"32,36,34,20,28,32,30,34,40,14,32,30,26,36,34,34,32,28,32,34,24,30,32,34,32,40,44,24,48,46,28,42,26,28,38,16,36,36,50,28,26,38,30,36,22,38,32,18,30,30",30;18;32;22;36;38;28;50;16;26;42;28;46;48;24;44;34;32;14;40;30;20;34;36;32,30;38;30;26;36;36;38;28;40;32;34;32;30;24;32;28;32;34;34;36;26;30;34;32;28,1,38¢,A3EODUN3MLL558,higher,red
16/07/2019 21:54,16/07/2019 21:56,128,1,,,,,,2,1,,,,40,,"26,38,30,32,28,32,38,34,34,30,34,32,30,30,28,24,32,34,32,40,32,36,36,28,28,34,30,28,36,32,28,36,30,26,34,34,36,38,40,26,34,36,26,32,30,32,30,38,24,32",32;38;36;40;36;34;34;26;30;36;32;30;28;24;28;30;30;32;34;34;38;32;28;32;26,24;30;32;30;32;26;34;26;38;28;36;28;34;28;36;36;32;40;32;34;32;30;34;30;38,1,38¢,A2G0K2OQWSMO2G,same,red
16/07/2019 21:54,16/07/2019 21:56,154,1,2,1,,,,,,,,,,42,"22,30,40,24,28,32,34,26,34,24,30,38,50,36,32,38,14,32,46,36,26,26,34,28,34,32,32,48,30,36,44,42,38,34,32,36,28,30,30,34,18,36,40,20,32,16,28,30,32,28",30;40;34;30;30;28;36;32;38;36;30;32;34;28;34;26;36;32;32;38;24;26;34;32;28,28;32;28;16;32;20;36;18;34;42;44;48;32;26;46;14;38;36;50;30;34;24;40;30;22,1,38¢,A27EZ6UU9WM241,higher,blue
16/07/2019 21:54,16/07/2019 21:56,128,1,,,,,,1,,,,,30,,"32,30,34,32,38,30,36,28,28,32,28,30,34,32,30,28,36,26,30,38,32,26,26,36,36,34,32,28,32,30,38,34,34,40,24,28,30,32,30,26,36,34,34,24,34,32,32,38,36,40",40;38;32;34;26;32;30;28;24;34;32;32;34;36;26;32;30;36;28;30;34;28;36;38;30,36;32;34;24;34;36;30;40;34;38;30;28;36;26;38;26;32;30;28;32;28;30;32;34;32,1,30¢,A1YL6RUUTJ2U3Z,same,red
