startdate,enddate,bonusamount,workerid,box_opened,bonusamountnumeric,memory_max,memory_max_recoded,condition,label_category,excluded,excluded_if_recoded
17/07/2019 01:12,17/07/2019 01:15,30¢,A2MM3F3S385AQ1,1,30.0,38.0,38.0,Equal dispersion,Red,No,No
17/07/2019 01:12,17/07/2019 01:15,38¢,A2FCWHX7CH2CZ7,2,38.0,38.0,38.0,Higher dispersion,Red,No,No
17/07/2019 01:16,17/07/2019 01:19,38¢,A3F6F7EMD2RC18,2,38.0,52.0,52.0,Higher dispersion,Blue,No,No
17/07/2019 01:16,17/07/2019 01:20,32¢,AWAD71OKJYB2H,5,32.0,32.0,32.0,Equal dispersion,Blue,No,No
17/07/2019 01:19,17/07/2019 01:22,32¢,A2O9J6DBT2M3BJ,5,32.0,38.0,38.0,Equal dispersion,Blue,No,No
17/07/2019 01:22,17/07/2019 01:24,30¢,A3E2WNPW4MZQPE,1,30.0,46.0,46.0,Higher dispersion,Red,No,No
17/07/2019 01:22,17/07/2019 01:25,38¢,A1HX8F3BAM94ZT,2,38.0,0.38,38.0,Equal dispersion,Red,Yes,No
17/07/2019 01:23,17/07/2019 01:26,32¢,A397J2CV0YIDT3,5,32.0,40.0,40.0,Higher dispersion,Blue,No,No
17/07/2019 01:23,17/07/2019 01:26,38¢,AAW7FTFH4276B,2,38.0,38.0,38.0,Higher dispersion,Blue,No,No
17/07/2019 01:25,17/07/2019 01:29,38¢,A3K5HESLGQ7RSH,2,38.0,44.0,44.0,Higher dispersion,Red,No,No
17/07/2019 01:23,17/07/2019 01:29,38¢,A3L9FTCBT21UC9,2,38.0,40.0,40.0,Equal dispersion,Blue,No,No
17/07/2019 01:27,17/07/2019 01:30,38¢,AHNFZWCD02H6B,2,38.0,40.0,40.0,Equal dispersion,Red,No,No
17/07/2019 01:33,17/07/2019 01:35,38¢,A1G5LMJ2KGSAHG,2,38.0,42.0,42.0,Higher dispersion,Blue,No,No
17/07/2019 01:31,17/07/2019 01:36,38¢,A1XT47OSIQ7J1Y,2,38.0,50.0,50.0,Higher dispersion,Red,No,No
17/07/2019 01:32,17/07/2019 01:36,32¢,A1GM2O06Y1N3XT,5,32.0,0.36,36.0,Equal dispersion,Blue,Yes,No
17/07/2019 01:31,17/07/2019 01:36,32¢,A3P3MHRJHO7TKV,5,32.0,38.0,38.0,Equal dispersion,Red,No,No
17/07/2019 01:34,17/07/2019 01:38,38¢,A3EHFTJ7MN58LD,2,38.0,40.0,40.0,Higher dispersion,Red,No,No
17/07/2019 01:35,17/07/2019 01:38,32¢,A2Q24MV0Z83KMP,5,32.0,38.0,38.0,Higher dispersion,Blue,No,No
17/07/2019 01:36,17/07/2019 01:39,38¢,AP176H3OCT33P,2,38.0,38.0,38.0,Equal dispersion,Red,No,No
17/07/2019 01:37,17/07/2019 01:40,30¢,A3IXUU5PC06DKU,1,30.0,32.0,32.0,Higher dispersion,Blue,No,No
17/07/2019 01:35,17/07/2019 01:40,32¢,A3JQ1I5LUE517V,5,32.0,38.0,38.0,Equal dispersion,Blue,No,No
17/07/2019 01:39,17/07/2019 01:41,30¢,A2JM1IVEZCXX3U,1,30.0,44.0,44.0,Higher dispersion,Red,No,No
17/07/2019 01:39,17/07/2019 01:43,32¢,A1AIXNGLHFNJCY,5,32.0,40.0,40.0,Equal dispersion,Red,No,No
17/07/2019 01:39,17/07/2019 01:43,38¢,A15EC5H1Q9RBGK,2,38.0,0.38,38.0,Equal dispersion,Blue,Yes,No
17/07/2019 01:40,17/07/2019 01:43,32¢,A2T5FIPRX2OF8S,5,32.0,38.0,38.0,Equal dispersion,Blue,No,No
17/07/2019 01:42,17/07/2019 01:45,38¢,A21IRVVFQ1SJ4I,2,38.0,38.0,38.0,Equal dispersion,Red,No,No
17/07/2019 01:42,17/07/2019 01:45,32¢,A1L007ZWHYYNCS,5,32.0,44.0,44.0,Higher dispersion,Blue,No,No
17/07/2019 01:43,17/07/2019 01:45,38¢,A3NAGDYIJ55YNG,2,38.0,40.0,40.0,Equal dispersion,Red,No,No
17/07/2019 01:41,17/07/2019 01:46,38¢,A23K7MLCDZPV0D,2,38.0,36.0,36.0,Higher dispersion,Red,No,No
17/07/2019 01:47,17/07/2019 01:49,38¢,A36KBPYBKNVXHA,2,38.0,40.0,40.0,Higher dispersion,Blue,No,No
17/07/2019 01:48,17/07/2019 01:50,38¢,A3I3657XR9QUVV,2,38.0,50.0,50.0,Higher dispersion,Red,No,No
17/07/2019 01:49,17/07/2019 01:52,30¢,A20TA8YNLKVHOS,1,30.0,42.0,42.0,Higher dispersion,Red,No,No
17/07/2019 01:49,17/07/2019 01:52,38¢,A1BQLIQ7XPV7YS,2,38.0,40.0,40.0,Equal dispersion,Blue,No,No
17/07/2019 01:50,17/07/2019 01:53,32¢,ATYU2WLXWNVVH,5,32.0,50.0,50.0,Higher dispersion,Blue,No,No
17/07/2019 01:49,17/07/2019 01:53,38¢,A2PQAKZHAKROND,2,38.0,42.0,42.0,Equal dispersion,Red,No,No
17/07/2019 01:49,17/07/2019 01:53,32¢,A2WKEN9FB2K0LF,5,32.0,40.0,40.0,Equal dispersion,Red,No,No
17/07/2019 01:48,17/07/2019 01:53,32¢,A1C12FONNLWX56,5,32.0,40.0,40.0,Higher dispersion,Blue,No,No
17/07/2019 01:54,17/07/2019 01:56,38¢,A27543PSHZQKUV,2,38.0,0.4,40.0,Equal dispersion,Blue,Yes,No
17/07/2019 01:56,17/07/2019 01:59,38¢,A31JNAES7QY76Y,2,38.0,40.0,40.0,Equal dispersion,Red,No,No
17/07/2019 01:55,17/07/2019 02:00,32¢,A2YW1UAEG50BSJ,5,32.0,38.0,38.0,Higher dispersion,Red,No,No
17/07/2019 01:57,17/07/2019 02:01,32¢,A1GKWYG8IASQFC,5,32.0,48.0,48.0,Higher dispersion,Red,No,No
17/07/2019 01:57,17/07/2019 02:01,38¢,A2NDXDDZ8B0S8K,2,38.0,42.0,42.0,Higher dispersion,Blue,No,No
17/07/2019 02:01,17/07/2019 02:03,30¢,A2LAXHUG0DERUA,1,30.0,36.0,36.0,Equal dispersion,Blue,No,No
17/07/2019 02:03,17/07/2019 02:05,32¢,A00614263FK7T4HA02FH5,5,32.0,38.0,38.0,Higher dispersion,Blue,No,No
17/07/2019 02:03,17/07/2019 02:05,38¢,AJCBMAQ4UKHMO,2,38.0,38.0,38.0,Equal dispersion,Red,No,No
17/07/2019 02:03,17/07/2019 02:05,38¢,A3IS0F15G3IA72,2,38.0,48.0,48.0,Higher dispersion,Red,No,No
17/07/2019 02:04,17/07/2019 02:06,32¢,A1MQCL7GJPHTGZ,5,32.0,38.0,38.0,Equal dispersion,Blue,No,No
17/07/2019 02:04,17/07/2019 02:07,30¢,A1ESBHBALFNSA5,1,30.0,36.0,36.0,Equal dispersion,Red,No,No
17/07/2019 02:04,17/07/2019 02:08,30¢,A3YC022H2BU4A,1,30.0,40.0,40.0,Higher dispersion,Red,No,No
17/07/2019 02:05,17/07/2019 02:09,32¢,A5JW84F16JFN3,5,32.0,46.0,46.0,Higher dispersion,Blue,No,No
17/07/2019 02:09,17/07/2019 02:11,38¢,A2XWTNLGA97HQM,2,38.0,38.0,38.0,Equal dispersion,Red,No,No
17/07/2019 02:09,17/07/2019 02:12,38¢,A2NGS80AYRBSKM,2,38.0,38.0,38.0,Equal dispersion,Blue,No,No
17/07/2019 02:10,17/07/2019 02:13,38¢,AA26VHTLPLY82,2,38.0,40.0,40.0,Higher dispersion,Blue,No,No
17/07/2019 02:10,17/07/2019 02:14,30¢,ANUCOU2EAORZM,1,30.0,0.36,36.0,Higher dispersion,Blue,Yes,No
17/07/2019 02:17,17/07/2019 02:21,38¢,A2J6SFGZZGUELP,2,38.0,50.0,50.0,Higher dispersion,Red,No,No
17/07/2019 02:19,17/07/2019 02:22,32¢,AZRH5F1ZBAKBP,5,32.0,40.0,40.0,Equal dispersion,Red,No,No
17/07/2019 02:20,17/07/2019 02:22,30¢,A22N9N7OOLPZ17,1,30.0,40.0,40.0,Equal dispersion,Red,No,No
17/07/2019 02:18,17/07/2019 02:22,38¢,A23SXRZDGIOI28,2,38.0,0.38,38.0,Equal dispersion,Blue,Yes,No
17/07/2019 02:20,17/07/2019 02:23,30¢,ASDKV6I399F3Z,1,30.0,42.0,42.0,Higher dispersion,Blue,No,No
17/07/2019 02:20,17/07/2019 02:23,38¢,A1QJV5CO3Z4DHK,2,38.0,42.0,42.0,Equal dispersion,Blue,No,No
17/07/2019 02:20,17/07/2019 02:23,38¢,A158CIJAA5P41F,2,38.0,48.0,48.0,Higher dispersion,Red,No,No
17/07/2019 02:21,17/07/2019 02:24,38¢,A3G23R04GWI8KI,2,38.0,0.42,42.0,Equal dispersion,Blue,Yes,No
17/07/2019 02:21,17/07/2019 02:24,38¢,A31I3ZBF684YPQ,2,38.0,39.0,39.0,Equal dispersion,Red,No,No
17/07/2019 02:13,17/07/2019 02:25,32¢,ASEC57XG67Y4K,5,32.0,0.0,0.0,Higher dispersion,Red,Yes,Yes
17/07/2019 02:21,17/07/2019 02:25,30¢,A2UMHA27NK0FS9,1,30.0,42.0,42.0,Higher dispersion,Red,No,No
17/07/2019 02:23,17/07/2019 02:26,30¢,A16Q72BHJ5HO3F,1,30.0,40.0,40.0,Higher dispersion,Blue,No,No
17/07/2019 02:23,17/07/2019 02:26,30¢,A2JQR0J4VVCT1J,1,30.0,40.0,40.0,Higher dispersion,Blue,No,No
17/07/2019 02:23,17/07/2019 02:26,38¢,AHPRAIMSORDKY,2,38.0,40.0,40.0,Equal dispersion,Blue,No,No
17/07/2019 02:24,17/07/2019 02:27,32¢,A2701HD66WZ6P3,5,32.0,42.0,42.0,Equal dispersion,Blue,No,No
17/07/2019 02:26,17/07/2019 02:27,30¢,A20V1I3F73BALM,1,30.0,36.0,36.0,Equal dispersion,Red,No,No
17/07/2019 02:26,17/07/2019 02:28,32¢,A15HRBYM3REOEV,5,32.0,40.0,40.0,Higher dispersion,Red,No,No
17/07/2019 02:23,17/07/2019 02:29,32¢,A3JNJTXGVTJNJJ,5,32.0,42.0,42.0,Equal dispersion,Red,No,No
17/07/2019 02:24,17/07/2019 02:29,32¢,AA9A1N3MLWMNF,5,32.0,0.38,38.0,Higher dispersion,Red,Yes,No
17/07/2019 02:28,17/07/2019 02:31,38¢,A11I1BGIO8V3CH,2,38.0,38.0,38.0,Higher dispersion,Red,No,No
17/07/2019 02:28,17/07/2019 02:32,32¢,A1VLKEZDMYN8UB,5,32.0,38.0,38.0,Higher dispersion,Blue,No,No
17/07/2019 02:30,17/07/2019 02:33,38¢,A35JBLPOXEIVXD,2,38.0,40.0,40.0,Equal dispersion,Red,No,No
17/07/2019 02:31,17/07/2019 02:34,38¢,A3PAKNRUT4MGTR,2,38.0,40.0,40.0,Equal dispersion,Blue,No,No
17/07/2019 02:36,17/07/2019 02:40,30¢,A3ERTS7DPJKIB3,1,30.0,36.0,36.0,Equal dispersion,Blue,No,No
17/07/2019 02:39,17/07/2019 02:41,38¢,ARKX01XN86PB,2,38.0,38.0,38.0,Equal dispersion,Red,No,No
17/07/2019 02:39,17/07/2019 02:43,32¢,A3BGTIKW4CT5BC,5,32.0,0.38,38.0,Higher dispersion,Blue,Yes,No
17/07/2019 02:40,17/07/2019 02:43,30¢,A2L03SEUNFMSNY,1,30.0,40.0,40.0,Higher dispersion,Red,No,No
17/07/2019 02:41,17/07/2019 02:44,38¢,ADGJJMYL5946F,2,38.0,48.0,48.0,Higher dispersion,Red,No,No
17/07/2019 02:41,17/07/2019 02:45,30¢,A2DUC8FS66W1S3,1,30.0,40.0,40.0,Equal dispersion,Blue,No,No
17/07/2019 02:42,17/07/2019 02:45,38¢,A29TY4SX33SV58,2,38.0,40.0,40.0,Equal dispersion,Red,No,No
17/07/2019 02:43,17/07/2019 02:47,32¢,A14GZRMBAPAXJL,5,32.0,35.0,35.0,Higher dispersion,Blue,No,No
17/07/2019 02:45,17/07/2019 02:48,30¢,AXFB4XBUKNE07,1,30.0,34.0,34.0,Higher dispersion,Red,No,No
17/07/2019 02:43,17/07/2019 02:50,38¢,A1TWM3I0L5BOE3,2,38.0,0.4,40.0,Equal dispersion,Blue,Yes,No
17/07/2019 02:48,17/07/2019 02:50,38¢,A30CVB0SLB9OLN,2,38.0,0.4,40.0,Equal dispersion,Blue,Yes,No
17/07/2019 02:48,17/07/2019 02:51,38¢,A3L8L46PR5QIQN,2,38.0,42.0,42.0,Equal dispersion,Red,No,No
17/07/2019 02:49,17/07/2019 02:51,38¢,AU5UOFR4R117N,2,38.0,40.0,40.0,Higher dispersion,Blue,No,No
17/07/2019 02:49,17/07/2019 02:51,30¢,A3AKZFPB93PAV1,1,30.0,36.0,36.0,Higher dispersion,Blue,No,No
17/07/2019 02:50,17/07/2019 02:52,30¢,A2C9KE7OT7GD76,1,30.0,40.0,40.0,Equal dispersion,Blue,No,No
17/07/2019 02:43,17/07/2019 02:52,38¢,A18BBM3L0WRNKH,2,38.0,40.0,40.0,Equal dispersion,Red,No,No
17/07/2019 02:50,17/07/2019 02:54,38¢,A1RYJKNYSOS9EK,2,38.0,38.0,38.0,Equal dispersion,Red,No,No
17/07/2019 02:51,17/07/2019 02:55,38¢,A197FS99Y6DWL8,2,38.0,0.4,40.0,Higher dispersion,Blue,Yes,No
17/07/2019 02:49,17/07/2019 02:55,38¢,AR1AY0916PV59,2,38.0,40.0,40.0,Higher dispersion,Red,No,No
17/07/2019 02:53,17/07/2019 02:55,30¢,A3QPBFEVQFNJN2,1,30.0,38.0,38.0,Higher dispersion,Red,No,No
17/07/2019 02:56,17/07/2019 02:59,38¢,A3BUA3SYFFGKCG,2,38.0,40.0,40.0,Equal dispersion,Red,No,No
17/07/2019 03:05,17/07/2019 03:08,38¢,A1FOQ82NZ0SW49,2,38.0,40.0,40.0,Equal dispersion,Blue,No,No
17/07/2019 03:11,17/07/2019 03:13,32¢,A34FISA5G0P8RM,5,32.0,36.0,36.0,Higher dispersion,Blue,No,No
17/07/2019 03:11,17/07/2019 03:15,38¢,A2GNIMFECJPSWJ,2,38.0,0.4,40.0,Equal dispersion,Blue,Yes,No
17/07/2019 03:14,17/07/2019 03:17,38¢,A3415FKWLN1BEM,2,38.0,38.0,38.0,Equal dispersion,Red,No,No
17/07/2019 03:17,17/07/2019 03:22,38¢,A2OF127W8SCLMQ,2,38.0,40.0,40.0,Higher dispersion,Red,No,No
17/07/2019 03:19,17/07/2019 03:23,38¢,A12SXU99LYSWIH,2,38.0,38.0,38.0,Higher dispersion,Red,No,No
17/07/2019 03:23,17/07/2019 03:26,38¢,A1K5SKQVPPWLBO,2,38.0,40.0,40.0,Equal dispersion,Blue,No,No
17/07/2019 03:20,17/07/2019 03:27,32¢,AP37YWN7PJOS8,5,32.0,34.0,34.0,Higher dispersion,Blue,No,No
17/07/2019 03:25,17/07/2019 03:27,38¢,A1OGK0I33HXVMM,2,38.0,40.0,40.0,Equal dispersion,Red,No,No
17/07/2019 03:24,17/07/2019 03:29,32¢,A2L0MH4UEKQ1J9,5,32.0,48.0,48.0,Higher dispersion,Blue,No,No
