startdate,enddate,bonusamount,workerid,box_opened,bonusamountnumeric,memory_max,memory_max_recoded,condition,label_category,excluded,excluded_if_recoded
16/07/2019 22:44,16/07/2019 22:48,38¢,A1EBZSVYJ1HGTL,2,38.0,38.0,38.0,Equal dispersion,Red,No,No
16/07/2019 22:46,16/07/2019 22:49,32¢,AA0FF7MPGLUL,5,32.0,46.0,46.0,Higher dispersion,Blue,No,No
16/07/2019 22:46,16/07/2019 22:49,32¢,A68WWNPQNMCQQ,5,32.0,42.0,42.0,Higher dispersion,Red,No,No
16/07/2019 22:45,16/07/2019 22:49,38¢,A2RMCQNZO8S953,2,38.0,42.0,42.0,Higher dispersion,Blue,No,No
16/07/2019 22:47,16/07/2019 22:49,30¢,A17LWFDOQOYQXS,1,30.0,36.0,36.0,Equal dispersion,Red,No,No
16/07/2019 22:47,16/07/2019 22:49,38¢,A344XXZ3XDLM3D,2,38.0,38.0,38.0,Equal dispersion,Blue,No,No
16/07/2019 22:46,16/07/2019 22:50,38¢,A16Y7XWTS0JTKU,2,38.0,38.0,38.0,Equal dispersion,Blue,No,No
16/07/2019 22:47,16/07/2019 22:51,30¢,A3J0XRH0V0EWEX,1,30.0,38.0,38.0,Higher dispersion,Red,No,No
16/07/2019 22:49,16/07/2019 22:51,38¢,A1FAL2419AAVAO,2,38.0,48.0,48.0,Higher dispersion,Red,No,No
16/07/2019 22:49,16/07/2019 22:53,32¢,AATDG42UF18HH,5,32.0,0.18,18.0,Higher dispersion,Blue,Yes,Yes
16/07/2019 22:49,16/07/2019 22:53,38¢,A1V367CL5IDKXM,2,38.0,0.38,38.0,Equal dispersion,Red,Yes,No
16/07/2019 22:49,16/07/2019 22:53,32¢,A3MK2INQQ262Y2,5,32.0,46.0,46.0,Higher dispersion,Blue,No,No
16/07/2019 22:51,16/07/2019 22:53,38¢,A1HDFIW3AHNNAT,2,38.0,0.4,40.0,Equal dispersion,Blue,Yes,No
16/07/2019 22:49,16/07/2019 22:55,38¢,A1CB72B51L7TKE,2,38.0,46.0,46.0,Higher dispersion,Red,No,No
16/07/2019 22:53,16/07/2019 22:55,38¢,A1ZG1R4SYSMUD5,2,38.0,40.0,40.0,Higher dispersion,Red,No,No
16/07/2019 22:54,16/07/2019 22:56,30¢,A1LJ4CO39QRBM2,1,30.0,40.0,40.0,Equal dispersion,Red,No,No
16/07/2019 22:54,16/07/2019 22:56,38¢,A240AZYMGFEEHD,2,38.0,42.0,42.0,Higher dispersion,Blue,No,No
16/07/2019 22:54,16/07/2019 22:57,30¢,A3EOSTE7GG9F0O,1,30.0,30.0,30.0,Equal dispersion,Blue,Yes,Yes
16/07/2019 22:54,16/07/2019 22:57,30¢,A2K0E2OQ2KCCTD,1,30.0,36.0,36.0,Equal dispersion,Blue,No,No
16/07/2019 22:54,16/07/2019 22:57,30¢,A1CFXA3VVC9SNX,1,30.0,40.0,40.0,Higher dispersion,Red,No,No
16/07/2019 22:55,16/07/2019 22:58,38¢,A12I6MX0ULUDH0,2,38.0,38.0,38.0,Higher dispersion,Blue,No,No
16/07/2019 22:55,16/07/2019 22:58,30¢,A36WSY6E9F96SV,1,30.0,38.0,38.0,Equal dispersion,Blue,No,No
16/07/2019 22:56,16/07/2019 22:59,38¢,A3LARCLX17BRL6,2,38.0,38.0,38.0,Higher dispersion,Red,No,No
16/07/2019 22:54,16/07/2019 22:59,38¢,A3L7TVDAMZM0FG,2,38.0,44.0,44.0,Equal dispersion,Red,No,No
16/07/2019 22:59,16/07/2019 23:01,38¢,A3V5VQBKN6QTCC,2,38.0,40.0,40.0,Equal dispersion,Red,No,No
16/07/2019 23:00,16/07/2019 23:03,32¢,A3IPPQUO1N90E8,5,32.0,40.0,40.0,Higher dispersion,Blue,No,No
16/07/2019 23:01,16/07/2019 23:04,38¢,AVQLGZ7YCGD1G,2,38.0,44.0,44.0,Higher dispersion,Blue,No,No
16/07/2019 23:02,16/07/2019 23:04,30¢,A36N1D4J5AY6J5,1,30.0,48.0,48.0,Equal dispersion,Blue,No,No
16/07/2019 23:01,16/07/2019 23:04,30¢,A3QW1WTHXN20KR,1,30.0,40.0,40.0,Equal dispersion,Red,No,No
16/07/2019 23:02,16/07/2019 23:05,38¢,A1Z55ZH2VP2WDT,2,38.0,42.0,42.0,Higher dispersion,Red,No,No
16/07/2019 23:04,16/07/2019 23:06,38¢,A2RYGF6E4MN92P,2,38.0,40.0,40.0,Equal dispersion,Red,No,No
16/07/2019 23:04,16/07/2019 23:07,30¢,A14LDDPAOFL6TN,1,30.0,32.0,32.0,Higher dispersion,Red,No,No
16/07/2019 23:05,16/07/2019 23:09,30¢,A25HODQ3FRCCYL,1,30.0,42.0,42.0,Higher dispersion,Blue,No,No
16/07/2019 23:07,16/07/2019 23:09,32¢,A2VZ39UXMP7MWL,5,32.0,42.0,42.0,Equal dispersion,Blue,No,No
16/07/2019 23:06,16/07/2019 23:09,38¢,ABNWTOY9KL2KF,2,38.0,40.0,40.0,Equal dispersion,Blue,No,No
16/07/2019 23:06,16/07/2019 23:10,20¢,A2AICGXIYIXOZB,4,20.0,54.0,54.0,Higher dispersion,Red,No,No
16/07/2019 23:11,16/07/2019 23:12,30¢,A377ANLLILJTAF,1,30.0,30.0,30.0,Equal dispersion,Blue,Yes,Yes
16/07/2019 23:10,16/07/2019 23:14,32¢,ASWYEDU0W6JFC,5,32.0,40.0,40.0,Equal dispersion,Red,No,No
16/07/2019 23:12,16/07/2019 23:15,32¢,A9R0MKYRHWFVO,5,32.0,42.0,42.0,Higher dispersion,Red,No,No
16/07/2019 23:12,16/07/2019 23:15,38¢,A1M2GONR04YEN5,2,38.0,38.0,38.0,Higher dispersion,Red,No,No
16/07/2019 23:12,16/07/2019 23:15,38¢,A1DD345853LDPG,2,38.0,48.0,48.0,Higher dispersion,Blue,No,No
16/07/2019 23:12,16/07/2019 23:16,38¢,A114HNSVE24T9Z,2,38.0,40.0,40.0,Equal dispersion,Red,No,No
16/07/2019 23:13,16/07/2019 23:16,38¢,AVIYRPJ19RKTY,2,38.0,38.0,38.0,Equal dispersion,Red,No,No
16/07/2019 23:14,16/07/2019 23:16,30¢,AYHZO44JGKIM0,1,30.0,0.48,48.0,Equal dispersion,Blue,Yes,No
16/07/2019 23:12,16/07/2019 23:17,38¢,AT53TXL78QPSS,2,38.0,38.0,38.0,Equal dispersion,Blue,No,No
16/07/2019 23:14,16/07/2019 23:18,32¢,A133OFB7WTNKCP,5,32.0,38.0,38.0,Higher dispersion,Blue,No,No
16/07/2019 23:16,16/07/2019 23:18,30¢,A3T1KRG2ENHASZ,1,30.0,40.0,40.0,Higher dispersion,Blue,No,No
16/07/2019 23:15,16/07/2019 23:18,32¢,A1GOXG88QAAB95,5,32.0,48.0,48.0,Higher dispersion,Red,No,No
16/07/2019 23:15,16/07/2019 23:19,32¢,A1NYHBSW9EIQX9,5,32.0,40.0,40.0,Equal dispersion,Red,No,No
16/07/2019 23:12,16/07/2019 23:19,32¢,AJULSCXMUQ7Z5,5,32.0,38.0,38.0,Higher dispersion,Blue,No,No
16/07/2019 23:16,16/07/2019 23:19,38¢,A10NTF991DM7PT,2,38.0,50.0,50.0,Higher dispersion,Red,No,No
16/07/2019 23:13,16/07/2019 23:21,30¢,A2G185S105TGJ4,1,30.0,0.5,50.0,Equal dispersion,Blue,Yes,No
16/07/2019 23:18,16/07/2019 23:22,38¢,A1PKY403GQT5BN,2,38.0,38.0,38.0,Equal dispersion,Red,No,No
16/07/2019 23:19,16/07/2019 23:22,38¢,A3CTBNLVJHR1NJ,2,38.0,42.0,42.0,Higher dispersion,Blue,No,No
16/07/2019 23:03,16/07/2019 23:22,38¢,A2O34N3Y3RJLJ6,2,38.0,50.0,50.0,Higher dispersion,Blue,No,No
16/07/2019 23:19,16/07/2019 23:22,38¢,A2I8MLRNVYM48W,2,38.0,52.0,52.0,Higher dispersion,Red,No,No
16/07/2019 23:23,16/07/2019 23:25,30¢,ARUL62EHSJ4MC,1,30.0,32.0,32.0,Equal dispersion,Red,No,No
16/07/2019 23:23,16/07/2019 23:25,30¢,A3GDQGSD4C0HOB,1,30.0,38.0,38.0,Equal dispersion,Blue,No,No
16/07/2019 23:23,16/07/2019 23:26,38¢,A9JNK887RVYEX,2,38.0,40.0,40.0,Higher dispersion,Blue,No,No
16/07/2019 23:24,16/07/2019 23:27,32¢,A1O2BK1I2S9N05,5,32.0,0.5,50.0,Equal dispersion,Blue,Yes,No
16/07/2019 23:26,16/07/2019 23:29,32¢,A17GJTZYZPHPFZ,5,32.0,40.0,40.0,Higher dispersion,Red,No,No
16/07/2019 23:27,16/07/2019 23:29,30¢,A3SIQVL420IIFY,1,30.0,56.0,56.0,Equal dispersion,Blue,No,No
16/07/2019 23:25,16/07/2019 23:29,32¢,A3A900F8BTBNUK,5,32.0,40.0,40.0,Equal dispersion,Red,No,No
16/07/2019 23:26,16/07/2019 23:29,32¢,A1O933B0K3W7F9,5,32.0,46.0,46.0,Higher dispersion,Red,No,No
16/07/2019 23:27,16/07/2019 23:30,38¢,A3Q95S8FGLRPQF,2,38.0,46.0,46.0,Higher dispersion,Blue,No,No
16/07/2019 23:28,16/07/2019 23:31,38¢,A3RXCCCC722DPW,2,38.0,40.0,40.0,Higher dispersion,Red,No,No
16/07/2019 23:28,16/07/2019 23:31,32¢,A37D11FS2GI59K,5,32.0,40.0,40.0,Higher dispersion,Blue,No,No
16/07/2019 23:27,16/07/2019 23:31,38¢,AZM3H44W1D65P,2,38.0,38.0,38.0,Equal dispersion,Red,No,No
16/07/2019 23:28,16/07/2019 23:31,38¢,A3PEFKNAT7PNGT,2,38.0,40.0,40.0,Equal dispersion,Red,No,No
16/07/2019 23:29,16/07/2019 23:31,30¢,A2VTELNWYPY6EP,1,30.0,40.0,40.0,Equal dispersion,Blue,No,No
16/07/2019 23:29,16/07/2019 23:32,32¢,A3B84NGQT7Z9WE,5,32.0,52.0,52.0,Higher dispersion,Blue,No,No
16/07/2019 23:30,16/07/2019 23:33,32¢,A3DD426VI837J2,5,32.0,48.0,48.0,Higher dispersion,Red,No,No
16/07/2019 23:30,16/07/2019 23:33,38¢,A3E6PEPIYQMYGG,2,38.0,40.0,40.0,Equal dispersion,Red,No,No
16/07/2019 23:32,16/07/2019 23:34,30¢,A2QORPF2QKQL6H,1,30.0,40.0,40.0,Equal dispersion,Blue,No,No
16/07/2019 23:30,16/07/2019 23:34,30¢,A11JZIVH2XLV83,1,30.0,36.0,36.0,Higher dispersion,Red,No,No
16/07/2019 23:31,16/07/2019 23:34,30¢,A4RK8I0PB7F1Q,1,30.0,36.0,36.0,Higher dispersion,Blue,No,No
16/07/2019 23:33,16/07/2019 23:35,38¢,A3TWLVMCJTH2AV,2,38.0,40.0,40.0,Equal dispersion,Red,No,No
16/07/2019 23:32,16/07/2019 23:35,38¢,A2SJMEH8HGHL3H,2,38.0,38.0,38.0,Equal dispersion,Red,No,No
16/07/2019 23:30,16/07/2019 23:35,32¢,AU1SJHAWRCWCN,5,32.0,36.0,36.0,Higher dispersion,Blue,No,No
16/07/2019 23:32,16/07/2019 23:35,38¢,A2TT9A1YCJX8OS,2,38.0,38.0,38.0,Equal dispersion,Blue,No,No
16/07/2019 23:31,16/07/2019 23:35,38¢,A2UOBPQTX8C2I3,2,38.0,0.5,50.0,Higher dispersion,Red,Yes,No
16/07/2019 23:30,16/07/2019 23:36,38¢,A95I4R42ZKQ23,2,38.0,40.0,40.0,Equal dispersion,Blue,No,No
16/07/2019 23:35,16/07/2019 23:36,32¢,A492DINSRPSH,5,32.0,38.0,38.0,Higher dispersion,Blue,No,No
16/07/2019 23:32,16/07/2019 23:36,32¢,A2IZS3JBEUC93N,5,32.0,42.0,42.0,Higher dispersion,Blue,No,No
16/07/2019 23:34,16/07/2019 23:36,32¢,AUT7OYQSXMKAX,5,32.0,50.0,50.0,Higher dispersion,Red,No,No
16/07/2019 23:36,16/07/2019 23:38,30¢,A21OE3G1B7UFJA,1,30.0,38.0,38.0,Equal dispersion,Blue,No,No
16/07/2019 23:36,16/07/2019 23:38,38¢,A2KMAPZVGQ2ECM,2,38.0,40.0,40.0,Equal dispersion,Red,No,No
16/07/2019 23:36,16/07/2019 23:39,32¢,A3STO2TI7JGVB7,5,32.0,50.0,50.0,Higher dispersion,Red,No,No
16/07/2019 23:36,16/07/2019 23:40,32¢,A3ERK28VNTURF6,5,32.0,42.0,42.0,Higher dispersion,Red,No,No
16/07/2019 23:37,16/07/2019 23:40,32¢,AJVWVIOSV4OG6,5,32.0,54.0,54.0,Higher dispersion,Blue,No,No
16/07/2019 23:37,16/07/2019 23:41,38¢,A2A5ALDKP7H79I,2,38.0,40.0,40.0,Equal dispersion,Blue,No,No
16/07/2019 23:39,16/07/2019 23:42,20¢,A2EVBGUTI3FEK7,4,20.0,38.0,38.0,Equal dispersion,Red,No,No
16/07/2019 23:38,16/07/2019 23:42,32¢,A2DCCUR6PG9JDR,5,32.0,36.0,36.0,Equal dispersion,Red,No,No
16/07/2019 23:39,16/07/2019 23:44,32¢,ACLGN3R74VDH2,5,32.0,40.0,40.0,Equal dispersion,Blue,No,No
16/07/2019 23:41,16/07/2019 23:45,32¢,A1XTV7ODGCESJN,5,32.0,38.0,38.0,Higher dispersion,Red,No,No
16/07/2019 23:42,16/07/2019 23:45,38¢,A12TMVO1HWLS99,2,38.0,0.4,40.0,Equal dispersion,Blue,Yes,No
16/07/2019 23:42,16/07/2019 23:45,32¢,A3QXOE8A91D0C5,5,32.0,50.0,50.0,Higher dispersion,Blue,No,No
16/07/2019 23:42,16/07/2019 23:45,38¢,AHQP61KQIYHSA,2,38.0,40.0,40.0,Equal dispersion,Red,No,No
16/07/2019 23:43,16/07/2019 23:45,38¢,A2EYPQQ505HO7X,2,38.0,40.0,40.0,Higher dispersion,Blue,No,No
16/07/2019 23:43,16/07/2019 23:46,32¢,A3I11E9PO1L5R0,5,32.0,90.0,90.0,Higher dispersion,Blue,No,No
16/07/2019 23:43,16/07/2019 23:46,38¢,A2JG3G23JIPA12,2,38.0,33.0,33.0,Higher dispersion,Red,No,No
16/07/2019 23:45,16/07/2019 23:47,30¢,A3H7X9SN8QSHVO,1,30.0,30.0,30.0,Higher dispersion,Red,Yes,Yes
16/07/2019 23:45,16/07/2019 23:47,38¢,A186MBH9JN8ED9,2,38.0,40.0,40.0,Equal dispersion,Blue,No,No
16/07/2019 23:45,16/07/2019 23:48,38¢,A28WRBEGPX2YB5,2,38.0,0.4,40.0,Equal dispersion,Red,Yes,No
16/07/2019 23:47,16/07/2019 23:50,38¢,A1MP4V8PQ1FFOE,2,38.0,40.0,40.0,Higher dispersion,Red,No,No
16/07/2019 23:47,16/07/2019 23:50,38¢,A390HBGGXFYJUB,2,38.0,48.0,48.0,Higher dispersion,Blue,No,No
16/07/2019 23:48,16/07/2019 23:50,38¢,A2UXXI5F3AQ40G,2,38.0,38.0,38.0,Equal dispersion,Blue,No,No
16/07/2019 23:47,16/07/2019 23:51,38¢,A3IA2DJSFWW1C6,2,38.0,0.42,42.0,Equal dispersion,Red,Yes,No
16/07/2019 23:48,16/07/2019 23:51,32¢,AOI7PYJU4PUCJ,5,32.0,38.0,38.0,Equal dispersion,Red,No,No
16/07/2019 23:49,16/07/2019 23:53,32¢,A2KTQ6GIQC689Z,5,32.0,38.0,38.0,Equal dispersion,Blue,No,No
16/07/2019 23:50,16/07/2019 23:53,38¢,A11VLKM2X06AHI,2,38.0,40.0,40.0,Higher dispersion,Blue,No,No
16/07/2019 23:50,16/07/2019 23:54,32¢,A32DHQK0IBKC3M,5,32.0,42.0,42.0,Equal dispersion,Blue,No,No
16/07/2019 23:52,16/07/2019 23:55,30¢,A1BI0VOZBCAV74,1,30.0,40.0,40.0,Equal dispersion,Blue,No,No
16/07/2019 23:52,16/07/2019 23:55,32¢,A3SCG77IPMEOTI,5,32.0,48.0,48.0,Equal dispersion,Red,No,No
16/07/2019 23:51,16/07/2019 23:55,32¢,AE015UO038LEC,5,32.0,50.0,50.0,Higher dispersion,Red,No,No
16/07/2019 23:52,16/07/2019 23:56,32¢,A3QWIRGQB92O9U,5,32.0,44.0,44.0,Higher dispersion,Blue,No,No
16/07/2019 23:51,16/07/2019 23:58,38¢,A1CCQK9OJ7ZICK,2,38.0,0.4,40.0,Equal dispersion,Red,Yes,No
16/07/2019 23:56,16/07/2019 23:59,30¢,AY3T7W9Z6MIZC,1,30.0,40.0,40.0,Higher dispersion,Blue,No,No
16/07/2019 23:55,17/07/2019 00:00,30¢,A3RF3CNBY7X5AE,1,30.0,40.0,40.0,Higher dispersion,Red,No,No
16/07/2019 23:58,17/07/2019 00:00,38¢,A2NN6FQHHAQ699,2,38.0,40.0,40.0,Equal dispersion,Blue,No,No
16/07/2019 23:58,17/07/2019 00:00,38¢,A3BETI9CWM5FV5,2,38.0,42.0,42.0,Equal dispersion,Red,No,No
16/07/2019 23:57,17/07/2019 00:01,30¢,A2C3MNV4697M8W,1,30.0,48.0,48.0,Higher dispersion,Blue,No,No
16/07/2019 23:58,17/07/2019 00:02,32¢,A27N2FEBQX2SZD,5,32.0,38.0,38.0,Higher dispersion,Red,No,No
16/07/2019 23:59,17/07/2019 00:02,30¢,ADABK1LUO4PX5,1,30.0,45.0,45.0,Equal dispersion,Red,No,No
16/07/2019 23:59,17/07/2019 00:03,32¢,A2DX7U27KZQV7V,5,32.0,40.0,40.0,Higher dispersion,Blue,No,No
17/07/2019 00:01,17/07/2019 00:04,32¢,AWT4FBF2EZQBM,5,32.0,42.0,42.0,Higher dispersion,Red,No,No
17/07/2019 00:01,17/07/2019 00:05,30¢,A37TV5SSTMNHT,1,30.0,46.0,46.0,Higher dispersion,Red,No,No
17/07/2019 00:02,17/07/2019 00:05,38¢,A2I65W0P5Q5Q4,2,38.0,40.0,40.0,Equal dispersion,Blue,No,No
17/07/2019 00:03,17/07/2019 00:05,38¢,A39EZ7V9T25RZO,2,38.0,40.0,40.0,Equal dispersion,Blue,No,No
17/07/2019 00:03,17/07/2019 00:06,30¢,A22MLCAHEV0UTS,1,30.0,38.0,38.0,Equal dispersion,Red,No,No
17/07/2019 00:03,17/07/2019 00:06,32¢,A3BVOZZQUHYAZ5,5,32.0,50.0,50.0,Higher dispersion,Blue,No,No
17/07/2019 00:07,17/07/2019 00:11,38¢,A2Z3LMWLO1DDLI,2,38.0,32.0,32.0,Higher dispersion,Blue,No,No
17/07/2019 00:08,17/07/2019 00:11,38¢,AP6FMPBQST017,2,38.0,0.46,46.0,Higher dispersion,Red,Yes,No
17/07/2019 00:08,17/07/2019 00:12,38¢,ABEWWNHKUC8HI,2,38.0,40.0,40.0,Equal dispersion,Red,No,No
17/07/2019 00:07,17/07/2019 00:12,38¢,A2SB4C7N99KBKR,2,38.0,38.0,38.0,Equal dispersion,Blue,No,No
17/07/2019 00:10,17/07/2019 00:13,32¢,A3C4UHWHON50ZQ,5,32.0,38.0,38.0,Equal dispersion,Blue,No,No
17/07/2019 00:11,17/07/2019 00:13,32¢,A9OOV3976AFYF,5,32.0,38.0,38.0,Higher dispersion,Blue,No,No
17/07/2019 00:12,17/07/2019 00:15,38¢,A3242LKO7C4LK4,2,38.0,40.0,40.0,Equal dispersion,Red,No,No
17/07/2019 00:14,17/07/2019 00:17,30¢,A16UN0D2DEWTI8,1,30.0,38.0,38.0,Equal dispersion,Blue,No,No
17/07/2019 00:14,17/07/2019 00:17,32¢,A31W7WG6TINX27,5,32.0,40.0,40.0,Higher dispersion,Red,No,No
17/07/2019 00:16,17/07/2019 00:18,38¢,A2DSBA28ZECQDL,2,38.0,40.0,40.0,Equal dispersion,Red,No,No
17/07/2019 00:15,17/07/2019 00:19,30¢,A1HYCG8R6SZQ5T,1,30.0,50.0,50.0,Higher dispersion,Red,No,No
17/07/2019 00:15,17/07/2019 00:21,32¢,A3KSOXA2YHPCIV,5,32.0,38.0,38.0,Higher dispersion,Blue,No,No
17/07/2019 00:20,17/07/2019 00:22,38¢,AB2086NXDP2RE,2,38.0,38.0,38.0,Equal dispersion,Blue,No,No
17/07/2019 00:21,17/07/2019 00:22,30¢,A3EXD5E390Z6B3,1,30.0,38.0,38.0,Equal dispersion,Red,No,No
17/07/2019 00:19,17/07/2019 00:23,32¢,A157BBAJQZKNYH,5,32.0,32.0,32.0,Higher dispersion,Red,No,No
17/07/2019 00:23,17/07/2019 00:26,38¢,A36FFNMKHBVXPP,2,38.0,38.0,38.0,Higher dispersion,Red,No,No
17/07/2019 00:26,17/07/2019 00:29,32¢,A2R6RXP4TIAIVT,5,32.0,40.0,40.0,Equal dispersion,Blue,No,No
17/07/2019 00:26,17/07/2019 00:29,32¢,A2KMFGLGMFUTPI,5,32.0,50.0,50.0,Higher dispersion,Blue,No,No
17/07/2019 00:27,17/07/2019 00:29,38¢,A2HRH6EMUIZO0S,2,38.0,40.0,40.0,Equal dispersion,Red,No,No
17/07/2019 00:28,17/07/2019 00:32,38¢,A1VA5PON4OHGYA,2,38.0,38.0,38.0,Higher dispersion,Red,No,No
17/07/2019 00:27,17/07/2019 00:33,38¢,AZGVG6SVDPT6L,2,38.0,0.38,38.0,Equal dispersion,Blue,Yes,No
17/07/2019 00:30,17/07/2019 00:33,30¢,A32UQVR725KLTX,1,30.0,34.0,34.0,Equal dispersion,Red,No,No
17/07/2019 00:30,17/07/2019 00:33,38¢,A2JM8JI4M7OH7,2,38.0,38.0,38.0,Equal dispersion,Red,No,No
17/07/2019 00:31,17/07/2019 00:34,38¢,A1M14RMKC3KJH0,2,38.0,38.0,38.0,Equal dispersion,Blue,No,No
17/07/2019 00:29,17/07/2019 00:35,38¢,A1AG9KW7V6A6Y2,2,38.0,44.0,44.0,Higher dispersion,Blue,No,No
17/07/2019 00:33,17/07/2019 00:35,38¢,A3NG7LGNZ8Y35S,2,38.0,38.0,38.0,Higher dispersion,Red,No,No
17/07/2019 00:34,17/07/2019 00:37,38¢,AO60C135XPRXW,2,38.0,40.0,40.0,Equal dispersion,Blue,No,No
17/07/2019 00:36,17/07/2019 00:38,38¢,A1YBMB91RWFBH2,2,38.0,44.0,44.0,Higher dispersion,Blue,No,No
17/07/2019 00:37,17/07/2019 00:41,32¢,A1MA4BPS8MIF18,5,32.0,0.4,40.0,Higher dispersion,Red,Yes,No
17/07/2019 00:39,17/07/2019 00:41,30¢,A1AINT1FHAJBXV,1,30.0,40.0,40.0,Equal dispersion,Blue,No,No
17/07/2019 00:38,17/07/2019 00:41,38¢,A2SFE3COW0NZ2N,2,38.0,40.0,40.0,Equal dispersion,Blue,No,No
17/07/2019 00:37,17/07/2019 00:43,38¢,A16QHQMWQM4E0F,2,38.0,38.0,38.0,Equal dispersion,Red,No,No
17/07/2019 00:42,17/07/2019 00:44,38¢,A14VRKL7WSSWQ8,2,38.0,50.0,50.0,Higher dispersion,Blue,No,No
17/07/2019 00:42,17/07/2019 00:44,38¢,A1RITXR4U47BPL,2,38.0,40.0,40.0,Higher dispersion,Red,No,No
17/07/2019 00:41,17/07/2019 00:45,32¢,A39K96O3MHVJJS,5,32.0,32.0,32.0,Equal dispersion,Red,No,No
17/07/2019 00:42,17/07/2019 00:46,30¢,AOPST5A724VWS,1,30.0,26.0,26.0,Higher dispersion,Red,Yes,Yes
17/07/2019 00:44,17/07/2019 00:46,30¢,A2AWQ7D4RCRHEA,1,30.0,42.0,42.0,Equal dispersion,Blue,No,No
17/07/2019 00:45,17/07/2019 00:48,38¢,A24PU2RN13X4DU,2,38.0,36.0,36.0,Equal dispersion,Red,No,No
17/07/2019 00:45,17/07/2019 00:48,30¢,A2MSJVIM9M9T0L,1,30.0,36.0,36.0,Higher dispersion,Blue,No,No
17/07/2019 00:46,17/07/2019 00:49,32¢,A3L66F6UD9E837,5,32.0,42.0,42.0,Higher dispersion,Blue,No,No
17/07/2019 00:19,17/07/2019 00:49,32¢,A3MG10QX2RM8YM,5,32.0,38.0,38.0,Equal dispersion,Red,No,No
17/07/2019 00:48,17/07/2019 00:51,38¢,A27LXJZ6UORWXB,2,38.0,32.0,32.0,Equal dispersion,Blue,No,No
17/07/2019 00:48,17/07/2019 00:51,38¢,A28Z9N2FCTKV3,2,38.0,48.0,48.0,Higher dispersion,Red,No,No
17/07/2019 00:50,17/07/2019 00:52,38¢,A123MLFS3Z5FG7,2,38.0,42.0,42.0,Higher dispersion,Red,No,No
17/07/2019 00:49,17/07/2019 00:53,32¢,A3JBVI9NZYO5I6,5,32.0,48.0,48.0,Higher dispersion,Blue,No,No
17/07/2019 00:47,17/07/2019 00:53,38¢,A2DY4KOYQKRYFR,2,38.0,40.0,40.0,Equal dispersion,Blue,No,No
17/07/2019 00:51,17/07/2019 00:54,30¢,A5LHSOGLCLMJA,1,30.0,38.0,38.0,Equal dispersion,Red,No,No
17/07/2019 00:52,17/07/2019 00:54,38¢,A25CP74VKTLW9S,2,38.0,40.0,40.0,Higher dispersion,Red,No,No
17/07/2019 00:52,17/07/2019 00:54,38¢,A38T711KMHR047,2,38.0,40.0,40.0,Equal dispersion,Blue,No,No
17/07/2019 00:52,17/07/2019 00:55,38¢,A3UHY1MKT26H51,2,38.0,0.42,42.0,Equal dispersion,Red,Yes,No
17/07/2019 00:53,17/07/2019 00:57,32¢,A1F2HJV6AN5JT5,5,32.0,38.0,38.0,Higher dispersion,Blue,No,No
17/07/2019 00:52,17/07/2019 00:58,32¢,AIUC5U4DUSFCB,5,32.0,0.5,50.0,Higher dispersion,Red,Yes,No
17/07/2019 00:55,17/07/2019 00:59,32¢,A116OAFV8H2FGX,5,32.0,32.0,32.0,Equal dispersion,Red,No,No
17/07/2019 00:56,17/07/2019 01:00,38¢,A5UHWQVPLBV5V,2,38.0,40.0,40.0,Equal dispersion,Blue,No,No
17/07/2019 00:57,17/07/2019 01:00,32¢,A1JSQDAYF9YU76,5,32.0,50.0,50.0,Higher dispersion,Blue,No,No
17/07/2019 00:58,17/07/2019 01:01,38¢,A30R89W41XZY80,2,38.0,40.0,40.0,Higher dispersion,Red,No,No
17/07/2019 00:59,17/07/2019 01:02,30¢,AG4QIX4E1Q77B,1,30.0,50.0,50.0,Higher dispersion,Red,No,No
17/07/2019 00:57,17/07/2019 01:03,38¢,A22ACWKOY7TOUW,2,38.0,38.0,38.0,Equal dispersion,Red,No,No
17/07/2019 00:58,17/07/2019 01:03,32¢,A1W06B5OO5Y97C,5,32.0,38.0,38.0,Higher dispersion,Blue,No,No
17/07/2019 01:02,17/07/2019 01:05,38¢,A3SR623DI0TH4,2,38.0,40.0,40.0,Equal dispersion,Red,No,No
17/07/2019 01:01,17/07/2019 01:05,30¢,A22GID9QXOK2MY,1,30.0,38.0,38.0,Equal dispersion,Red,No,No
17/07/2019 01:04,17/07/2019 01:07,38¢,A2GJDMDZH4FVKL,2,38.0,0.5,50.0,Higher dispersion,Blue,Yes,No
17/07/2019 01:05,17/07/2019 01:08,32¢,A2AQ7WNHRED5TE,5,32.0,50.0,50.0,Higher dispersion,Red,No,No
17/07/2019 01:00,17/07/2019 01:08,38¢,ABLZYSK4TD5PB,2,38.0,40.0,40.0,Equal dispersion,Blue,No,No
17/07/2019 01:06,17/07/2019 01:08,30¢,A1G2565RCEELU6,1,30.0,34.0,34.0,Equal dispersion,Blue,No,No
17/07/2019 01:06,17/07/2019 01:09,38¢,A1WMTS1VQJQZMH,2,38.0,42.0,42.0,Equal dispersion,Red,No,No
17/07/2019 01:04,17/07/2019 01:09,38¢,A2U6Y560JU2CF1,2,38.0,40.0,40.0,Equal dispersion,Blue,No,No
17/07/2019 01:09,17/07/2019 01:12,32¢,AVM89FMNE1CWS,5,32.0,32.0,32.0,Higher dispersion,Blue,No,No
17/07/2019 01:10,17/07/2019 01:14,32¢,A3A96OFQGO7JLZ,5,32.0,34.0,34.0,Higher dispersion,Red,No,No
