StartDate,EndDate,Duration (in seconds),Finished,Cheapest_White,Priciest_White,Cheapest_Red,Priciest_Red,Unpredictable_Red,Inconsistent_Red,Unpredictable_White,Inconsistent_White,turkid,condid,first
13/03/2019 23:04,13/03/2019 23:04,28,1,13,31,15,32,37,36,35,34,AB66CTVQ90RCV,1,White
13/03/2019 23:04,13/03/2019 23:05,57,1,16,35,18,38,35,36,35,35,A1VWLIXBS4WDOD,4,White
13/03/2019 23:05,13/03/2019 23:05,22,1,19,35,15,28,34,34,34,34,A18G2CLYSTENK,3,Red
13/03/2019 23:05,13/03/2019 23:06,45,1,17,32,17,34,37,35,37,35,ANKUCF96A2F1W,5,Red
13/03/2019 23:06,13/03/2019 23:07,43,1,20,27,17,33,35,36,37,38,A3CWEIEY3TGJFX,0,White
13/03/2019 23:17,13/03/2019 23:18,28,1,17,29,17,29,36,37,36,37,A3K78ZN2UFJ2W7,0,White
13/03/2019 23:18,13/03/2019 23:19,41,1,12,32,14,34,38,34,34,34,A38R7SIVV118KT,4,White
13/03/2019 23:19,13/03/2019 23:19,38,1,17,34,18,33,35,35,35,35,A3862RIFFUV141,2,Red
13/03/2019 23:19,13/03/2019 23:20,41,1,17,33,12,33,38,38,35,35,A144T42X6B04VA,3,Red
13/03/2019 23:19,13/03/2019 23:20,38,1,17,31,18,33,35,35,37,37,A1B179AI3LZKWS,0,Red
13/03/2019 23:19,13/03/2019 23:20,40,1,17,31,18,33,35,35,37,35,A1U9ZW9SEWWLJ0,5,Red
13/03/2019 23:18,13/03/2019 23:20,121,1,18,35,17,34,36,36,36,36,A3JPL5O4IH479O,5,Red
13/03/2019 23:19,13/03/2019 23:20,59,1,7,31,10,37,37,37,34,34,A3LYTS9S2XD704,4,White
13/03/2019 23:20,13/03/2019 23:21,108,1,17,33,17,34,36,36,36,36,A3DNFIQGSB5M5Q,1,White
13/03/2019 23:26,13/03/2019 23:27,53,1,17,34,18,27,34,37,34,37,AZ4GLLVGQDYDF,3,White
13/03/2019 23:34,13/03/2019 23:35,63,1,18,38,16,38,37,38,36,37,A1QYGPU1NDUMWW,4,White
13/03/2019 23:35,13/03/2019 23:36,48,1,17,38,19,17,37,37,37,35,A24WEWMLNX6GIF,5,Red
13/03/2019 23:40,13/03/2019 23:40,30,1,26,38,13,35,35,36,37,36,AG7C4X3WKKBV,0,Red
13/03/2019 23:42,13/03/2019 23:43,50,1,17,38,17,35,37,37,37,37,A1WL3NZ50YEOWP,1,White
13/03/2019 23:44,13/03/2019 23:44,18,1,22,24,23,27,37,37,37,38,A2TCOV49RNTECD,3,Red
13/03/2019 23:43,13/03/2019 23:45,115,1,18,46,10,36,35,37,35,37,A1VEEZ5D9WXZIV,2,White
13/03/2019 23:50,13/03/2019 23:51,53,1,10,23,20,32,37,38,37,37,A2UV3Y9U12E94Z,5,White
13/03/2019 23:58,13/03/2019 23:59,48,1,17,34,17,36,34,34,34,34,A3P5WIW36V70AI,1,Red
14/03/2019 00:15,14/03/2019 00:16,20,1,24,30,25,31,38,38,38,38,A6ZAKE3FP8YKY,2,Red
14/03/2019 00:16,14/03/2019 00:16,27,1,17,34,23,28,38,38,35,34,A49HPQ9P5AHU4,3,White
14/03/2019 00:35,14/03/2019 00:35,32,1,13,36,11,38,37,34,37,36,A2I6ZALE49CVSC,4,White
14/03/2019 00:44,14/03/2019 00:44,29,1,17,34,18,33,37,36,36,36,A3UQ9R1VDVVQKR,5,Red
14/03/2019 01:09,14/03/2019 01:09,24,1,20,40,24,45,36,37,37,36,A3BXT78QXFC6F3,0,Red
14/03/2019 02:01,14/03/2019 02:01,30,1,21,41,29,49,35,35,35,35,A31JM9RECQGYEX,1,White
