turkid,name_manipulated,sd_manipulated,is_manipulated,sd_manipulated_label,target,memory_max,memory_min,memory_range,unpredictable,inconsistent,valid_response
A1WH32GYQOHIRQ,White,High,False,High (SD = 7.5),Red,36,15,21,6,6,True
A1WH32GYQOHIRQ,White,High,True,High (SD = 7.5),White,38,13,25,1,3,True
ABLT53NSRM6RW,White,Low,False,Low (SD = 1.1),Red,44,17,27,5,6,True
ABLT53NSRM6RW,White,Low,True,Low (SD = 1.1),White,36,22,14,5,6,True
A105ZM9O4FKQIS,White,High,False,High (SD = 7.5),Red,34,18,16,6,5,True
A105ZM9O4FKQIS,White,High,True,High (SD = 7.5),White,38,13,25,6,6,True
AMOO2P3A36ULC,Red,Low,True,Low (SD = 1.1),Red,29,21,8,6,6,True
AMOO2P3A36ULC,Red,Low,False,Low (SD = 1.1),White,33,13,20,6,6,True
A1GVTH5YS3WOK0,Red,High,True,High (SD = 7.5),Red,38,14,24,3,4,True
A1GVTH5YS3WOK0,Red,High,False,High (SD = 7.5),White,34,18,16,6,6,True
A3TZNS3TG01U9B,White,Med,False,Med (SD = 4.5),Red,34,18,16,5,5,True
A3TZNS3TG01U9B,White,Med,True,Med (SD = 4.5),White,34,17,17,6,6,True
A1HNR6OIRFCEHS,Red,Low,True,Low (SD = 1.1),Red,25,20,5,6,6,True
A1HNR6OIRFCEHS,Red,Low,False,Low (SD = 1.1),White,30,20,10,6,5,True
A3G8OON0TDPN1E,White,Med,False,Med (SD = 4.5),Red,34,19,15,3,4,True
A3G8OON0TDPN1E,White,Med,True,Med (SD = 4.5),White,29,17,12,4,5,True
A23XR87ATML7A2,White,High,False,High (SD = 7.5),Red,34,19,15,4,5,True
A23XR87ATML7A2,White,High,True,High (SD = 7.5),White,35,13,22,4,5,True
A27Y4NEIQQH00M,Red,High,True,High (SD = 7.5),Red,34,13,21,6,6,True
A27Y4NEIQQH00M,Red,High,False,High (SD = 7.5),White,33,16,17,3,2,True
A1C8P0NH84SQ76,White,Low,False,Low (SD = 1.1),Red,34,17,17,5,5,True
A1C8P0NH84SQ76,White,Low,True,Low (SD = 1.1),White,28,21,7,6,5,True
A31898LQJO7I3,White,Med,False,Med (SD = 4.5),Red,34,17,17,6,3,True
A31898LQJO7I3,White,Med,True,Med (SD = 4.5),White,33,18,15,3,3,True
A3P74FP62XNVYI,White,High,False,High (SD = 7.5),Red,38,15,23,5,5,True
A3P74FP62XNVYI,White,High,True,High (SD = 7.5),White,39,15,24,5,5,True
A2MCHM4AYLASQO,White,Low,False,Low (SD = 1.1),Red,45,21,24,6,5,True
A2MCHM4AYLASQO,White,Low,True,Low (SD = 1.1),White,48,19,29,6,5,True
A2UIRQTM2V9F7V,White,Low,False,Low (SD = 1.1),Red,33,17,16,5,5,True
A2UIRQTM2V9F7V,White,Low,True,Low (SD = 1.1),White,31,15,16,3,3,True
A1S6C6EN8MPKC3,Red,High,True,High (SD = 7.5),Red,44,13,31,5,5,True
A1S6C6EN8MPKC3,Red,High,False,High (SD = 7.5),White,38,14,24,5,4,True
A31S053JMDDAWX,White,Low,False,Low (SD = 1.1),Red,50,15,35,6,5,True
A31S053JMDDAWX,White,Low,True,Low (SD = 1.1),White,48,18,30,5,6,True
A30MV0KUL3NC1,Red,High,True,High (SD = 7.5),Red,32,17,15,3,3,True
A30MV0KUL3NC1,Red,High,False,High (SD = 7.5),White,33,19,14,3,3,True
A24HG5ETSQ39EO,White,Med,False,Med (SD = 4.5),Red,35,20,15,3,4,True
A24HG5ETSQ39EO,White,Med,True,Med (SD = 4.5),White,35,20,15,3,4,True
A1VBZWAHLWQMXM,Red,Low,True,Low (SD = 1.1),Red,33,17,16,6,4,True
A1VBZWAHLWQMXM,Red,Low,False,Low (SD = 1.1),White,34,18,16,6,5,True
AGLY8XF1SIZSV,White,High,False,High (SD = 7.5),Red,39,17,22,5,5,True
AGLY8XF1SIZSV,White,High,True,High (SD = 7.5),White,38,19,19,5,5,True
A3F3B1H704Q751,Red,High,True,High (SD = 7.5),Red,36,14,22,4,5,True
A3F3B1H704Q751,Red,High,False,High (SD = 7.5),White,34,16,18,4,5,True
A2VE5IV9OD2SK1,White,Low,False,Low (SD = 1.1),Red,30,17,13,3,3,True
A2VE5IV9OD2SK1,White,Low,True,Low (SD = 1.1),White,29,20,9,5,5,True
A1PZ1O1CUYH4RI,Red,Med,True,Med (SD = 4.5),Red,35,18,17,6,6,True
A1PZ1O1CUYH4RI,Red,Med,False,Med (SD = 4.5),White,30,18,12,7,6,True
A1H4GJFI4NJWKV,White,High,False,High (SD = 7.5),Red,36,19,17,5,5,True
A1H4GJFI4NJWKV,White,High,True,High (SD = 7.5),White,36,16,20,5,5,True
A1J53RCE5Y2KA4,White,Med,False,Med (SD = 4.5),Red,20,50,-30,3,6,False
A1J53RCE5Y2KA4,White,Med,True,Med (SD = 4.5),White,20,50,-30,3,6,False
A2G4PA35IX5RIA,Red,High,True,High (SD = 7.5),Red,37,13,24,2,2,True
A2G4PA35IX5RIA,Red,High,False,High (SD = 7.5),White,36,15,21,2,2,True
A1XHJZQOOT8S7K,Red,Med,True,Med (SD = 4.5),Red,35,23,12,4,4,True
A1XHJZQOOT8S7K,Red,Med,False,Med (SD = 4.5),White,32,17,15,4,4,True
A2VDGWD0BBMSP2,Red,Med,True,Med (SD = 4.5),Red,36,18,18,1,1,True
A2VDGWD0BBMSP2,Red,Med,False,Med (SD = 4.5),White,34,18,16,4,4,True
A3BTK49X4ITNXJ,Red,Low,True,Low (SD = 1.1),Red,35,18,17,5,6,True
A3BTK49X4ITNXJ,Red,Low,False,Low (SD = 1.1),White,34,17,17,5,6,True
A1F4TB5AD4LKLO,Red,Med,True,Med (SD = 4.5),Red,34,22,12,5,6,True
A1F4TB5AD4LKLO,Red,Med,False,Med (SD = 4.5),White,29,17,12,6,6,True
A1ZDR2UN7M92LI,White,Med,False,Med (SD = 4.5),Red,32,17,15,5,5,True
A1ZDR2UN7M92LI,White,Med,True,Med (SD = 4.5),White,34,17,17,5,5,True
A3K6NI3B84FUVP,Red,Med,True,Med (SD = 4.5),Red,31,18,13,5,5,True
A3K6NI3B84FUVP,Red,Med,False,Med (SD = 4.5),White,32,17,15,5,5,True
A1WMOJNU4FFQY8,Red,Low,True,Low (SD = 1.1),Red,25,19,6,4,4,True
A1WMOJNU4FFQY8,Red,Low,False,Low (SD = 1.1),White,25,19,6,4,4,True
A1V6MSOA8YFN32,Red,Med,True,Med (SD = 4.5),Red,32,17,15,4,4,True
A1V6MSOA8YFN32,Red,Med,False,Med (SD = 4.5),White,29,20,9,4,4,True
A1S4KFC44OZOZW,Red,High,True,High (SD = 7.5),Red,37,15,22,5,6,True
A1S4KFC44OZOZW,Red,High,False,High (SD = 7.5),White,34,13,21,7,6,True
A3POD149IG0DIW,Red,Low,True,Low (SD = 1.1),Red,33,17,16,6,4,True
A3POD149IG0DIW,Red,Low,False,Low (SD = 1.1),White,33,17,16,4,4,True
AT0ZDYO3A510P,White,Med,False,Med (SD = 4.5),Red,29,20,9,4,6,True
AT0ZDYO3A510P,White,Med,True,Med (SD = 4.5),White,30,18,12,6,6,True
A2V3ECGQQYNO85,Red,Low,True,Low (SD = 1.1),Red,28,23,5,6,6,True
A2V3ECGQQYNO85,Red,Low,False,Low (SD = 1.1),White,34,17,17,3,2,True
A2BQ5SX50WYNUT,Red,Low,True,Low (SD = 1.1),Red,36,23,13,4,4,True
A2BQ5SX50WYNUT,Red,Low,False,Low (SD = 1.1),White,32,17,15,4,6,True
A1QHPTK8NV3IBQ,White,Low,False,Low (SD = 1.1),Red,33,17,16,2,3,True
A1QHPTK8NV3IBQ,White,Low,True,Low (SD = 1.1),White,26,23,3,6,6,True
AGDJB8B8CDZ71,White,Med,False,Med (SD = 4.5),Red,29,15,14,4,4,True
AGDJB8B8CDZ71,White,Med,True,Med (SD = 4.5),White,28,17,11,4,4,True
A3O0ZQMDKOKAMR,White,High,False,High (SD = 7.5),Red,35,12,23,5,5,True
A3O0ZQMDKOKAMR,White,High,True,High (SD = 7.5),White,38,18,20,5,5,True
A2IKZUG69SPJXO,Red,Low,True,Low (SD = 1.1),Red,34,19,15,6,6,True
A2IKZUG69SPJXO,Red,Low,False,Low (SD = 1.1),White,33,17,16,6,6,True
A3QNCW3LR2AVOV,Red,High,True,High (SD = 7.5),Red,38,14,24,5,3,True
A3QNCW3LR2AVOV,Red,High,False,High (SD = 7.5),White,34,16,18,5,5,True
A1RATFICCKLCQ,Red,Med,True,Med (SD = 4.5),Red,34,18,16,6,6,True
A1RATFICCKLCQ,Red,Med,False,Med (SD = 4.5),White,32,18,14,6,6,True
A3AGF9EJPNNZH5,Red,Low,True,Low (SD = 1.1),Red,32,19,13,5,6,True
A3AGF9EJPNNZH5,Red,Low,False,Low (SD = 1.1),White,34,17,17,6,7,True
A1IV1O890FN1QA,Red,Med,True,Med (SD = 4.5),Red,33,19,14,6,7,True
A1IV1O890FN1QA,Red,Med,False,Med (SD = 4.5),White,34,17,17,6,7,True
A1QJ2VPPZG16EG,White,Low,False,Low (SD = 1.1),Red,32,20,12,3,3,True
A1QJ2VPPZG16EG,White,Low,True,Low (SD = 1.1),White,32,13,19,3,3,True
AGX171Q54YXPI,Red,High,True,High (SD = 7.5),Red,38,17,21,5,5,True
AGX171Q54YXPI,Red,High,False,High (SD = 7.5),White,36,18,18,5,5,True
A3JZLYQ606HJJR,White,High,False,High (SD = 7.5),Red,34,17,17,6,3,True
A3JZLYQ606HJJR,White,High,True,High (SD = 7.5),White,37,13,24,2,2,True
A1KZ21TSAYUHO4,Red,Med,True,Med (SD = 4.5),Red,32,21,11,7,7,True
A1KZ21TSAYUHO4,Red,Med,False,Med (SD = 4.5),White,28,23,5,7,7,True
A9WIOFVRSYW3L,White,High,False,High (SD = 7.5),Red,37,15,22,2,3,True
A9WIOFVRSYW3L,White,High,True,High (SD = 7.5),White,37,13,24,2,3,True
A49WTQG4MBT9Z,White,Med,False,Med (SD = 4.5),Red,36,18,18,2,2,True
A49WTQG4MBT9Z,White,Med,True,Med (SD = 4.5),White,36,18,18,2,2,True
AD5KX0FCU11GZ,White,Low,False,Low (SD = 1.1),Red,28,17,11,5,4,True
AD5KX0FCU11GZ,White,Low,True,Low (SD = 1.1),White,28,25,3,5,4,True
A29DTOJJVU7GCA,Red,Med,True,Med (SD = 4.5),Red,30,19,11,6,6,True
A29DTOJJVU7GCA,Red,Med,False,Med (SD = 4.5),White,33,17,16,6,6,True
A26HH5XUH214F7,White,High,False,High (SD = 7.5),Red,28,17,11,5,5,True
A26HH5XUH214F7,White,High,True,High (SD = 7.5),White,38,19,19,3,3,True
A17FDM5CXENC1O,White,High,False,High (SD = 7.5),Red,38,16,22,5,6,True
A17FDM5CXENC1O,White,High,True,High (SD = 7.5),White,35,13,22,3,3,True
A1FHVIOYWEAWTM,White,Low,False,Low (SD = 1.1),Red,34,13,21,2,2,True
A1FHVIOYWEAWTM,White,Low,True,Low (SD = 1.1),White,27,18,9,2,2,True
A2ILUP6FN8HKKC,Red,High,True,High (SD = 7.5),Red,36,13,23,1,1,True
A2ILUP6FN8HKKC,Red,High,False,High (SD = 7.5),White,26,16,10,3,3,True
A21XG1MW1PW6TP,Red,Low,True,Low (SD = 1.1),Red,36,22,14,2,2,True
A21XG1MW1PW6TP,Red,Low,False,Low (SD = 1.1),White,42,17,25,2,2,True
A3BBGFC0RG39HK,Red,Med,True,Med (SD = 4.5),Red,33,18,15,5,5,True
A3BBGFC0RG39HK,Red,Med,False,Med (SD = 4.5),White,34,18,16,5,5,True
A3543E6G5XM2A0,Red,Low,True,Low (SD = 1.1),Red,38,18,20,5,2,True
A3543E6G5XM2A0,Red,Low,False,Low (SD = 1.1),White,34,22,12,5,3,True
A3HL2LL0LEPZT8,White,Low,False,Low (SD = 1.1),Red,35,25,10,5,4,True
A3HL2LL0LEPZT8,White,Low,True,Low (SD = 1.1),White,35,17,18,5,5,True
A1AQQFJAF8CI4H,White,High,False,High (SD = 7.5),Red,28,12,16,1,1,True
A1AQQFJAF8CI4H,White,High,True,High (SD = 7.5),White,37,14,23,1,1,True
A2AOD3GOS9NKFC,Red,High,True,High (SD = 7.5),Red,32,19,13,2,3,True
A2AOD3GOS9NKFC,Red,High,False,High (SD = 7.5),White,36,17,19,3,3,True
AIJ9F4X8PE0VW,Red,Low,True,Low (SD = 1.1),Red,32,17,15,6,6,True
AIJ9F4X8PE0VW,Red,Low,False,Low (SD = 1.1),White,34,17,17,3,4,True
AYPOAY43REHC8,White,Med,False,Med (SD = 4.5),Red,30,18,12,1,1,True
AYPOAY43REHC8,White,Med,True,Med (SD = 4.5),White,34,17,17,2,2,True
A1KAIOBTXQ77A6,White,Med,False,Med (SD = 4.5),Red,50,10,40,5,6,True
A1KAIOBTXQ77A6,White,Med,True,Med (SD = 4.5),White,50,10,40,4,4,True
A2SM1GBN4ARGM4,Red,Med,True,Med (SD = 4.5),Red,34,17,17,3,3,True
A2SM1GBN4ARGM4,Red,Med,False,Med (SD = 4.5),White,29,17,12,3,3,True
A27NBGO9FXJS8Q,White,High,False,High (SD = 7.5),Red,35,15,20,3,3,True
A27NBGO9FXJS8Q,White,High,True,High (SD = 7.5),White,37,13,24,2,2,True
A37VN02VTEQIQ7,White,Med,False,Med (SD = 4.5),Red,34,18,16,5,5,True
A37VN02VTEQIQ7,White,Med,True,Med (SD = 4.5),White,36,21,15,3,3,True
A3180VXVP8MOIH,White,Low,False,Low (SD = 1.1),Red,35,25,10,2,6,True
A3180VXVP8MOIH,White,Low,True,Low (SD = 1.1),White,34,23,11,2,4,True
AGC307XG0RIR4,Red,High,True,High (SD = 7.5),Red,39,13,26,5,3,True
AGC307XG0RIR4,Red,High,False,High (SD = 7.5),White,36,18,18,6,5,True
A4E1UYPDHE8D8,Red,Low,True,Low (SD = 1.1),Red,28,22,6,6,6,True
A4E1UYPDHE8D8,Red,Low,False,Low (SD = 1.1),White,32,18,14,2,2,True
A2WD7K61WGL37E,Red,Med,True,Med (SD = 4.5),Red,32,19,13,4,5,True
A2WD7K61WGL37E,Red,Med,False,Med (SD = 4.5),White,34,17,17,4,5,True
A2YGAEODJ5SSF6,White,Med,False,Med (SD = 4.5),Red,37,19,18,2,5,True
A2YGAEODJ5SSF6,White,Med,True,Med (SD = 4.5),White,33,22,11,2,5,True
ASAAL9165IX44,White,High,False,High (SD = 7.5),Red,31,20,11,3,5,True
ASAAL9165IX44,White,High,True,High (SD = 7.5),White,29,22,7,5,3,True
A12VQHPT0YHMIS,Red,High,True,High (SD = 7.5),Red,32,18,14,3,3,True
A12VQHPT0YHMIS,Red,High,False,High (SD = 7.5),White,38,17,21,3,3,True
A1S315FYTGY9GL,Red,Low,True,Low (SD = 1.1),Red,27,21,6,7,6,True
A1S315FYTGY9GL,Red,Low,False,Low (SD = 1.1),White,33,17,16,3,2,True
A3W1CKM4PBLRC0,White,Low,False,Low (SD = 1.1),Red,33,18,15,1,2,True
A3W1CKM4PBLRC0,White,Low,True,Low (SD = 1.1),White,28,19,9,1,2,True
A1HKCTDOTL6C9I,Red,Low,True,Low (SD = 1.1),Red,28,23,5,6,6,True
A1HKCTDOTL6C9I,Red,Low,False,Low (SD = 1.1),White,34,17,17,2,2,True
A2MKXI4KCRRI7Y,White,Med,False,Med (SD = 4.5),Red,34,17,17,4,4,True
A2MKXI4KCRRI7Y,White,Med,True,Med (SD = 4.5),White,27,17,10,4,4,True
A3OW5EFQ5QFD19,Red,High,True,High (SD = 7.5),Red,38,14,24,5,4,True
A3OW5EFQ5QFD19,Red,High,False,High (SD = 7.5),White,34,13,21,6,6,True
A1V2H0UF94ATWY,Red,Med,True,Med (SD = 4.5),Red,29,19,10,5,5,True
A1V2H0UF94ATWY,Red,Med,False,Med (SD = 4.5),White,34,18,16,4,4,True
A12EQIULBHM4HJ,White,High,False,High (SD = 7.5),Red,39,19,20,3,4,True
A12EQIULBHM4HJ,White,High,True,High (SD = 7.5),White,36,13,23,3,3,True
A1G2U62KJ13ZF0,White,High,False,High (SD = 7.5),Red,29,13,16,4,4,True
A1G2U62KJ13ZF0,White,High,True,High (SD = 7.5),White,29,13,16,4,4,True
A17RQSR6RI7N4N,Red,Low,True,Low (SD = 1.1),Red,28,24,4,6,6,True
A17RQSR6RI7N4N,Red,Low,False,Low (SD = 1.1),White,28,18,10,2,2,True
A3BHRFFG75X3GO,White,Low,False,Low (SD = 1.1),Red,34,18,16,2,3,True
A3BHRFFG75X3GO,White,Low,True,Low (SD = 1.1),White,28,24,4,7,7,True
A30QJ6OLAICVI7,Red,Low,True,Low (SD = 1.1),Red,28,20,8,5,5,True
A30QJ6OLAICVI7,Red,Low,False,Low (SD = 1.1),White,32,17,15,2,2,True
A1QEQOI98976S0,Red,Med,True,Med (SD = 4.5),Red,32,23,9,3,4,True
A1QEQOI98976S0,Red,Med,False,Med (SD = 4.5),White,33,22,11,3,5,True
A1EKUJGMFDI1RZ,Red,High,True,High (SD = 7.5),Red,33,16,17,3,5,True
A1EKUJGMFDI1RZ,Red,High,False,High (SD = 7.5),White,36,17,19,3,5,True
A1GS5CF02OYOV1,White,High,False,High (SD = 7.5),Red,32,17,15,6,5,True
A1GS5CF02OYOV1,White,High,True,High (SD = 7.5),White,30,15,15,4,3,True
AVXEDARJC5HLU,White,Med,False,Med (SD = 4.5),Red,32,19,13,5,5,True
AVXEDARJC5HLU,White,Med,True,Med (SD = 4.5),White,33,17,16,3,3,True
A2GUDORXJDFVX,Red,Med,True,Med (SD = 4.5),Red,2,3,-1,5,6,False
A2GUDORXJDFVX,Red,Med,False,Med (SD = 4.5),White,2,4,-2,6,5,False
A1PUHCEBSOWETV,Red,High,True,High (SD = 7.5),Red,29,20,9,6,4,True
A1PUHCEBSOWETV,Red,High,False,High (SD = 7.5),White,29,19,10,6,6,True
A1CUGWGAVOV7YF,Red,Low,True,Low (SD = 1.1),Red,29,23,6,6,6,True
A1CUGWGAVOV7YF,Red,Low,False,Low (SD = 1.1),White,33,19,14,3,3,True
A2D5U0AACT6WS1,Red,Med,True,Med (SD = 4.5),Red,34,19,15,3,3,True
A2D5U0AACT6WS1,Red,Med,False,Med (SD = 4.5),White,33,17,16,3,3,True
ALV4DAF8DIJ37,White,Low,False,Low (SD = 1.1),Red,35,17,18,3,2,True
ALV4DAF8DIJ37,White,Low,True,Low (SD = 1.1),White,28,22,6,6,6,True
A3AO6M3YRN6PVV,White,High,False,High (SD = 7.5),Red,38,17,21,2,6,True
A3AO6M3YRN6PVV,White,High,True,High (SD = 7.5),White,33,18,15,6,5,True
A247PDSKLZU86P,White,Med,False,Med (SD = 4.5),Red,25,18,7,4,5,True
A247PDSKLZU86P,White,Med,True,Med (SD = 4.5),White,31,17,14,3,4,True
A2SWQM5X54P1O5,White,Med,False,Med (SD = 4.5),Red,30,12,18,4,4,True
A2SWQM5X54P1O5,White,Med,True,Med (SD = 4.5),White,33,13,20,6,6,True
AJY3TK15330KW,White,High,False,High (SD = 7.5),Red,38,15,23,2,3,True
AJY3TK15330KW,White,High,True,High (SD = 7.5),White,33,13,20,2,2,True
A1IBQ7MUUTWLS9,White,Med,False,Med (SD = 4.5),Red,45,22,23,5,6,True
A1IBQ7MUUTWLS9,White,Med,True,Med (SD = 4.5),White,50,17,33,4,5,True
A3MD34XEB4H6JF,Red,Med,True,Med (SD = 4.5),Red,29,22,7,5,6,True
A3MD34XEB4H6JF,Red,Med,False,Med (SD = 4.5),White,33,17,16,5,5,True
A3CDJ8PZX578GQ,White,Low,False,Low (SD = 1.1),Red,33,17,16,3,3,True
A3CDJ8PZX578GQ,White,Low,True,Low (SD = 1.1),White,27,14,13,4,5,True
A2RW3D2X07UKO3,White,High,False,High (SD = 7.5),Red,34,17,17,4,4,True
A2RW3D2X07UKO3,White,High,True,High (SD = 7.5),White,35,18,17,4,4,True
A3HXCMU4MOPSQI,White,Med,False,Med (SD = 4.5),Red,29,20,9,1,1,True
A3HXCMU4MOPSQI,White,Med,True,Med (SD = 4.5),White,36,21,15,1,1,True
A1EITLFAMKA61U,Red,High,True,High (SD = 7.5),Red,35,15,20,4,3,True
A1EITLFAMKA61U,Red,High,False,High (SD = 7.5),White,28,16,12,5,5,True
A1V0RDWOXP8N7,Red,Low,True,Low (SD = 1.1),Red,27,24,3,6,7,True
A1V0RDWOXP8N7,Red,Low,False,Low (SD = 1.1),White,34,17,17,3,3,True
AEWT71858NL5V,Red,Med,True,Med (SD = 4.5),Red,34,18,16,5,6,True
AEWT71858NL5V,Red,Med,False,Med (SD = 4.5),White,33,18,15,4,6,True
A3UFERVCN9A8IH,White,High,False,High (SD = 7.5),Red,32,22,10,5,5,True
A3UFERVCN9A8IH,White,High,True,High (SD = 7.5),White,38,18,20,3,3,True
A1TGV7LT6LTIQU,White,Med,False,Med (SD = 4.5),Red,33,17,16,3,6,True
A1TGV7LT6LTIQU,White,Med,True,Med (SD = 4.5),White,30,17,13,3,6,True
A309E9ZYRIL8X2,Red,Low,True,Low (SD = 1.1),Red,27,23,4,7,6,True
A309E9ZYRIL8X2,Red,Low,False,Low (SD = 1.1),White,36,19,17,1,1,True
AWTGJ45ZWUCHH,Red,Med,True,Med (SD = 4.5),Red,34,17,17,3,3,True
AWTGJ45ZWUCHH,Red,Med,False,Med (SD = 4.5),White,28,13,15,3,3,True
A1L6PGLE7CIS12,Red,High,True,High (SD = 7.5),Red,25,13,12,5,5,True
A1L6PGLE7CIS12,Red,High,False,High (SD = 7.5),White,31,13,18,5,5,True
AYNUK54JG6E2H,White,Low,False,Low (SD = 1.1),Red,33,19,14,5,3,True
AYNUK54JG6E2H,White,Low,True,Low (SD = 1.1),White,36,17,19,5,3,True
A2BZY06YRWGEDL,White,Med,False,Med (SD = 4.5),Red,32,18,14,5,5,True
A2BZY06YRWGEDL,White,Med,True,Med (SD = 4.5),White,30,18,12,5,5,True
A20Z5O57UDPFLX,Red,Low,True,Low (SD = 1.1),Red,39,19,20,6,4,True
A20Z5O57UDPFLX,Red,Low,False,Low (SD = 1.1),White,30,15,15,5,5,True
AB66CTVQ90RCV,White,High,False,High (SD = 7.5),Red,32,15,17,5,4,True
AB66CTVQ90RCV,White,High,True,High (SD = 7.5),White,31,13,18,3,2,True
A1VWLIXBS4WDOD,Red,High,True,High (SD = 7.5),Red,38,18,20,3,4,True
A1VWLIXBS4WDOD,Red,High,False,High (SD = 7.5),White,35,16,19,3,3,True
A18G2CLYSTENK,Red,Low,True,Low (SD = 1.1),Red,28,15,13,2,2,True
A18G2CLYSTENK,Red,Low,False,Low (SD = 1.1),White,35,19,16,2,2,True
ANKUCF96A2F1W,Red,Med,True,Med (SD = 4.5),Red,34,17,17,5,3,True
ANKUCF96A2F1W,Red,Med,False,Med (SD = 4.5),White,32,17,15,5,3,True
A3CWEIEY3TGJFX,White,Low,False,Low (SD = 1.1),Red,33,17,16,3,4,True
A3CWEIEY3TGJFX,White,Low,True,Low (SD = 1.1),White,27,20,7,5,6,True
A3K78ZN2UFJ2W7,White,Low,False,Low (SD = 1.1),Red,29,17,12,4,5,True
A3K78ZN2UFJ2W7,White,Low,True,Low (SD = 1.1),White,29,17,12,4,5,True
A38R7SIVV118KT,Red,High,True,High (SD = 7.5),Red,34,14,20,6,2,True
A38R7SIVV118KT,Red,High,False,High (SD = 7.5),White,32,12,20,2,2,True
A3862RIFFUV141,White,Med,False,Med (SD = 4.5),Red,33,18,15,3,3,True
A3862RIFFUV141,White,Med,True,Med (SD = 4.5),White,34,17,17,3,3,True
A144T42X6B04VA,Red,Low,True,Low (SD = 1.1),Red,33,12,21,6,6,True
A144T42X6B04VA,Red,Low,False,Low (SD = 1.1),White,33,17,16,3,3,True
A1B179AI3LZKWS,White,Low,False,Low (SD = 1.1),Red,33,18,15,3,3,True
A1B179AI3LZKWS,White,Low,True,Low (SD = 1.1),White,31,17,14,5,5,True
A1U9ZW9SEWWLJ0,Red,Med,True,Med (SD = 4.5),Red,33,18,15,3,3,True
A1U9ZW9SEWWLJ0,Red,Med,False,Med (SD = 4.5),White,31,17,14,5,3,True
A3JPL5O4IH479O,Red,Med,True,Med (SD = 4.5),Red,34,17,17,4,4,True
A3JPL5O4IH479O,Red,Med,False,Med (SD = 4.5),White,35,18,17,4,4,True
A3LYTS9S2XD704,Red,High,True,High (SD = 7.5),Red,37,10,27,5,5,True
A3LYTS9S2XD704,Red,High,False,High (SD = 7.5),White,31,7,24,2,2,True
A3DNFIQGSB5M5Q,White,High,False,High (SD = 7.5),Red,34,17,17,4,4,True
A3DNFIQGSB5M5Q,White,High,True,High (SD = 7.5),White,33,17,16,4,4,True
AZ4GLLVGQDYDF,Red,Low,True,Low (SD = 1.1),Red,27,18,9,2,5,True
AZ4GLLVGQDYDF,Red,Low,False,Low (SD = 1.1),White,34,17,17,2,5,True
A1QYGPU1NDUMWW,Red,High,True,High (SD = 7.5),Red,38,16,22,5,6,True
A1QYGPU1NDUMWW,Red,High,False,High (SD = 7.5),White,38,18,20,4,5,True
A24WEWMLNX6GIF,Red,Med,True,Med (SD = 4.5),Red,17,19,-2,5,5,False
A24WEWMLNX6GIF,Red,Med,False,Med (SD = 4.5),White,38,17,21,5,3,False
AG7C4X3WKKBV,White,Low,False,Low (SD = 1.1),Red,35,13,22,3,4,True
AG7C4X3WKKBV,White,Low,True,Low (SD = 1.1),White,38,26,12,5,4,True
A1WL3NZ50YEOWP,White,High,False,High (SD = 7.5),Red,35,17,18,5,5,True
A1WL3NZ50YEOWP,White,High,True,High (SD = 7.5),White,38,17,21,5,5,True
A2TCOV49RNTECD,Red,Low,True,Low (SD = 1.1),Red,27,23,4,5,5,True
A2TCOV49RNTECD,Red,Low,False,Low (SD = 1.1),White,24,22,2,5,6,True
A1VEEZ5D9WXZIV,White,Med,False,Med (SD = 4.5),Red,36,10,26,3,5,True
A1VEEZ5D9WXZIV,White,Med,True,Med (SD = 4.5),White,46,18,28,3,5,True
A2UV3Y9U12E94Z,Red,Med,True,Med (SD = 4.5),Red,32,20,12,5,6,True
A2UV3Y9U12E94Z,Red,Med,False,Med (SD = 4.5),White,23,10,13,5,5,True
A3P5WIW36V70AI,White,High,False,High (SD = 7.5),Red,36,17,19,2,2,True
A3P5WIW36V70AI,White,High,True,High (SD = 7.5),White,34,17,17,2,2,True
A6ZAKE3FP8YKY,White,Med,False,Med (SD = 4.5),Red,31,25,6,6,6,True
A6ZAKE3FP8YKY,White,Med,True,Med (SD = 4.5),White,30,24,6,6,6,True
A49HPQ9P5AHU4,Red,Low,True,Low (SD = 1.1),Red,28,23,5,6,6,True
A49HPQ9P5AHU4,Red,Low,False,Low (SD = 1.1),White,34,17,17,3,2,True
A2I6ZALE49CVSC,Red,High,True,High (SD = 7.5),Red,38,11,27,5,2,True
A2I6ZALE49CVSC,Red,High,False,High (SD = 7.5),White,36,13,23,5,4,True
A3UQ9R1VDVVQKR,Red,Med,True,Med (SD = 4.5),Red,33,18,15,5,4,True
A3UQ9R1VDVVQKR,Red,Med,False,Med (SD = 4.5),White,34,17,17,4,4,True
A3BXT78QXFC6F3,White,Low,False,Low (SD = 1.1),Red,45,24,21,4,5,True
A3BXT78QXFC6F3,White,Low,True,Low (SD = 1.1),White,40,20,20,5,4,True
A31JM9RECQGYEX,White,High,False,High (SD = 7.5),Red,49,29,20,3,3,True
A31JM9RECQGYEX,White,High,True,High (SD = 7.5),White,41,21,20,3,3,True
