turkid,is_manipulated,wine,mean_manipulated,value_id,value
A3421QFB8CTXOE,False,RedWine,Low,2,19
A3421QFB8CTXOE,False,RedWine,Low,3,19
A3421QFB8CTXOE,False,RedWine,Low,4,21
A3421QFB8CTXOE,False,RedWine,Low,5,21
A3421QFB8CTXOE,False,RedWine,Low,6,21
A3421QFB8CTXOE,False,RedWine,Low,7,21
A3421QFB8CTXOE,False,RedWine,Low,8,21
A3421QFB8CTXOE,False,RedWine,Low,9,21
A3421QFB8CTXOE,False,RedWine,Low,10,23
A3421QFB8CTXOE,False,RedWine,Low,11,23
A3421QFB8CTXOE,False,RedWine,Low,12,23
A3421QFB8CTXOE,False,RedWine,Low,13,23
A3421QFB8CTXOE,False,RedWine,Low,14,23
A3421QFB8CTXOE,False,RedWine,Low,15,25
A3421QFB8CTXOE,False,RedWine,Low,16,25
A3421QFB8CTXOE,False,RedWine,Low,17,25
A3421QFB8CTXOE,False,RedWine,Low,18,27
A3421QFB8CTXOE,False,RedWine,Low,19,27
A3421QFB8CTXOE,False,RedWine,Low,20,29
A3421QFB8CTXOE,False,RedWine,Low,21,29
A3421QFB8CTXOE,False,RedWine,Low,22,29
A3421QFB8CTXOE,False,RedWine,Low,23,29
A3421QFB8CTXOE,False,RedWine,Low,24,31
A11DGC3WVXQB11,False,RedWine,Med,0,19
A11DGC3WVXQB11,False,RedWine,Med,1,19
A11DGC3WVXQB11,False,RedWine,Med,2,19
A11DGC3WVXQB11,False,RedWine,Med,3,21
A11DGC3WVXQB11,False,RedWine,Med,4,21
A11DGC3WVXQB11,False,RedWine,Med,5,21
A11DGC3WVXQB11,False,RedWine,Med,6,23
A11DGC3WVXQB11,False,RedWine,Med,7,23
A11DGC3WVXQB11,False,RedWine,Med,8,23
A11DGC3WVXQB11,False,RedWine,Med,9,25
A11DGC3WVXQB11,False,RedWine,Med,10,25
A11DGC3WVXQB11,False,RedWine,Med,11,25
A11DGC3WVXQB11,False,RedWine,Med,12,27
A11DGC3WVXQB11,False,RedWine,Med,13,27
A11DGC3WVXQB11,False,RedWine,Med,14,27
A11DGC3WVXQB11,False,RedWine,Med,15,29
A11DGC3WVXQB11,False,RedWine,Med,16,29
A11DGC3WVXQB11,False,RedWine,Med,17,29
A11DGC3WVXQB11,False,RedWine,Med,18,31
A11DGC3WVXQB11,False,RedWine,Med,19,31
A11DGC3WVXQB11,False,RedWine,Med,20,31
A11DGC3WVXQB11,False,RedWine,Med,21,33
A11DGC3WVXQB11,False,RedWine,Med,22,33
A11DGC3WVXQB11,False,RedWine,Med,23,35
A11DGC3WVXQB11,False,RedWine,Med,24,35
A3634EWN5B6GL4,True,WhiteWine,High,0,17
A3634EWN5B6GL4,True,WhiteWine,High,1,17
A3634EWN5B6GL4,True,WhiteWine,High,2,19
A3634EWN5B6GL4,True,WhiteWine,High,3,19
A3634EWN5B6GL4,True,WhiteWine,High,4,19
A3634EWN5B6GL4,True,WhiteWine,High,5,19
A3634EWN5B6GL4,True,WhiteWine,High,6,21
A3634EWN5B6GL4,True,WhiteWine,High,7,21
A3634EWN5B6GL4,True,WhiteWine,High,8,23
A3634EWN5B6GL4,True,WhiteWine,High,9,25
A3634EWN5B6GL4,True,WhiteWine,High,10,25
A3634EWN5B6GL4,True,WhiteWine,High,11,27
A3634EWN5B6GL4,True,WhiteWine,High,12,29
A3634EWN5B6GL4,True,WhiteWine,High,13,29
A3634EWN5B6GL4,True,WhiteWine,High,14,31
A3634EWN5B6GL4,True,WhiteWine,High,15,31
A3634EWN5B6GL4,True,WhiteWine,High,16,33
A3634EWN5B6GL4,True,WhiteWine,High,17,33
A3634EWN5B6GL4,True,WhiteWine,High,18,35
A3634EWN5B6GL4,True,WhiteWine,High,19,37
A3634EWN5B6GL4,True,WhiteWine,High,20,39
A3634EWN5B6GL4,True,WhiteWine,High,21,39
A3634EWN5B6GL4,True,WhiteWine,High,22,39
A3634EWN5B6GL4,True,WhiteWine,High,23,41
A3634EWN5B6GL4,True,WhiteWine,High,24,41
AF9NG1PF59D1U,False,RedWine,High,0,19
AF9NG1PF59D1U,False,RedWine,High,1,19
AF9NG1PF59D1U,False,RedWine,High,2,19
AF9NG1PF59D1U,False,RedWine,High,3,19
AF9NG1PF59D1U,False,RedWine,High,4,19
AF9NG1PF59D1U,False,RedWine,High,5,27
AF9NG1PF59D1U,False,RedWine,High,6,27
AF9NG1PF59D1U,False,RedWine,High,7,27
AF9NG1PF59D1U,False,RedWine,High,8,27
AF9NG1PF59D1U,False,RedWine,High,9,27
AF9NG1PF59D1U,False,RedWine,High,10,27
AF9NG1PF59D1U,False,RedWine,High,11,29
AF9NG1PF59D1U,False,RedWine,High,12,31
AF9NG1PF59D1U,False,RedWine,High,13,31
AF9NG1PF59D1U,False,RedWine,High,14,31
AF9NG1PF59D1U,False,RedWine,High,15,31
AF9NG1PF59D1U,False,RedWine,High,16,31
AF9NG1PF59D1U,False,RedWine,High,17,31
AF9NG1PF59D1U,False,RedWine,High,18,31
AF9NG1PF59D1U,False,RedWine,High,19,31
AF9NG1PF59D1U,False,RedWine,High,20,33
AF9NG1PF59D1U,False,RedWine,High,21,33
AF9NG1PF59D1U,False,RedWine,High,22,33
AF9NG1PF59D1U,False,RedWine,High,23,33
AF9NG1PF59D1U,False,RedWine,High,24,33
A1E41XK40MN4IJ,True,WhiteWine,Med,0,13
A1E41XK40MN4IJ,True,WhiteWine,Med,1,15
A1E41XK40MN4IJ,True,WhiteWine,Med,2,17
A1E41XK40MN4IJ,True,WhiteWine,Med,3,17
A1E41XK40MN4IJ,True,WhiteWine,Med,4,19
A1E41XK40MN4IJ,True,WhiteWine,Med,5,19
A1E41XK40MN4IJ,True,WhiteWine,Med,6,19
A1E41XK40MN4IJ,True,WhiteWine,Med,7,19
A1E41XK40MN4IJ,True,WhiteWine,Med,8,19
A1E41XK40MN4IJ,True,WhiteWine,Med,9,21
A1E41XK40MN4IJ,True,WhiteWine,Med,10,21
A1E41XK40MN4IJ,True,WhiteWine,Med,11,21
A1E41XK40MN4IJ,True,WhiteWine,Med,12,21
A1E41XK40MN4IJ,True,WhiteWine,Med,13,21
A1E41XK40MN4IJ,True,WhiteWine,Med,14,23
A1E41XK40MN4IJ,True,WhiteWine,Med,15,23
A1E41XK40MN4IJ,True,WhiteWine,Med,16,25
A1E41XK40MN4IJ,True,WhiteWine,Med,17,25
A1E41XK40MN4IJ,True,WhiteWine,Med,18,25
A1E41XK40MN4IJ,True,WhiteWine,Med,19,27
A1E41XK40MN4IJ,True,WhiteWine,Med,20,27
A1E41XK40MN4IJ,True,WhiteWine,Med,21,29
A1E41XK40MN4IJ,True,WhiteWine,Med,22,29
A1E41XK40MN4IJ,True,WhiteWine,Med,23,31
A1E41XK40MN4IJ,True,WhiteWine,Med,24,33
A3H8ZBPIIYZP3G,False,RedWine,High,0,17
A3H8ZBPIIYZP3G,False,RedWine,High,1,17
A3H8ZBPIIYZP3G,False,RedWine,High,2,19
A3H8ZBPIIYZP3G,False,RedWine,High,3,19
A3H8ZBPIIYZP3G,False,RedWine,High,4,21
A3H8ZBPIIYZP3G,False,RedWine,High,5,23
A3H8ZBPIIYZP3G,False,RedWine,High,6,23
A3H8ZBPIIYZP3G,False,RedWine,High,7,23
A3H8ZBPIIYZP3G,False,RedWine,High,8,25
A3H8ZBPIIYZP3G,False,RedWine,High,9,27
A3H8ZBPIIYZP3G,False,RedWine,High,10,29
A3H8ZBPIIYZP3G,False,RedWine,High,11,29
A3H8ZBPIIYZP3G,False,RedWine,High,12,31
A3H8ZBPIIYZP3G,False,RedWine,High,13,31
A3H8ZBPIIYZP3G,False,RedWine,High,14,31
A3H8ZBPIIYZP3G,False,RedWine,High,15,33
A3H8ZBPIIYZP3G,False,RedWine,High,16,33
A3H8ZBPIIYZP3G,False,RedWine,High,17,35
A3H8ZBPIIYZP3G,False,RedWine,High,18,37
A3H8ZBPIIYZP3G,False,RedWine,High,19,39
A3H8ZBPIIYZP3G,False,RedWine,High,20,39
A3H8ZBPIIYZP3G,False,RedWine,High,21,41
A3H8ZBPIIYZP3G,False,RedWine,High,22,41
A3H8ZBPIIYZP3G,False,RedWine,High,23,41
A3H8ZBPIIYZP3G,False,RedWine,High,24,43
A2THLZ35QUDU1Y,True,WhiteWine,Med,0,15
A2THLZ35QUDU1Y,True,WhiteWine,Med,1,15
A2THLZ35QUDU1Y,True,WhiteWine,Med,2,19
A2THLZ35QUDU1Y,True,WhiteWine,Med,3,19
A2THLZ35QUDU1Y,True,WhiteWine,Med,4,19
A2THLZ35QUDU1Y,True,WhiteWine,Med,5,21
A2THLZ35QUDU1Y,True,WhiteWine,Med,6,21
A2THLZ35QUDU1Y,True,WhiteWine,Med,7,23
A2THLZ35QUDU1Y,True,WhiteWine,Med,8,23
A2THLZ35QUDU1Y,True,WhiteWine,Med,9,23
A2THLZ35QUDU1Y,True,WhiteWine,Med,10,23
A2THLZ35QUDU1Y,True,WhiteWine,Med,11,25
A2THLZ35QUDU1Y,True,WhiteWine,Med,12,25
A2THLZ35QUDU1Y,True,WhiteWine,Med,13,27
A2THLZ35QUDU1Y,True,WhiteWine,Med,14,27
A2THLZ35QUDU1Y,True,WhiteWine,Med,15,27
A2THLZ35QUDU1Y,True,WhiteWine,Med,16,31
A2THLZ35QUDU1Y,True,WhiteWine,Med,17,31
A2THLZ35QUDU1Y,True,WhiteWine,Med,18,33
A2THLZ35QUDU1Y,True,WhiteWine,Med,19,33
A2THLZ35QUDU1Y,True,WhiteWine,Med,20,33
A2THLZ35QUDU1Y,True,WhiteWine,Med,21,33
A2THLZ35QUDU1Y,True,WhiteWine,Med,22,33
A2THLZ35QUDU1Y,True,WhiteWine,Med,23,35
A2THLZ35QUDU1Y,True,WhiteWine,Med,24,39
A17J1CE7N49Z9D,True,WhiteWine,Low,0,11
A17J1CE7N49Z9D,True,WhiteWine,Low,1,11
A17J1CE7N49Z9D,True,WhiteWine,Low,2,11
A17J1CE7N49Z9D,True,WhiteWine,Low,3,13
A17J1CE7N49Z9D,True,WhiteWine,Low,4,13
A17J1CE7N49Z9D,True,WhiteWine,Low,5,13
A17J1CE7N49Z9D,True,WhiteWine,Low,6,13
A17J1CE7N49Z9D,True,WhiteWine,Low,7,17
A17J1CE7N49Z9D,True,WhiteWine,Low,8,17
A17J1CE7N49Z9D,True,WhiteWine,Low,9,17
A17J1CE7N49Z9D,True,WhiteWine,Low,10,17
A17J1CE7N49Z9D,True,WhiteWine,Low,11,17
A17J1CE7N49Z9D,True,WhiteWine,Low,12,17
A17J1CE7N49Z9D,True,WhiteWine,Low,13,17
A17J1CE7N49Z9D,True,WhiteWine,Low,14,19
A17J1CE7N49Z9D,True,WhiteWine,Low,15,19
A17J1CE7N49Z9D,True,WhiteWine,Low,16,21
A17J1CE7N49Z9D,True,WhiteWine,Low,17,21
A17J1CE7N49Z9D,True,WhiteWine,Low,18,21
A17J1CE7N49Z9D,True,WhiteWine,Low,19,21
A17J1CE7N49Z9D,True,WhiteWine,Low,20,25
A17J1CE7N49Z9D,True,WhiteWine,Low,21,25
A17J1CE7N49Z9D,True,WhiteWine,Low,22,25
A17J1CE7N49Z9D,True,WhiteWine,Low,23,25
A17J1CE7N49Z9D,True,WhiteWine,Low,24,27
A2UKCO1M1MEMZW,True,WhiteWine,High,0,31
A2UKCO1M1MEMZW,True,WhiteWine,High,1,31
A2UKCO1M1MEMZW,True,WhiteWine,High,2,31
A2UKCO1M1MEMZW,True,WhiteWine,High,3,31
A2UKCO1M1MEMZW,True,WhiteWine,High,4,31
A2UKCO1M1MEMZW,True,WhiteWine,High,5,31
A2UKCO1M1MEMZW,True,WhiteWine,High,6,33
A2UKCO1M1MEMZW,True,WhiteWine,High,7,33
A2UKCO1M1MEMZW,True,WhiteWine,High,8,33
A2UKCO1M1MEMZW,True,WhiteWine,High,9,35
A2UKCO1M1MEMZW,True,WhiteWine,High,10,35
A2UKCO1M1MEMZW,True,WhiteWine,High,11,37
A2UKCO1M1MEMZW,True,WhiteWine,High,12,37
A2UKCO1M1MEMZW,True,WhiteWine,High,13,37
A2UKCO1M1MEMZW,True,WhiteWine,High,14,37
A2UKCO1M1MEMZW,True,WhiteWine,High,15,39
A2UKCO1M1MEMZW,True,WhiteWine,High,16,39
A2UKCO1M1MEMZW,True,WhiteWine,High,17,39
A2UKCO1M1MEMZW,True,WhiteWine,High,18,39
A2UKCO1M1MEMZW,True,WhiteWine,High,19,39
A2UKCO1M1MEMZW,True,WhiteWine,High,20,39
A2UKCO1M1MEMZW,True,WhiteWine,High,21,41
A2UKCO1M1MEMZW,True,WhiteWine,High,22,41
A2UKCO1M1MEMZW,True,WhiteWine,High,23,41
A2UKCO1M1MEMZW,True,WhiteWine,High,24,41
A1HR4TQ0HAGU8T,False,RedWine,Low,0,13
A1HR4TQ0HAGU8T,False,RedWine,Low,1,15
A1HR4TQ0HAGU8T,False,RedWine,Low,2,15
A1HR4TQ0HAGU8T,False,RedWine,Low,3,17
A1HR4TQ0HAGU8T,False,RedWine,Low,4,17
A1HR4TQ0HAGU8T,False,RedWine,Low,5,17
A1HR4TQ0HAGU8T,False,RedWine,Low,6,19
A1HR4TQ0HAGU8T,False,RedWine,Low,7,19
A1HR4TQ0HAGU8T,False,RedWine,Low,8,19
A1HR4TQ0HAGU8T,False,RedWine,Low,9,19
A1HR4TQ0HAGU8T,False,RedWine,Low,10,21
A1HR4TQ0HAGU8T,False,RedWine,Low,11,21
A1HR4TQ0HAGU8T,False,RedWine,Low,12,21
A1HR4TQ0HAGU8T,False,RedWine,Low,13,23
A1HR4TQ0HAGU8T,False,RedWine,Low,14,23
A1HR4TQ0HAGU8T,False,RedWine,Low,15,25
A1HR4TQ0HAGU8T,False,RedWine,Low,16,25
A1HR4TQ0HAGU8T,False,RedWine,Low,17,25
A1HR4TQ0HAGU8T,False,RedWine,Low,18,27
A1HR4TQ0HAGU8T,False,RedWine,Low,19,27
A1HR4TQ0HAGU8T,False,RedWine,Low,20,29
A1HR4TQ0HAGU8T,False,RedWine,Low,21,29
A1HR4TQ0HAGU8T,False,RedWine,Low,22,31
A1HR4TQ0HAGU8T,False,RedWine,Low,23,33
A1HR4TQ0HAGU8T,False,RedWine,Low,24,35
A20VKYV1BCNFFV,False,RedWine,High,0,17
A20VKYV1BCNFFV,False,RedWine,High,1,17
A20VKYV1BCNFFV,False,RedWine,High,2,17
A20VKYV1BCNFFV,False,RedWine,High,3,17
A20VKYV1BCNFFV,False,RedWine,High,4,19
A20VKYV1BCNFFV,False,RedWine,High,5,19
A20VKYV1BCNFFV,False,RedWine,High,6,19
A20VKYV1BCNFFV,False,RedWine,High,7,19
A20VKYV1BCNFFV,False,RedWine,High,8,21
A20VKYV1BCNFFV,False,RedWine,High,9,21
A20VKYV1BCNFFV,False,RedWine,High,10,21
A20VKYV1BCNFFV,False,RedWine,High,11,21
A20VKYV1BCNFFV,False,RedWine,High,12,23
A20VKYV1BCNFFV,False,RedWine,High,13,23
A20VKYV1BCNFFV,False,RedWine,High,14,25
A20VKYV1BCNFFV,False,RedWine,High,15,25
A20VKYV1BCNFFV,False,RedWine,High,16,27
A20VKYV1BCNFFV,False,RedWine,High,17,27
A20VKYV1BCNFFV,False,RedWine,High,18,27
A20VKYV1BCNFFV,False,RedWine,High,19,29
A20VKYV1BCNFFV,False,RedWine,High,20,29
A20VKYV1BCNFFV,False,RedWine,High,21,29
A20VKYV1BCNFFV,False,RedWine,High,22,31
A20VKYV1BCNFFV,False,RedWine,High,23,31
A20VKYV1BCNFFV,False,RedWine,High,24,31
A3LIFFLOK79ASD,False,RedWine,Med,0,17
A3LIFFLOK79ASD,False,RedWine,Med,1,19
A3LIFFLOK79ASD,False,RedWine,Med,2,19
A3LIFFLOK79ASD,False,RedWine,Med,3,21
A3LIFFLOK79ASD,False,RedWine,Med,4,21
A3LIFFLOK79ASD,False,RedWine,Med,5,21
A3LIFFLOK79ASD,False,RedWine,Med,6,23
A3LIFFLOK79ASD,False,RedWine,Med,7,23
A3LIFFLOK79ASD,False,RedWine,Med,8,23
A3LIFFLOK79ASD,False,RedWine,Med,9,23
A3LIFFLOK79ASD,False,RedWine,Med,10,23
A3LIFFLOK79ASD,False,RedWine,Med,11,23
A3LIFFLOK79ASD,False,RedWine,Med,12,25
A3LIFFLOK79ASD,False,RedWine,Med,13,25
A3LIFFLOK79ASD,False,RedWine,Med,14,25
A3LIFFLOK79ASD,False,RedWine,Med,15,25
A3LIFFLOK79ASD,False,RedWine,Med,16,25
A3LIFFLOK79ASD,False,RedWine,Med,17,25
A3LIFFLOK79ASD,False,RedWine,Med,18,27
A3LIFFLOK79ASD,False,RedWine,Med,19,27
A3LIFFLOK79ASD,False,RedWine,Med,20,29
A3LIFFLOK79ASD,False,RedWine,Med,21,29
A3LIFFLOK79ASD,False,RedWine,Med,22,31
A3LIFFLOK79ASD,False,RedWine,Med,23,31
A3LIFFLOK79ASD,False,RedWine,Med,24,33
A35LCVF2Q3Z2TI,True,WhiteWine,Med,0,17
A35LCVF2Q3Z2TI,True,WhiteWine,Med,1,17
A35LCVF2Q3Z2TI,True,WhiteWine,Med,2,17
A35LCVF2Q3Z2TI,True,WhiteWine,Med,3,19
A35LCVF2Q3Z2TI,True,WhiteWine,Med,4,19
A35LCVF2Q3Z2TI,True,WhiteWine,Med,5,19
A35LCVF2Q3Z2TI,True,WhiteWine,Med,6,19
A35LCVF2Q3Z2TI,True,WhiteWine,Med,7,21
A35LCVF2Q3Z2TI,True,WhiteWine,Med,8,21
A35LCVF2Q3Z2TI,True,WhiteWine,Med,9,21
A35LCVF2Q3Z2TI,True,WhiteWine,Med,10,21
A35LCVF2Q3Z2TI,True,WhiteWine,Med,11,21
A35LCVF2Q3Z2TI,True,WhiteWine,Med,12,23
A35LCVF2Q3Z2TI,True,WhiteWine,Med,13,23
A35LCVF2Q3Z2TI,True,WhiteWine,Med,14,23
A35LCVF2Q3Z2TI,True,WhiteWine,Med,15,23
A35LCVF2Q3Z2TI,True,WhiteWine,Med,16,23
A35LCVF2Q3Z2TI,True,WhiteWine,Med,17,23
A35LCVF2Q3Z2TI,True,WhiteWine,Med,18,23
A35LCVF2Q3Z2TI,True,WhiteWine,Med,19,23
A35LCVF2Q3Z2TI,True,WhiteWine,Med,20,25
A35LCVF2Q3Z2TI,True,WhiteWine,Med,21,25
A35LCVF2Q3Z2TI,True,WhiteWine,Med,22,27
A35LCVF2Q3Z2TI,True,WhiteWine,Med,23,27
A35LCVF2Q3Z2TI,True,WhiteWine,Med,24,27
A12U7YNO0GKNKZ,True,WhiteWine,High,0,27
A12U7YNO0GKNKZ,True,WhiteWine,High,1,29
A12U7YNO0GKNKZ,True,WhiteWine,High,2,31
A12U7YNO0GKNKZ,True,WhiteWine,High,3,31
A12U7YNO0GKNKZ,True,WhiteWine,High,4,33
A12U7YNO0GKNKZ,True,WhiteWine,High,5,33
A12U7YNO0GKNKZ,True,WhiteWine,High,6,33
A12U7YNO0GKNKZ,True,WhiteWine,High,7,33
A12U7YNO0GKNKZ,True,WhiteWine,High,8,35
A12U7YNO0GKNKZ,True,WhiteWine,High,9,35
A12U7YNO0GKNKZ,True,WhiteWine,High,10,35
A12U7YNO0GKNKZ,True,WhiteWine,High,11,35
A12U7YNO0GKNKZ,True,WhiteWine,High,12,37
A12U7YNO0GKNKZ,True,WhiteWine,High,13,37
A12U7YNO0GKNKZ,True,WhiteWine,High,14,37
A12U7YNO0GKNKZ,True,WhiteWine,High,15,37
A12U7YNO0GKNKZ,True,WhiteWine,High,16,39
A12U7YNO0GKNKZ,True,WhiteWine,High,17,39
A12U7YNO0GKNKZ,True,WhiteWine,High,18,41
A12U7YNO0GKNKZ,True,WhiteWine,High,19,41
A12U7YNO0GKNKZ,True,WhiteWine,High,20,41
A12U7YNO0GKNKZ,True,WhiteWine,High,21,41
A12U7YNO0GKNKZ,True,WhiteWine,High,22,43
A12U7YNO0GKNKZ,True,WhiteWine,High,23,43
A12U7YNO0GKNKZ,True,WhiteWine,High,24,43
ADKSME3J8B0PA,False,RedWine,Med,0,17
ADKSME3J8B0PA,False,RedWine,Med,1,17
ADKSME3J8B0PA,False,RedWine,Med,2,19
ADKSME3J8B0PA,False,RedWine,Med,3,19
ADKSME3J8B0PA,False,RedWine,Med,4,19
ADKSME3J8B0PA,False,RedWine,Med,5,21
ADKSME3J8B0PA,False,RedWine,Med,6,21
ADKSME3J8B0PA,False,RedWine,Med,7,21
ADKSME3J8B0PA,False,RedWine,Med,8,23
ADKSME3J8B0PA,False,RedWine,Med,9,23
ADKSME3J8B0PA,False,RedWine,Med,10,23
ADKSME3J8B0PA,False,RedWine,Med,11,23
ADKSME3J8B0PA,False,RedWine,Med,12,23
ADKSME3J8B0PA,False,RedWine,Med,13,25
ADKSME3J8B0PA,False,RedWine,Med,14,25
ADKSME3J8B0PA,False,RedWine,Med,15,25
ADKSME3J8B0PA,False,RedWine,Med,16,25
ADKSME3J8B0PA,False,RedWine,Med,17,27
ADKSME3J8B0PA,False,RedWine,Med,18,27
ADKSME3J8B0PA,False,RedWine,Med,19,27
ADKSME3J8B0PA,False,RedWine,Med,20,27
ADKSME3J8B0PA,False,RedWine,Med,21,29
ADKSME3J8B0PA,False,RedWine,Med,22,29
ADKSME3J8B0PA,False,RedWine,Med,23,31
ADKSME3J8B0PA,False,RedWine,Med,24,33
A2WYQJ4NPRM45U,False,RedWine,Low,0,23
A2WYQJ4NPRM45U,False,RedWine,Low,1,23
A2WYQJ4NPRM45U,False,RedWine,Low,2,23
A2WYQJ4NPRM45U,False,RedWine,Low,3,23
A2WYQJ4NPRM45U,False,RedWine,Low,4,23
A2WYQJ4NPRM45U,False,RedWine,Low,5,23
A2WYQJ4NPRM45U,False,RedWine,Low,6,23
A2WYQJ4NPRM45U,False,RedWine,Low,7,25
A2WYQJ4NPRM45U,False,RedWine,Low,8,29
A2WYQJ4NPRM45U,False,RedWine,Low,9,29
A2WYQJ4NPRM45U,False,RedWine,Low,10,29
A2WYQJ4NPRM45U,False,RedWine,Low,11,29
A2WYQJ4NPRM45U,False,RedWine,Low,12,29
A2WYQJ4NPRM45U,False,RedWine,Low,13,29
A2WYQJ4NPRM45U,False,RedWine,Low,14,31
A2WYQJ4NPRM45U,False,RedWine,Low,15,31
A2WYQJ4NPRM45U,False,RedWine,Low,16,31
A2WYQJ4NPRM45U,False,RedWine,Low,17,31
A2WYQJ4NPRM45U,False,RedWine,Low,18,31
A2WYQJ4NPRM45U,False,RedWine,Low,19,31
A2WYQJ4NPRM45U,False,RedWine,Low,20,31
A2WYQJ4NPRM45U,False,RedWine,Low,21,31
A2WYQJ4NPRM45U,False,RedWine,Low,22,31
A2WYQJ4NPRM45U,False,RedWine,Low,23,31
A2WYQJ4NPRM45U,False,RedWine,Low,24,31
A2R6MYEM2ZAEXX,False,RedWine,Low,0,9
A2R6MYEM2ZAEXX,False,RedWine,Low,1,9
A2R6MYEM2ZAEXX,False,RedWine,Low,2,11
A2R6MYEM2ZAEXX,False,RedWine,Low,3,13
A2R6MYEM2ZAEXX,False,RedWine,Low,4,13
A2R6MYEM2ZAEXX,False,RedWine,Low,5,13
A2R6MYEM2ZAEXX,False,RedWine,Low,6,15
A2R6MYEM2ZAEXX,False,RedWine,Low,7,15
A2R6MYEM2ZAEXX,False,RedWine,Low,8,15
A2R6MYEM2ZAEXX,False,RedWine,Low,9,17
A2R6MYEM2ZAEXX,False,RedWine,Low,10,17
A2R6MYEM2ZAEXX,False,RedWine,Low,11,17
A2R6MYEM2ZAEXX,False,RedWine,Low,12,19
A2R6MYEM2ZAEXX,False,RedWine,Low,13,19
A2R6MYEM2ZAEXX,False,RedWine,Low,14,19
A2R6MYEM2ZAEXX,False,RedWine,Low,15,21
A2R6MYEM2ZAEXX,False,RedWine,Low,16,21
A2R6MYEM2ZAEXX,False,RedWine,Low,17,23
A2R6MYEM2ZAEXX,False,RedWine,Low,18,25
A2R6MYEM2ZAEXX,False,RedWine,Low,19,25
A2R6MYEM2ZAEXX,False,RedWine,Low,20,25
A2R6MYEM2ZAEXX,False,RedWine,Low,21,27
A2R6MYEM2ZAEXX,False,RedWine,Low,22,27
A2R6MYEM2ZAEXX,False,RedWine,Low,23,29
A2R6MYEM2ZAEXX,False,RedWine,Low,24,29
A36Z98CBRZQ2AA,False,RedWine,Low,0,13
A36Z98CBRZQ2AA,False,RedWine,Low,1,13
A36Z98CBRZQ2AA,False,RedWine,Low,2,13
A36Z98CBRZQ2AA,False,RedWine,Low,3,13
A36Z98CBRZQ2AA,False,RedWine,Low,4,13
A36Z98CBRZQ2AA,False,RedWine,Low,5,13
A36Z98CBRZQ2AA,False,RedWine,Low,6,13
A36Z98CBRZQ2AA,False,RedWine,Low,7,15
A36Z98CBRZQ2AA,False,RedWine,Low,8,15
A36Z98CBRZQ2AA,False,RedWine,Low,9,15
A36Z98CBRZQ2AA,False,RedWine,Low,10,15
A36Z98CBRZQ2AA,False,RedWine,Low,11,15
A36Z98CBRZQ2AA,False,RedWine,Low,12,21
A36Z98CBRZQ2AA,False,RedWine,Low,13,21
A36Z98CBRZQ2AA,False,RedWine,Low,14,21
A36Z98CBRZQ2AA,False,RedWine,Low,15,21
A36Z98CBRZQ2AA,False,RedWine,Low,16,21
A36Z98CBRZQ2AA,False,RedWine,Low,17,25
A36Z98CBRZQ2AA,False,RedWine,Low,18,25
A36Z98CBRZQ2AA,False,RedWine,Low,19,25
A36Z98CBRZQ2AA,False,RedWine,Low,20,25
A36Z98CBRZQ2AA,False,RedWine,Low,21,25
A36Z98CBRZQ2AA,False,RedWine,Low,22,25
A36Z98CBRZQ2AA,False,RedWine,Low,23,25
A36Z98CBRZQ2AA,False,RedWine,Low,24,25
A1V7SD89P2M326,True,WhiteWine,High,0,29
A1V7SD89P2M326,True,WhiteWine,High,1,29
A1V7SD89P2M326,True,WhiteWine,High,2,31
A1V7SD89P2M326,True,WhiteWine,High,3,31
A1V7SD89P2M326,True,WhiteWine,High,4,33
A1V7SD89P2M326,True,WhiteWine,High,5,33
A1V7SD89P2M326,True,WhiteWine,High,6,33
A1V7SD89P2M326,True,WhiteWine,High,7,33
A1V7SD89P2M326,True,WhiteWine,High,8,35
A1V7SD89P2M326,True,WhiteWine,High,9,37
A1V7SD89P2M326,True,WhiteWine,High,10,37
A1V7SD89P2M326,True,WhiteWine,High,11,37
A1V7SD89P2M326,True,WhiteWine,High,12,37
A1V7SD89P2M326,True,WhiteWine,High,13,37
A1V7SD89P2M326,True,WhiteWine,High,14,37
A1V7SD89P2M326,True,WhiteWine,High,15,37
A1V7SD89P2M326,True,WhiteWine,High,16,39
A1V7SD89P2M326,True,WhiteWine,High,17,39
A1V7SD89P2M326,True,WhiteWine,High,18,39
A1V7SD89P2M326,True,WhiteWine,High,19,41
A1V7SD89P2M326,True,WhiteWine,High,20,41
A1V7SD89P2M326,True,WhiteWine,High,21,41
A1V7SD89P2M326,True,WhiteWine,High,22,43
A1V7SD89P2M326,True,WhiteWine,High,23,43
A1V7SD89P2M326,True,WhiteWine,High,24,43
A1AF0EGV7RTP5U,True,WhiteWine,High,0,23
A1AF0EGV7RTP5U,True,WhiteWine,High,1,27
A1AF0EGV7RTP5U,True,WhiteWine,High,2,29
A1AF0EGV7RTP5U,True,WhiteWine,High,3,29
A1AF0EGV7RTP5U,True,WhiteWine,High,4,31
A1AF0EGV7RTP5U,True,WhiteWine,High,5,31
A1AF0EGV7RTP5U,True,WhiteWine,High,6,31
A1AF0EGV7RTP5U,True,WhiteWine,High,7,33
A1AF0EGV7RTP5U,True,WhiteWine,High,8,33
A1AF0EGV7RTP5U,True,WhiteWine,High,9,33
A1AF0EGV7RTP5U,True,WhiteWine,High,10,33
