turkid,is_manipulated,wine,mean_manipulated,value_id,value
A2RTJ6BDY0DZVZ,False,RedWine,Med,12,25
A2RTJ6BDY0DZVZ,False,RedWine,Med,13,25
A2RTJ6BDY0DZVZ,False,RedWine,Med,14,27
A2RTJ6BDY0DZVZ,False,RedWine,Med,15,27
A2RTJ6BDY0DZVZ,False,RedWine,Med,16,27
A2RTJ6BDY0DZVZ,False,RedWine,Med,17,27
A2RTJ6BDY0DZVZ,False,RedWine,Med,18,29
A2RTJ6BDY0DZVZ,False,RedWine,Med,19,29
A2RTJ6BDY0DZVZ,False,RedWine,Med,20,31
A2RTJ6BDY0DZVZ,False,RedWine,Med,21,31
A2RTJ6BDY0DZVZ,False,RedWine,Med,22,31
A2RTJ6BDY0DZVZ,False,RedWine,Med,23,31
A2RTJ6BDY0DZVZ,False,RedWine,Med,24,33
A1ANSFI5L7SUUH,False,RedWine,High,0,15
A1ANSFI5L7SUUH,False,RedWine,High,1,15
A1ANSFI5L7SUUH,False,RedWine,High,2,15
A1ANSFI5L7SUUH,False,RedWine,High,3,15
A1ANSFI5L7SUUH,False,RedWine,High,4,15
A1ANSFI5L7SUUH,False,RedWine,High,5,15
A1ANSFI5L7SUUH,False,RedWine,High,6,15
A1ANSFI5L7SUUH,False,RedWine,High,7,19
A1ANSFI5L7SUUH,False,RedWine,High,8,19
A1ANSFI5L7SUUH,False,RedWine,High,9,19
A1ANSFI5L7SUUH,False,RedWine,High,10,19
A1ANSFI5L7SUUH,False,RedWine,High,11,19
A1ANSFI5L7SUUH,False,RedWine,High,12,19
A1ANSFI5L7SUUH,False,RedWine,High,13,29
A1ANSFI5L7SUUH,False,RedWine,High,14,29
A1ANSFI5L7SUUH,False,RedWine,High,15,29
A1ANSFI5L7SUUH,False,RedWine,High,16,31
A1ANSFI5L7SUUH,False,RedWine,High,17,31
A1ANSFI5L7SUUH,False,RedWine,High,18,31
A1ANSFI5L7SUUH,False,RedWine,High,19,31
A1ANSFI5L7SUUH,False,RedWine,High,20,31
A1ANSFI5L7SUUH,False,RedWine,High,21,31
A1ANSFI5L7SUUH,False,RedWine,High,22,31
A1ANSFI5L7SUUH,False,RedWine,High,23,31
A1ANSFI5L7SUUH,False,RedWine,High,24,31
A3I6BRC06LZA5Z,True,WhiteWine,Low,0,7
A3I6BRC06LZA5Z,True,WhiteWine,Low,1,9
A3I6BRC06LZA5Z,True,WhiteWine,Low,2,9
A3I6BRC06LZA5Z,True,WhiteWine,Low,3,9
A3I6BRC06LZA5Z,True,WhiteWine,Low,4,9
A3I6BRC06LZA5Z,True,WhiteWine,Low,5,9
A3I6BRC06LZA5Z,True,WhiteWine,Low,6,21
A3I6BRC06LZA5Z,True,WhiteWine,Low,7,21
A3I6BRC06LZA5Z,True,WhiteWine,Low,8,21
A3I6BRC06LZA5Z,True,WhiteWine,Low,9,21
A3I6BRC06LZA5Z,True,WhiteWine,Low,10,21
A3I6BRC06LZA5Z,True,WhiteWine,Low,11,21
A3I6BRC06LZA5Z,True,WhiteWine,Low,12,21
A3I6BRC06LZA5Z,True,WhiteWine,Low,13,23
A3I6BRC06LZA5Z,True,WhiteWine,Low,14,23
A3I6BRC06LZA5Z,True,WhiteWine,Low,15,23
A3I6BRC06LZA5Z,True,WhiteWine,Low,16,23
A3I6BRC06LZA5Z,True,WhiteWine,Low,17,27
A3I6BRC06LZA5Z,True,WhiteWine,Low,18,27
A3I6BRC06LZA5Z,True,WhiteWine,Low,19,29
A3I6BRC06LZA5Z,True,WhiteWine,Low,20,33
A3I6BRC06LZA5Z,True,WhiteWine,Low,21,33
A3I6BRC06LZA5Z,True,WhiteWine,Low,22,33
A3I6BRC06LZA5Z,True,WhiteWine,Low,23,33
A3I6BRC06LZA5Z,True,WhiteWine,Low,24,33
ABUF5EN8YNJQO,False,RedWine,Med,0,7
ABUF5EN8YNJQO,False,RedWine,Med,1,7
ABUF5EN8YNJQO,False,RedWine,Med,2,11
ABUF5EN8YNJQO,False,RedWine,Med,3,17
ABUF5EN8YNJQO,False,RedWine,Med,4,21
ABUF5EN8YNJQO,False,RedWine,Med,5,21
ABUF5EN8YNJQO,False,RedWine,Med,6,23
ABUF5EN8YNJQO,False,RedWine,Med,7,25
ABUF5EN8YNJQO,False,RedWine,Med,8,27
ABUF5EN8YNJQO,False,RedWine,Med,9,27
ABUF5EN8YNJQO,False,RedWine,Med,10,31
ABUF5EN8YNJQO,False,RedWine,Med,11,31
ABUF5EN8YNJQO,False,RedWine,Med,12,35
ABUF5EN8YNJQO,False,RedWine,Med,13,35
ABUF5EN8YNJQO,False,RedWine,Med,14,35
ABUF5EN8YNJQO,False,RedWine,Med,15,37
ABUF5EN8YNJQO,False,RedWine,Med,16,39
ABUF5EN8YNJQO,False,RedWine,Med,17,43
ABUF5EN8YNJQO,False,RedWine,Med,18,43
ABUF5EN8YNJQO,False,RedWine,Med,19,43
ABUF5EN8YNJQO,False,RedWine,Med,20,45
ABUF5EN8YNJQO,False,RedWine,Med,21,45
ABUF5EN8YNJQO,False,RedWine,Med,22,45
ABUF5EN8YNJQO,False,RedWine,Med,23,45
ABUF5EN8YNJQO,False,RedWine,Med,24,45
A2S0KMAU2QPEWL,False,RedWine,Med,0,13
A2S0KMAU2QPEWL,False,RedWine,Med,1,13
A2S0KMAU2QPEWL,False,RedWine,Med,2,15
A2S0KMAU2QPEWL,False,RedWine,Med,3,17
A2S0KMAU2QPEWL,False,RedWine,Med,4,17
A2S0KMAU2QPEWL,False,RedWine,Med,5,17
A2S0KMAU2QPEWL,False,RedWine,Med,6,17
A2S0KMAU2QPEWL,False,RedWine,Med,7,19
A2S0KMAU2QPEWL,False,RedWine,Med,8,19
A2S0KMAU2QPEWL,False,RedWine,Med,9,19
A2S0KMAU2QPEWL,False,RedWine,Med,10,21
A2S0KMAU2QPEWL,False,RedWine,Med,11,21
A2S0KMAU2QPEWL,False,RedWine,Med,12,21
A2S0KMAU2QPEWL,False,RedWine,Med,13,23
A2S0KMAU2QPEWL,False,RedWine,Med,14,23
A2S0KMAU2QPEWL,False,RedWine,Med,15,25
A2S0KMAU2QPEWL,False,RedWine,Med,16,25
A2S0KMAU2QPEWL,False,RedWine,Med,17,27
A2S0KMAU2QPEWL,False,RedWine,Med,18,27
A2S0KMAU2QPEWL,False,RedWine,Med,19,29
A2S0KMAU2QPEWL,False,RedWine,Med,20,31
A2S0KMAU2QPEWL,False,RedWine,Med,21,31
A2S0KMAU2QPEWL,False,RedWine,Med,22,33
A2S0KMAU2QPEWL,False,RedWine,Med,23,33
A2S0KMAU2QPEWL,False,RedWine,Med,24,33
A2FI2VTA8JVYS6,True,WhiteWine,Med,0,13
A2FI2VTA8JVYS6,True,WhiteWine,Med,1,13
A2FI2VTA8JVYS6,True,WhiteWine,Med,2,13
A2FI2VTA8JVYS6,True,WhiteWine,Med,3,13
A2FI2VTA8JVYS6,True,WhiteWine,Med,4,13
A2FI2VTA8JVYS6,True,WhiteWine,Med,5,15
A2FI2VTA8JVYS6,True,WhiteWine,Med,6,17
A2FI2VTA8JVYS6,True,WhiteWine,Med,7,17
A2FI2VTA8JVYS6,True,WhiteWine,Med,8,17
A2FI2VTA8JVYS6,True,WhiteWine,Med,9,17
A2FI2VTA8JVYS6,True,WhiteWine,Med,10,17
A2FI2VTA8JVYS6,True,WhiteWine,Med,11,17
A2FI2VTA8JVYS6,True,WhiteWine,Med,12,19
A2FI2VTA8JVYS6,True,WhiteWine,Med,13,19
A2FI2VTA8JVYS6,True,WhiteWine,Med,14,19
A2FI2VTA8JVYS6,True,WhiteWine,Med,15,19
A2FI2VTA8JVYS6,True,WhiteWine,Med,16,21
A2FI2VTA8JVYS6,True,WhiteWine,Med,17,21
A2FI2VTA8JVYS6,True,WhiteWine,Med,18,21
A2FI2VTA8JVYS6,True,WhiteWine,Med,19,21
A2FI2VTA8JVYS6,True,WhiteWine,Med,20,21
A2FI2VTA8JVYS6,True,WhiteWine,Med,21,21
A2FI2VTA8JVYS6,True,WhiteWine,Med,22,25
A2FI2VTA8JVYS6,True,WhiteWine,Med,23,25
A2FI2VTA8JVYS6,True,WhiteWine,Med,24,25
AFRJKS3Z3H4CA,False,RedWine,Med,0,17
AFRJKS3Z3H4CA,False,RedWine,Med,1,17
AFRJKS3Z3H4CA,False,RedWine,Med,2,19
AFRJKS3Z3H4CA,False,RedWine,Med,3,19
AFRJKS3Z3H4CA,False,RedWine,Med,4,19
AFRJKS3Z3H4CA,False,RedWine,Med,5,19
AFRJKS3Z3H4CA,False,RedWine,Med,6,21
AFRJKS3Z3H4CA,False,RedWine,Med,7,21
AFRJKS3Z3H4CA,False,RedWine,Med,8,21
AFRJKS3Z3H4CA,False,RedWine,Med,9,21
AFRJKS3Z3H4CA,False,RedWine,Med,10,21
AFRJKS3Z3H4CA,False,RedWine,Med,11,21
AFRJKS3Z3H4CA,False,RedWine,Med,12,23
AFRJKS3Z3H4CA,False,RedWine,Med,13,23
AFRJKS3Z3H4CA,False,RedWine,Med,14,23
AFRJKS3Z3H4CA,False,RedWine,Med,15,23
AFRJKS3Z3H4CA,False,RedWine,Med,16,23
AFRJKS3Z3H4CA,False,RedWine,Med,17,23
AFRJKS3Z3H4CA,False,RedWine,Med,18,25
AFRJKS3Z3H4CA,False,RedWine,Med,19,25
AFRJKS3Z3H4CA,False,RedWine,Med,20,25
AFRJKS3Z3H4CA,False,RedWine,Med,21,25
AFRJKS3Z3H4CA,False,RedWine,Med,22,27
AFRJKS3Z3H4CA,False,RedWine,Med,23,27
AFRJKS3Z3H4CA,False,RedWine,Med,24,27
AAEZQL4J6CQGM,False,RedWine,Med,0,15
AAEZQL4J6CQGM,False,RedWine,Med,1,15
AAEZQL4J6CQGM,False,RedWine,Med,2,17
AAEZQL4J6CQGM,False,RedWine,Med,3,17
AAEZQL4J6CQGM,False,RedWine,Med,4,19
AAEZQL4J6CQGM,False,RedWine,Med,5,19
AAEZQL4J6CQGM,False,RedWine,Med,6,19
AAEZQL4J6CQGM,False,RedWine,Med,7,21
AAEZQL4J6CQGM,False,RedWine,Med,8,21
AAEZQL4J6CQGM,False,RedWine,Med,9,21
AAEZQL4J6CQGM,False,RedWine,Med,10,23
AAEZQL4J6CQGM,False,RedWine,Med,11,23
AAEZQL4J6CQGM,False,RedWine,Med,12,25
AAEZQL4J6CQGM,False,RedWine,Med,13,27
AAEZQL4J6CQGM,False,RedWine,Med,14,29
AAEZQL4J6CQGM,False,RedWine,Med,15,31
AAEZQL4J6CQGM,False,RedWine,Med,16,31
AAEZQL4J6CQGM,False,RedWine,Med,17,31
AAEZQL4J6CQGM,False,RedWine,Med,18,31
AAEZQL4J6CQGM,False,RedWine,Med,19,33
AAEZQL4J6CQGM,False,RedWine,Med,20,33
AAEZQL4J6CQGM,False,RedWine,Med,21,33
AAEZQL4J6CQGM,False,RedWine,Med,22,35
AAEZQL4J6CQGM,False,RedWine,Med,23,35
AAEZQL4J6CQGM,False,RedWine,Med,24,35
A32FI7MJTRMJ7P,False,RedWine,High,0,21
A32FI7MJTRMJ7P,False,RedWine,High,1,21
A32FI7MJTRMJ7P,False,RedWine,High,2,23
A32FI7MJTRMJ7P,False,RedWine,High,3,25
A32FI7MJTRMJ7P,False,RedWine,High,4,25
A32FI7MJTRMJ7P,False,RedWine,High,5,25
A32FI7MJTRMJ7P,False,RedWine,High,6,25
A32FI7MJTRMJ7P,False,RedWine,High,7,27
A32FI7MJTRMJ7P,False,RedWine,High,8,27
A32FI7MJTRMJ7P,False,RedWine,High,9,27
A32FI7MJTRMJ7P,False,RedWine,High,10,27
A32FI7MJTRMJ7P,False,RedWine,High,11,27
A32FI7MJTRMJ7P,False,RedWine,High,12,27
A32FI7MJTRMJ7P,False,RedWine,High,13,29
A32FI7MJTRMJ7P,False,RedWine,High,14,29
A32FI7MJTRMJ7P,False,RedWine,High,15,29
A32FI7MJTRMJ7P,False,RedWine,High,16,29
A32FI7MJTRMJ7P,False,RedWine,High,17,29
A32FI7MJTRMJ7P,False,RedWine,High,18,31
A32FI7MJTRMJ7P,False,RedWine,High,19,31
A32FI7MJTRMJ7P,False,RedWine,High,20,31
A32FI7MJTRMJ7P,False,RedWine,High,21,33
A32FI7MJTRMJ7P,False,RedWine,High,22,33
A32FI7MJTRMJ7P,False,RedWine,High,23,33
A32FI7MJTRMJ7P,False,RedWine,High,24,35
A2EAIMII6MSIO5,False,RedWine,Low,0,19
A2EAIMII6MSIO5,False,RedWine,Low,1,21
A2EAIMII6MSIO5,False,RedWine,Low,2,23
A2EAIMII6MSIO5,False,RedWine,Low,3,25
A2EAIMII6MSIO5,False,RedWine,Low,4,25
A2EAIMII6MSIO5,False,RedWine,Low,5,25
A2EAIMII6MSIO5,False,RedWine,Low,6,25
A2EAIMII6MSIO5,False,RedWine,Low,7,25
A2EAIMII6MSIO5,False,RedWine,Low,8,25
A2EAIMII6MSIO5,False,RedWine,Low,9,25
A2EAIMII6MSIO5,False,RedWine,Low,10,25
A2EAIMII6MSIO5,False,RedWine,Low,11,25
A2EAIMII6MSIO5,False,RedWine,Low,12,25
A2EAIMII6MSIO5,False,RedWine,Low,13,25
A2EAIMII6MSIO5,False,RedWine,Low,14,29
A2EAIMII6MSIO5,False,RedWine,Low,15,31
A2EAIMII6MSIO5,False,RedWine,Low,16,33
A2EAIMII6MSIO5,False,RedWine,Low,17,35
A2EAIMII6MSIO5,False,RedWine,Low,18,37
A2EAIMII6MSIO5,False,RedWine,Low,19,39
A2EAIMII6MSIO5,False,RedWine,Low,20,41
A2EAIMII6MSIO5,False,RedWine,Low,21,43
A2EAIMII6MSIO5,False,RedWine,Low,22,45
A2EAIMII6MSIO5,False,RedWine,Low,23,47
A2EAIMII6MSIO5,False,RedWine,Low,24,49
A1UP0R6KHEB4O,False,RedWine,Low,0,21
A1UP0R6KHEB4O,False,RedWine,Low,1,21
A1UP0R6KHEB4O,False,RedWine,Low,2,21
A1UP0R6KHEB4O,False,RedWine,Low,3,21
A1UP0R6KHEB4O,False,RedWine,Low,4,23
A1UP0R6KHEB4O,False,RedWine,Low,5,23
A1UP0R6KHEB4O,False,RedWine,Low,6,23
A1UP0R6KHEB4O,False,RedWine,Low,7,23
A1UP0R6KHEB4O,False,RedWine,Low,8,23
A1UP0R6KHEB4O,False,RedWine,Low,9,25
A1UP0R6KHEB4O,False,RedWine,Low,10,25
A1UP0R6KHEB4O,False,RedWine,Low,11,25
A1UP0R6KHEB4O,False,RedWine,Low,12,27
A1UP0R6KHEB4O,False,RedWine,Low,13,27
A1UP0R6KHEB4O,False,RedWine,Low,14,27
A1UP0R6KHEB4O,False,RedWine,Low,15,27
A1UP0R6KHEB4O,False,RedWine,Low,16,29
A1UP0R6KHEB4O,False,RedWine,Low,17,29
A1UP0R6KHEB4O,False,RedWine,Low,18,31
A1UP0R6KHEB4O,False,RedWine,Low,19,31
A1UP0R6KHEB4O,False,RedWine,Low,20,31
A1UP0R6KHEB4O,False,RedWine,Low,21,33
A1UP0R6KHEB4O,False,RedWine,Low,22,33
A1UP0R6KHEB4O,False,RedWine,Low,23,37
A1UP0R6KHEB4O,False,RedWine,Low,24,41
A1CSWN23S8BHQY,False,RedWine,Low,0,11
A1CSWN23S8BHQY,False,RedWine,Low,1,11
A1CSWN23S8BHQY,False,RedWine,Low,2,11
A1CSWN23S8BHQY,False,RedWine,Low,3,11
A1CSWN23S8BHQY,False,RedWine,Low,4,11
A1CSWN23S8BHQY,False,RedWine,Low,5,11
A1CSWN23S8BHQY,False,RedWine,Low,6,11
A1CSWN23S8BHQY,False,RedWine,Low,7,11
A1CSWN23S8BHQY,False,RedWine,Low,8,11
A1CSWN23S8BHQY,False,RedWine,Low,9,11
A1CSWN23S8BHQY,False,RedWine,Low,10,11
A1CSWN23S8BHQY,False,RedWine,Low,11,11
A1CSWN23S8BHQY,False,RedWine,Low,12,13
A1CSWN23S8BHQY,False,RedWine,Low,13,13
A1CSWN23S8BHQY,False,RedWine,Low,14,13
A1CSWN23S8BHQY,False,RedWine,Low,15,13
A1CSWN23S8BHQY,False,RedWine,Low,16,15
A1CSWN23S8BHQY,False,RedWine,Low,17,15
A1CSWN23S8BHQY,False,RedWine,Low,18,15
A1CSWN23S8BHQY,False,RedWine,Low,19,15
A1CSWN23S8BHQY,False,RedWine,Low,20,15
A1CSWN23S8BHQY,False,RedWine,Low,21,15
A1CSWN23S8BHQY,False,RedWine,Low,22,15
A1CSWN23S8BHQY,False,RedWine,Low,23,15
A1CSWN23S8BHQY,False,RedWine,Low,24,17
A203C9REA20IT3,False,RedWine,Low,0,21
A203C9REA20IT3,False,RedWine,Low,1,21
A203C9REA20IT3,False,RedWine,Low,2,21
A203C9REA20IT3,False,RedWine,Low,3,23
A203C9REA20IT3,False,RedWine,Low,4,23
A203C9REA20IT3,False,RedWine,Low,5,23
A203C9REA20IT3,False,RedWine,Low,6,23
A203C9REA20IT3,False,RedWine,Low,7,23
A203C9REA20IT3,False,RedWine,Low,8,25
A203C9REA20IT3,False,RedWine,Low,9,25
A203C9REA20IT3,False,RedWine,Low,10,25
A203C9REA20IT3,False,RedWine,Low,11,27
A203C9REA20IT3,False,RedWine,Low,12,27
A203C9REA20IT3,False,RedWine,Low,13,27
A203C9REA20IT3,False,RedWine,Low,14,27
A203C9REA20IT3,False,RedWine,Low,15,27
A203C9REA20IT3,False,RedWine,Low,16,27
A203C9REA20IT3,False,RedWine,Low,17,27
A203C9REA20IT3,False,RedWine,Low,18,29
A203C9REA20IT3,False,RedWine,Low,19,29
A203C9REA20IT3,False,RedWine,Low,20,29
A203C9REA20IT3,False,RedWine,Low,21,31
A203C9REA20IT3,False,RedWine,Low,22,31
A203C9REA20IT3,False,RedWine,Low,23,33
A203C9REA20IT3,False,RedWine,Low,24,33
A2YR5M2I1YCH75,False,RedWine,Low,0,13
A2YR5M2I1YCH75,False,RedWine,Low,1,13
A2YR5M2I1YCH75,False,RedWine,Low,2,15
A2YR5M2I1YCH75,False,RedWine,Low,3,15
A2YR5M2I1YCH75,False,RedWine,Low,4,17
A2YR5M2I1YCH75,False,RedWine,Low,5,17
A2YR5M2I1YCH75,False,RedWine,Low,6,19
A2YR5M2I1YCH75,False,RedWine,Low,7,19
A2YR5M2I1YCH75,False,RedWine,Low,8,21
A2YR5M2I1YCH75,False,RedWine,Low,9,21
A2YR5M2I1YCH75,False,RedWine,Low,10,21
A2YR5M2I1YCH75,False,RedWine,Low,11,21
A2YR5M2I1YCH75,False,RedWine,Low,12,23
A2YR5M2I1YCH75,False,RedWine,Low,13,23
A2YR5M2I1YCH75,False,RedWine,Low,14,23
A2YR5M2I1YCH75,False,RedWine,Low,15,25
A2YR5M2I1YCH75,False,RedWine,Low,16,25
A2YR5M2I1YCH75,False,RedWine,Low,17,25
A2YR5M2I1YCH75,False,RedWine,Low,18,27
A2YR5M2I1YCH75,False,RedWine,Low,19,27
A2YR5M2I1YCH75,False,RedWine,Low,20,29
A2YR5M2I1YCH75,False,RedWine,Low,21,29
A2YR5M2I1YCH75,False,RedWine,Low,22,31
A2YR5M2I1YCH75,False,RedWine,Low,23,33
A2YR5M2I1YCH75,False,RedWine,Low,24,33
ADCXF6QY5T046,True,WhiteWine,High,0,13
ADCXF6QY5T046,True,WhiteWine,High,1,13
ADCXF6QY5T046,True,WhiteWine,High,2,17
ADCXF6QY5T046,True,WhiteWine,High,3,17
ADCXF6QY5T046,True,WhiteWine,High,4,19
ADCXF6QY5T046,True,WhiteWine,High,5,19
ADCXF6QY5T046,True,WhiteWine,High,6,19
ADCXF6QY5T046,True,WhiteWine,High,7,19
ADCXF6QY5T046,True,WhiteWine,High,8,21
ADCXF6QY5T046,True,WhiteWine,High,9,21
ADCXF6QY5T046,True,WhiteWine,High,10,21
ADCXF6QY5T046,True,WhiteWine,High,11,25
ADCXF6QY5T046,True,WhiteWine,High,12,25
ADCXF6QY5T046,True,WhiteWine,High,13,25
ADCXF6QY5T046,True,WhiteWine,High,14,27
ADCXF6QY5T046,True,WhiteWine,High,15,27
ADCXF6QY5T046,True,WhiteWine,High,16,29
ADCXF6QY5T046,True,WhiteWine,High,17,29
ADCXF6QY5T046,True,WhiteWine,High,18,33
ADCXF6QY5T046,True,WhiteWine,High,19,33
ADCXF6QY5T046,True,WhiteWine,High,20,33
ADCXF6QY5T046,True,WhiteWine,High,21,33
ADCXF6QY5T046,True,WhiteWine,High,22,39
ADCXF6QY5T046,True,WhiteWine,High,23,39
ADCXF6QY5T046,True,WhiteWine,High,24,39
A13CXQGLSH6QY8,True,WhiteWine,Med,0,9
A13CXQGLSH6QY8,True,WhiteWine,Med,1,11
A13CXQGLSH6QY8,True,WhiteWine,Med,2,11
A13CXQGLSH6QY8,True,WhiteWine,Med,3,11
A13CXQGLSH6QY8,True,WhiteWine,Med,4,21
A13CXQGLSH6QY8,True,WhiteWine,Med,5,21
A13CXQGLSH6QY8,True,WhiteWine,Med,6,21
A13CXQGLSH6QY8,True,WhiteWine,Med,7,23
A13CXQGLSH6QY8,True,WhiteWine,Med,8,27
A13CXQGLSH6QY8,True,WhiteWine,Med,9,27
A13CXQGLSH6QY8,True,WhiteWine,Med,10,27
A13CXQGLSH6QY8,True,WhiteWine,Med,11,27
A13CXQGLSH6QY8,True,WhiteWine,Med,12,27
A13CXQGLSH6QY8,True,WhiteWine,Med,13,29
A13CXQGLSH6QY8,True,WhiteWine,Med,14,29
A13CXQGLSH6QY8,True,WhiteWine,Med,15,31
A13CXQGLSH6QY8,True,WhiteWine,Med,16,31
A13CXQGLSH6QY8,True,WhiteWine,Med,17,31
A13CXQGLSH6QY8,True,WhiteWine,Med,18,31
A13CXQGLSH6QY8,True,WhiteWine,Med,19,31
A13CXQGLSH6QY8,True,WhiteWine,Med,20,31
A13CXQGLSH6QY8,True,WhiteWine,Med,21,35
A13CXQGLSH6QY8,True,WhiteWine,Med,22,37
A13CXQGLSH6QY8,True,WhiteWine,Med,23,39
A13CXQGLSH6QY8,True,WhiteWine,Med,24,39
AB1X97ASE626Q,True,WhiteWine,Low,0,9
AB1X97ASE626Q,True,WhiteWine,Low,1,9
AB1X97ASE626Q,True,WhiteWine,Low,2,9
AB1X97ASE626Q,True,WhiteWine,Low,3,11
AB1X97ASE626Q,True,WhiteWine,Low,4,11
AB1X97ASE626Q,True,WhiteWine,Low,5,11
AB1X97ASE626Q,True,WhiteWine,Low,6,11
AB1X97ASE626Q,True,WhiteWine,Low,7,13
AB1X97ASE626Q,True,WhiteWine,Low,8,13
AB1X97ASE626Q,True,WhiteWine,Low,9,13
AB1X97ASE626Q,True,WhiteWine,Low,10,13
AB1X97ASE626Q,True,WhiteWine,Low,11,13
AB1X97ASE626Q,True,WhiteWine,Low,12,15
AB1X97ASE626Q,True,WhiteWine,Low,13,15
AB1X97ASE626Q,True,WhiteWine,Low,14,15
AB1X97ASE626Q,True,WhiteWine,Low,15,17
AB1X97ASE626Q,True,WhiteWine,Low,16,17
AB1X97ASE626Q,True,WhiteWine,Low,17,17
AB1X97ASE626Q,True,WhiteWine,Low,18,19
AB1X97ASE626Q,True,WhiteWine,Low,19,21
AB1X97ASE626Q,True,WhiteWine,Low,20,21
AB1X97ASE626Q,True,WhiteWine,Low,21,21
AB1X97ASE626Q,True,WhiteWine,Low,22,23
AB1X97ASE626Q,True,WhiteWine,Low,23,23
AB1X97ASE626Q,True,WhiteWine,Low,24,23
A1TA30P0NOOGE2,False,RedWine,Med,0,19
A1TA30P0NOOGE2,False,RedWine,Med,1,19
A1TA30P0NOOGE2,False,RedWine,Med,2,19
A1TA30P0NOOGE2,False,RedWine,Med,3,19
A1TA30P0NOOGE2,False,RedWine,Med,4,19
A1TA30P0NOOGE2,False,RedWine,Med,5,21
A1TA30P0NOOGE2,False,RedWine,Med,6,21
A1TA30P0NOOGE2,False,RedWine,Med,7,21
A1TA30P0NOOGE2,False,RedWine,Med,8,21
A1TA30P0NOOGE2,False,RedWine,Med,9,21
A1TA30P0NOOGE2,False,RedWine,Med,10,21
A1TA30P0NOOGE2,False,RedWine,Med,11,21
A1TA30P0NOOGE2,False,RedWine,Med,12,23
A1TA30P0NOOGE2,False,RedWine,Med,13,23
A1TA30P0NOOGE2,False,RedWine,Med,14,23
A1TA30P0NOOGE2,False,RedWine,Med,15,23
A1TA30P0NOOGE2,False,RedWine,Med,16,23
A1TA30P0NOOGE2,False,RedWine,Med,17,25
A1TA30P0NOOGE2,False,RedWine,Med,18,25
A1TA30P0NOOGE2,False,RedWine,Med,19,25
A1TA30P0NOOGE2,False,RedWine,Med,20,25
A1TA30P0NOOGE2,False,RedWine,Med,21,33
A1TA30P0NOOGE2,False,RedWine,Med,22,33
A1TA30P0NOOGE2,False,RedWine,Med,23,33
A1TA30P0NOOGE2,False,RedWine,Med,24,33
A14VY6QXKBLC0D,True,WhiteWine,Med,0,17
A14VY6QXKBLC0D,True,WhiteWine,Med,1,19
A14VY6QXKBLC0D,True,WhiteWine,Med,2,19
A14VY6QXKBLC0D,True,WhiteWine,Med,3,19
A14VY6QXKBLC0D,True,WhiteWine,Med,4,23
A14VY6QXKBLC0D,True,WhiteWine,Med,5,23
A14VY6QXKBLC0D,True,WhiteWine,Med,6,23
A14VY6QXKBLC0D,True,WhiteWine,Med,7,23
A14VY6QXKBLC0D,True,WhiteWine,Med,8,23
A14VY6QXKBLC0D,True,WhiteWine,Med,9,25
A14VY6QXKBLC0D,True,WhiteWine,Med,10,25
A14VY6QXKBLC0D,True,WhiteWine,Med,11,27
A14VY6QXKBLC0D,True,WhiteWine,Med,12,27
A14VY6QXKBLC0D,True,WhiteWine,Med,13,27
A14VY6QXKBLC0D,True,WhiteWine,Med,14,27
A14VY6QXKBLC0D,True,WhiteWine,Med,15,27
A14VY6QXKBLC0D,True,WhiteWine,Med,16,27
A14VY6QXKBLC0D,True,WhiteWine,Med,17,29
A14VY6QXKBLC0D,True,WhiteWine,Med,18,29
A14VY6QXKBLC0D,True,WhiteWine,Med,19,29
A14VY6QXKBLC0D,True,WhiteWine,Med,20,31
A14VY6QXKBLC0D,True,WhiteWine,Med,21,31
A14VY6QXKBLC0D,True,WhiteWine,Med,22,33
A14VY6QXKBLC0D,True,WhiteWine,Med,23,33
A14VY6QXKBLC0D,True,WhiteWine,Med,24,35
AEMQSFZAH1RS6,True,WhiteWine,High,0,25
AEMQSFZAH1RS6,True,WhiteWine,High,1,25
AEMQSFZAH1RS6,True,WhiteWine,High,2,27
AEMQSFZAH1RS6,True,WhiteWine,High,3,27
AEMQSFZAH1RS6,True,WhiteWine,High,4,27
AEMQSFZAH1RS6,True,WhiteWine,High,5,27
AEMQSFZAH1RS6,True,WhiteWine,High,6,27
AEMQSFZAH1RS6,True,WhiteWine,High,7,29
AEMQSFZAH1RS6,True,WhiteWine,High,8,29
AEMQSFZAH1RS6,True,WhiteWine,High,9,29
AEMQSFZAH1RS6,True,WhiteWine,High,10,31
AEMQSFZAH1RS6,True,WhiteWine,High,11,31
AEMQSFZAH1RS6,True,WhiteWine,High,12,33
AEMQSFZAH1RS6,True,WhiteWine,High,13,33
AEMQSFZAH1RS6,True,WhiteWine,High,14,35
AEMQSFZAH1RS6,True,WhiteWine,High,15,35
AEMQSFZAH1RS6,True,WhiteWine,High,16,37
AEMQSFZAH1RS6,True,WhiteWine,High,17,37
AEMQSFZAH1RS6,True,WhiteWine,High,18,39
AEMQSFZAH1RS6,True,WhiteWine,High,19,39
AEMQSFZAH1RS6,True,WhiteWine,High,20,39
AEMQSFZAH1RS6,True,WhiteWine,High,21,39
AEMQSFZAH1RS6,True,WhiteWine,High,22,41
AEMQSFZAH1RS6,True,WhiteWine,High,23,43
AEMQSFZAH1RS6,True,WhiteWine,High,24,43
ANBIWXLNKFCQQ,False,RedWine,Low,0,21
