turkid,condition,label_category,memory_min,memory_avg,offer,LTA,has_consistent_prefs
R_2dZ7yQTBVJ9QDOR,Higher dispersion,Florida,140.0,300.0,240,2.0,False
R_2dZ7yQTBVJ9QDOR,Higher dispersion,Florida,140.0,300.0,220,2.0,False
R_2dZ7yQTBVJ9QDOR,Higher dispersion,Florida,140.0,300.0,200,3.0,False
R_21b61tF9JR43Zc2,Equal dispersion,Colorado,260.0,330.0,280,2.0,True
R_21b61tF9JR43Zc2,Equal dispersion,Colorado,260.0,330.0,260,3.0,True
R_21b61tF9JR43Zc2,Equal dispersion,Colorado,260.0,330.0,240,3.0,True
R_21b61tF9JR43Zc2,Equal dispersion,Colorado,260.0,330.0,220,3.0,True
R_21b61tF9JR43Zc2,Equal dispersion,Colorado,260.0,330.0,200,3.0,True
R_PRtIdZ8Yg1QydgZ,Higher dispersion,Colorado,240.0,350.0,280,-1.0,True
R_PRtIdZ8Yg1QydgZ,Higher dispersion,Colorado,240.0,350.0,260,-1.0,True
R_PRtIdZ8Yg1QydgZ,Higher dispersion,Colorado,240.0,350.0,240,-1.0,True
R_PRtIdZ8Yg1QydgZ,Higher dispersion,Colorado,240.0,350.0,220,-1.0,True
R_PRtIdZ8Yg1QydgZ,Higher dispersion,Colorado,240.0,350.0,200,0.0,True
R_2bHQxnJWBI2bGHN,Equal dispersion,Florida,240.0,300.0,280,1.0,False
R_2bHQxnJWBI2bGHN,Equal dispersion,Florida,240.0,300.0,260,0.0,False
R_2bHQxnJWBI2bGHN,Equal dispersion,Florida,240.0,300.0,240,1.0,False
R_2bHQxnJWBI2bGHN,Equal dispersion,Florida,240.0,300.0,220,3.0,False
R_2bHQxnJWBI2bGHN,Equal dispersion,Florida,240.0,300.0,200,3.0,False
R_1PRi4daXXkjIdue,Higher dispersion,Colorado,160.0,300.0,280,1.0,True
R_1PRi4daXXkjIdue,Higher dispersion,Colorado,160.0,300.0,260,1.0,True
R_1PRi4daXXkjIdue,Higher dispersion,Colorado,160.0,300.0,240,1.0,True
R_1PRi4daXXkjIdue,Higher dispersion,Colorado,160.0,300.0,220,2.0,True
R_1PRi4daXXkjIdue,Higher dispersion,Colorado,160.0,300.0,200,3.0,True
R_2YEMzWCyGLvHpWI,Equal dispersion,Florida,260.0,320.0,280,-1.0,True
R_2YEMzWCyGLvHpWI,Equal dispersion,Florida,260.0,320.0,260,3.0,True
R_2YEMzWCyGLvHpWI,Equal dispersion,Florida,260.0,320.0,240,3.0,True
R_2YEMzWCyGLvHpWI,Equal dispersion,Florida,260.0,320.0,220,3.0,True
R_2YEMzWCyGLvHpWI,Equal dispersion,Florida,260.0,320.0,200,3.0,True
R_21tQxWyYifdgvQP,Higher dispersion,Colorado,180.0,260.0,280,1.0,True
R_21tQxWyYifdgvQP,Higher dispersion,Colorado,180.0,260.0,260,2.0,True
R_21tQxWyYifdgvQP,Higher dispersion,Colorado,180.0,260.0,240,2.0,True
R_21tQxWyYifdgvQP,Higher dispersion,Colorado,180.0,260.0,220,3.0,True
R_21tQxWyYifdgvQP,Higher dispersion,Colorado,180.0,260.0,200,3.0,True
R_2rMzGx9Kyq8NS2T,Higher dispersion,Colorado,260.0,320.0,280,1.0,True
R_2rMzGx9Kyq8NS2T,Higher dispersion,Colorado,260.0,320.0,260,1.0,True
R_2rMzGx9Kyq8NS2T,Higher dispersion,Colorado,260.0,320.0,240,1.0,True
R_2rMzGx9Kyq8NS2T,Higher dispersion,Colorado,260.0,320.0,220,2.0,True
R_2rMzGx9Kyq8NS2T,Higher dispersion,Colorado,260.0,320.0,200,3.0,True
R_232dECEtiFJxHas,Equal dispersion,Florida,260.0,300.0,280,-1.0,True
R_232dECEtiFJxHas,Equal dispersion,Florida,260.0,300.0,260,1.0,True
R_232dECEtiFJxHas,Equal dispersion,Florida,260.0,300.0,240,1.0,True
R_232dECEtiFJxHas,Equal dispersion,Florida,260.0,300.0,220,1.0,True
R_232dECEtiFJxHas,Equal dispersion,Florida,260.0,300.0,200,1.0,True
R_2aLhnN8HuCEtuOS,Higher dispersion,Florida,240.0,300.0,280,3.0,True
R_2aLhnN8HuCEtuOS,Higher dispersion,Florida,240.0,300.0,260,3.0,True
R_2aLhnN8HuCEtuOS,Higher dispersion,Florida,240.0,300.0,240,3.0,True
R_2aLhnN8HuCEtuOS,Higher dispersion,Florida,240.0,300.0,220,3.0,True
R_2aLhnN8HuCEtuOS,Higher dispersion,Florida,240.0,300.0,200,3.0,True
R_el22NICZPpd0yc1,Higher dispersion,Florida,180.0,300.0,280,-2.0,True
R_el22NICZPpd0yc1,Higher dispersion,Florida,180.0,300.0,260,-2.0,True
R_el22NICZPpd0yc1,Higher dispersion,Florida,180.0,300.0,240,-1.0,True
R_el22NICZPpd0yc1,Higher dispersion,Florida,180.0,300.0,220,0.0,True
R_el22NICZPpd0yc1,Higher dispersion,Florida,180.0,300.0,200,0.0,True
R_1jCFduJV1DdxKFq,Higher dispersion,Florida,180.0,300.0,280,-2.0,True
R_1jCFduJV1DdxKFq,Higher dispersion,Florida,180.0,300.0,260,-2.0,True
R_1jCFduJV1DdxKFq,Higher dispersion,Florida,180.0,300.0,240,-1.0,True
R_1jCFduJV1DdxKFq,Higher dispersion,Florida,180.0,300.0,220,-1.0,True
R_1jCFduJV1DdxKFq,Higher dispersion,Florida,180.0,300.0,200,0.0,True
R_CZHIewLHfdXBQTn,Equal dispersion,Colorado,300.0,340.0,280,1.0,False
R_CZHIewLHfdXBQTn,Equal dispersion,Colorado,300.0,340.0,260,3.0,False
R_CZHIewLHfdXBQTn,Equal dispersion,Colorado,300.0,340.0,240,2.0,False
R_CZHIewLHfdXBQTn,Equal dispersion,Colorado,300.0,340.0,220,2.0,False
R_CZHIewLHfdXBQTn,Equal dispersion,Colorado,300.0,340.0,200,3.0,False
R_3n89IV94hNwm4G7,Higher dispersion,Colorado,280.0,340.0,280,2.0,True
R_3n89IV94hNwm4G7,Higher dispersion,Colorado,280.0,340.0,260,3.0,True
R_3n89IV94hNwm4G7,Higher dispersion,Colorado,280.0,340.0,240,3.0,True
R_3n89IV94hNwm4G7,Higher dispersion,Colorado,280.0,340.0,220,3.0,True
R_3n89IV94hNwm4G7,Higher dispersion,Colorado,280.0,340.0,200,3.0,True
R_3PBwpuXzBw7yjAr,Equal dispersion,Florida,240.0,300.0,280,2.0,True
R_3PBwpuXzBw7yjAr,Equal dispersion,Florida,240.0,300.0,260,2.0,True
R_3PBwpuXzBw7yjAr,Equal dispersion,Florida,240.0,300.0,240,3.0,True
R_3PBwpuXzBw7yjAr,Equal dispersion,Florida,240.0,300.0,220,3.0,True
R_3PBwpuXzBw7yjAr,Equal dispersion,Florida,240.0,300.0,200,3.0,True
R_BtgYcrM2JPwDJx7,Equal dispersion,Florida,200.0,280.0,280,0.0,True
R_BtgYcrM2JPwDJx7,Equal dispersion,Florida,200.0,280.0,260,1.0,True
R_BtgYcrM2JPwDJx7,Equal dispersion,Florida,200.0,280.0,240,1.0,True
R_BtgYcrM2JPwDJx7,Equal dispersion,Florida,200.0,280.0,220,3.0,True
R_BtgYcrM2JPwDJx7,Equal dispersion,Florida,200.0,280.0,200,3.0,True
R_0SR3XsUPD3ycFWh,Equal dispersion,Florida,280.0,320.0,280,2.0,True
R_0SR3XsUPD3ycFWh,Equal dispersion,Florida,280.0,320.0,260,3.0,True
R_0SR3XsUPD3ycFWh,Equal dispersion,Florida,280.0,320.0,240,3.0,True
R_0SR3XsUPD3ycFWh,Equal dispersion,Florida,280.0,320.0,220,3.0,True
R_0SR3XsUPD3ycFWh,Equal dispersion,Florida,280.0,320.0,200,3.0,True
R_yvv3bDrOZzHCx69,Equal dispersion,Florida,260.0,320.0,280,2.0,True
R_yvv3bDrOZzHCx69,Equal dispersion,Florida,260.0,320.0,260,3.0,True
R_yvv3bDrOZzHCx69,Equal dispersion,Florida,260.0,320.0,240,3.0,True
R_yvv3bDrOZzHCx69,Equal dispersion,Florida,260.0,320.0,220,3.0,True
R_yvv3bDrOZzHCx69,Equal dispersion,Florida,260.0,320.0,200,3.0,True
R_2dgOBq4qtstscXl,Higher dispersion,Florida,180.0,320.0,280,1.0,False
R_2dgOBq4qtstscXl,Higher dispersion,Florida,180.0,320.0,260,2.0,False
R_2dgOBq4qtstscXl,Higher dispersion,Florida,180.0,320.0,240,1.0,False
R_2dgOBq4qtstscXl,Higher dispersion,Florida,180.0,320.0,220,-1.0,False
R_2dgOBq4qtstscXl,Higher dispersion,Florida,180.0,320.0,200,0.0,False
R_Od700bsBkuBl1sJ,Equal dispersion,Colorado,240.0,320.0,280,1.0,True
R_Od700bsBkuBl1sJ,Equal dispersion,Colorado,240.0,320.0,260,2.0,True
R_Od700bsBkuBl1sJ,Equal dispersion,Colorado,240.0,320.0,240,3.0,True
R_Od700bsBkuBl1sJ,Equal dispersion,Colorado,240.0,320.0,220,3.0,True
R_Od700bsBkuBl1sJ,Equal dispersion,Colorado,240.0,320.0,200,3.0,True
R_sF0AJVprvYkmT4Z,Higher dispersion,Colorado,140.0,250.0,280,-2.0,True
R_sF0AJVprvYkmT4Z,Higher dispersion,Colorado,140.0,250.0,260,-2.0,True
R_sF0AJVprvYkmT4Z,Higher dispersion,Colorado,140.0,250.0,240,-2.0,True
R_sF0AJVprvYkmT4Z,Higher dispersion,Colorado,140.0,250.0,220,-1.0,True
R_sF0AJVprvYkmT4Z,Higher dispersion,Colorado,140.0,250.0,200,1.0,True
R_3MQfdZJ21cMHDDb,Equal dispersion,Colorado,260.0,310.0,280,1.0,True
R_3MQfdZJ21cMHDDb,Equal dispersion,Colorado,260.0,310.0,260,1.0,True
R_3MQfdZJ21cMHDDb,Equal dispersion,Colorado,260.0,310.0,240,2.0,True
R_3MQfdZJ21cMHDDb,Equal dispersion,Colorado,260.0,310.0,220,3.0,True
R_3MQfdZJ21cMHDDb,Equal dispersion,Colorado,260.0,310.0,200,3.0,True
R_1CDOpZMCjFGsksh,Higher dispersion,Colorado,180.0,300.0,280,1.0,True
R_1CDOpZMCjFGsksh,Higher dispersion,Colorado,180.0,300.0,260,1.0,True
R_1CDOpZMCjFGsksh,Higher dispersion,Colorado,180.0,300.0,240,1.0,True
R_1CDOpZMCjFGsksh,Higher dispersion,Colorado,180.0,300.0,220,2.0,True
R_1CDOpZMCjFGsksh,Higher dispersion,Colorado,180.0,300.0,200,3.0,True
R_29sLEjBR4nYOPby,Higher dispersion,Colorado,120.0,250.0,280,-1.0,False
R_29sLEjBR4nYOPby,Higher dispersion,Colorado,120.0,250.0,260,-2.0,False
R_29sLEjBR4nYOPby,Higher dispersion,Colorado,120.0,250.0,240,-2.0,False
R_29sLEjBR4nYOPby,Higher dispersion,Colorado,120.0,250.0,220,-1.0,False
R_29sLEjBR4nYOPby,Higher dispersion,Colorado,120.0,250.0,200,0.0,False
R_2Uf1MpGY3MgFh87,Equal dispersion,Colorado,240.0,320.0,280,-3.0,True
R_2Uf1MpGY3MgFh87,Equal dispersion,Colorado,240.0,320.0,260,1.0,True
R_2Uf1MpGY3MgFh87,Equal dispersion,Colorado,240.0,320.0,240,2.0,True
R_2Uf1MpGY3MgFh87,Equal dispersion,Colorado,240.0,320.0,220,2.0,True
R_2Uf1MpGY3MgFh87,Equal dispersion,Colorado,240.0,320.0,200,2.0,True
R_3hGW3SYYFAAozXx,Equal dispersion,Florida,240.0,320.0,280,1.0,True
R_3hGW3SYYFAAozXx,Equal dispersion,Florida,240.0,320.0,260,2.0,True
R_3hGW3SYYFAAozXx,Equal dispersion,Florida,240.0,320.0,240,2.0,True
R_3hGW3SYYFAAozXx,Equal dispersion,Florida,240.0,320.0,220,3.0,True
R_3hGW3SYYFAAozXx,Equal dispersion,Florida,240.0,320.0,200,3.0,True
R_2tyrHqxysuGq8I4,Equal dispersion,Florida,240.0,320.0,280,-3.0,True
R_2tyrHqxysuGq8I4,Equal dispersion,Florida,240.0,320.0,260,-1.0,True
R_2tyrHqxysuGq8I4,Equal dispersion,Florida,240.0,320.0,240,3.0,True
R_2tyrHqxysuGq8I4,Equal dispersion,Florida,240.0,320.0,220,3.0,True
R_2tyrHqxysuGq8I4,Equal dispersion,Florida,240.0,320.0,200,3.0,True
R_30eIKHq4wI4B3Ct,Equal dispersion,Colorado,240.0,300.0,280,-3.0,True
R_30eIKHq4wI4B3Ct,Equal dispersion,Colorado,240.0,300.0,260,1.0,True
R_30eIKHq4wI4B3Ct,Equal dispersion,Colorado,240.0,300.0,240,3.0,True
R_30eIKHq4wI4B3Ct,Equal dispersion,Colorado,240.0,300.0,220,3.0,True
R_30eIKHq4wI4B3Ct,Equal dispersion,Colorado,240.0,300.0,200,3.0,True
R_s5QbtRV2H29XyzD,Equal dispersion,Florida,260.0,290.0,280,1.0,True
R_s5QbtRV2H29XyzD,Equal dispersion,Florida,260.0,290.0,260,3.0,True
R_s5QbtRV2H29XyzD,Equal dispersion,Florida,260.0,290.0,240,3.0,True
R_s5QbtRV2H29XyzD,Equal dispersion,Florida,260.0,290.0,220,3.0,True
R_s5QbtRV2H29XyzD,Equal dispersion,Florida,260.0,290.0,200,3.0,True
R_uewr7uKuChlDB1n,Equal dispersion,Florida,240.0,300.0,280,1.0,True
R_uewr7uKuChlDB1n,Equal dispersion,Florida,240.0,300.0,260,2.0,True
R_uewr7uKuChlDB1n,Equal dispersion,Florida,240.0,300.0,240,2.0,True
R_uewr7uKuChlDB1n,Equal dispersion,Florida,240.0,300.0,220,3.0,True
R_uewr7uKuChlDB1n,Equal dispersion,Florida,240.0,300.0,200,3.0,True
R_2DP2VK0YbfCLc5h,Higher dispersion,Florida,140.0,300.0,280,-2.0,False
R_2DP2VK0YbfCLc5h,Higher dispersion,Florida,140.0,300.0,260,-3.0,False
R_2DP2VK0YbfCLc5h,Higher dispersion,Florida,140.0,300.0,240,-3.0,False
R_2DP2VK0YbfCLc5h,Higher dispersion,Florida,140.0,300.0,220,-3.0,False
R_2DP2VK0YbfCLc5h,Higher dispersion,Florida,140.0,300.0,200,-3.0,False
R_2t6dEsmprhDLdtL,Equal dispersion,Colorado,280.0,360.0,280,2.0,False
R_2t6dEsmprhDLdtL,Equal dispersion,Colorado,280.0,360.0,260,2.0,False
R_2t6dEsmprhDLdtL,Equal dispersion,Colorado,280.0,360.0,240,3.0,False
R_2t6dEsmprhDLdtL,Equal dispersion,Colorado,280.0,360.0,220,2.0,False
R_2t6dEsmprhDLdtL,Equal dispersion,Colorado,280.0,360.0,200,3.0,False
R_1r39bBMXWNBq9AR,Higher dispersion,Colorado,180.0,350.0,280,1.0,True
R_1r39bBMXWNBq9AR,Higher dispersion,Colorado,180.0,350.0,260,1.0,True
R_1r39bBMXWNBq9AR,Higher dispersion,Colorado,180.0,350.0,240,1.0,True
R_1r39bBMXWNBq9AR,Higher dispersion,Colorado,180.0,350.0,220,1.0,True
R_1r39bBMXWNBq9AR,Higher dispersion,Colorado,180.0,350.0,200,1.0,True
R_3s7wysMvmN67Ibf,Higher dispersion,Colorado,200.0,360.0,280,-1.0,True
R_3s7wysMvmN67Ibf,Higher dispersion,Colorado,200.0,360.0,260,1.0,True
R_3s7wysMvmN67Ibf,Higher dispersion,Colorado,200.0,360.0,240,2.0,True
R_3s7wysMvmN67Ibf,Higher dispersion,Colorado,200.0,360.0,220,3.0,True
R_3s7wysMvmN67Ibf,Higher dispersion,Colorado,200.0,360.0,200,3.0,True
R_25QLUqr4AOxd2Wm,Equal dispersion,Florida,240.0,340.0,280,2.0,True
R_25QLUqr4AOxd2Wm,Equal dispersion,Florida,240.0,340.0,260,2.0,True
R_25QLUqr4AOxd2Wm,Equal dispersion,Florida,240.0,340.0,240,3.0,True
R_25QLUqr4AOxd2Wm,Equal dispersion,Florida,240.0,340.0,220,3.0,True
R_25QLUqr4AOxd2Wm,Equal dispersion,Florida,240.0,340.0,200,3.0,True
R_3M6jOMQCZ8XDrIo,Higher dispersion,Colorado,220.0,340.0,280,3.0,False
R_3M6jOMQCZ8XDrIo,Higher dispersion,Colorado,220.0,340.0,260,0.0,False
R_3M6jOMQCZ8XDrIo,Higher dispersion,Colorado,220.0,340.0,240,1.0,False
R_3M6jOMQCZ8XDrIo,Higher dispersion,Colorado,220.0,340.0,220,3.0,False
R_3M6jOMQCZ8XDrIo,Higher dispersion,Colorado,220.0,340.0,200,3.0,False
R_1NeqbRSyxbNza6u,Equal dispersion,Colorado,260.0,300.0,280,2.0,True
R_1NeqbRSyxbNza6u,Equal dispersion,Colorado,260.0,300.0,260,3.0,True
R_1NeqbRSyxbNza6u,Equal dispersion,Colorado,260.0,300.0,240,3.0,True
R_1NeqbRSyxbNza6u,Equal dispersion,Colorado,260.0,300.0,220,3.0,True
R_1NeqbRSyxbNza6u,Equal dispersion,Colorado,260.0,300.0,200,3.0,True
R_2OO9jt5Sow0B5ps,Equal dispersion,Colorado,200.0,320.0,280,0.0,True
R_2OO9jt5Sow0B5ps,Equal dispersion,Colorado,200.0,320.0,260,1.0,True
R_2OO9jt5Sow0B5ps,Equal dispersion,Colorado,200.0,320.0,240,2.0,True
R_2OO9jt5Sow0B5ps,Equal dispersion,Colorado,200.0,320.0,220,3.0,True
R_2OO9jt5Sow0B5ps,Equal dispersion,Colorado,200.0,320.0,200,3.0,True
R_25GWTgQHVW6CfMu,Equal dispersion,Colorado,240.0,380.0,280,3.0,True
R_25GWTgQHVW6CfMu,Equal dispersion,Colorado,240.0,380.0,260,3.0,True
R_25GWTgQHVW6CfMu,Equal dispersion,Colorado,240.0,380.0,240,3.0,True
R_25GWTgQHVW6CfMu,Equal dispersion,Colorado,240.0,380.0,220,3.0,True
R_25GWTgQHVW6CfMu,Equal dispersion,Colorado,240.0,380.0,200,3.0,True
R_3pnXmAz9Q28QCka,Higher dispersion,Colorado,220.0,300.0,280,-1.0,True
R_3pnXmAz9Q28QCka,Higher dispersion,Colorado,220.0,300.0,260,-1.0,True
R_3pnXmAz9Q28QCka,Higher dispersion,Colorado,220.0,300.0,240,-1.0,True
R_3pnXmAz9Q28QCka,Higher dispersion,Colorado,220.0,300.0,220,0.0,True
R_3pnXmAz9Q28QCka,Higher dispersion,Colorado,220.0,300.0,200,1.0,True
R_3MgpvcwjCAWwhmI,Higher dispersion,Florida,200.0,300.0,280,1.0,True
R_3MgpvcwjCAWwhmI,Higher dispersion,Florida,200.0,300.0,260,1.0,True
R_3MgpvcwjCAWwhmI,Higher dispersion,Florida,200.0,300.0,240,1.0,True
R_3MgpvcwjCAWwhmI,Higher dispersion,Florida,200.0,300.0,220,1.0,True
R_3MgpvcwjCAWwhmI,Higher dispersion,Florida,200.0,300.0,200,3.0,True
R_215vE4q4QKVByFp,Higher dispersion,Colorado,200.0,260.0,280,-1.0,True
R_215vE4q4QKVByFp,Higher dispersion,Colorado,200.0,260.0,260,-1.0,True
R_215vE4q4QKVByFp,Higher dispersion,Colorado,200.0,260.0,240,-1.0,True
R_215vE4q4QKVByFp,Higher dispersion,Colorado,200.0,260.0,220,-1.0,True
R_215vE4q4QKVByFp,Higher dispersion,Colorado,200.0,260.0,200,2.0,True
R_2P7k97SgVKc3B6n,Higher dispersion,Colorado,240.0,300.0,280,1.0,True
R_2P7k97SgVKc3B6n,Higher dispersion,Colorado,240.0,300.0,260,1.0,True
R_2P7k97SgVKc3B6n,Higher dispersion,Colorado,240.0,300.0,240,2.0,True
R_2P7k97SgVKc3B6n,Higher dispersion,Colorado,240.0,300.0,220,3.0,True
R_2P7k97SgVKc3B6n,Higher dispersion,Colorado,240.0,300.0,200,3.0,True
R_3NOEOFvAt5YjXhX,Equal dispersion,Florida,260.0,300.0,280,2.0,True
R_3NOEOFvAt5YjXhX,Equal dispersion,Florida,260.0,300.0,260,3.0,True
R_3NOEOFvAt5YjXhX,Equal dispersion,Florida,260.0,300.0,240,3.0,True
R_3NOEOFvAt5YjXhX,Equal dispersion,Florida,260.0,300.0,220,3.0,True
R_3NOEOFvAt5YjXhX,Equal dispersion,Florida,260.0,300.0,200,3.0,True
R_xo90vuN2NKla5IB,Higher dispersion,Colorado,140.0,300.0,280,-1.0,False
R_xo90vuN2NKla5IB,Higher dispersion,Colorado,140.0,300.0,260,-1.0,False
R_xo90vuN2NKla5IB,Higher dispersion,Colorado,140.0,300.0,240,-1.0,False
R_xo90vuN2NKla5IB,Higher dispersion,Colorado,140.0,300.0,220,-2.0,False
R_xo90vuN2NKla5IB,Higher dispersion,Colorado,140.0,300.0,200,-3.0,False
R_2dQPvbUAtc6PMWt,Higher dispersion,Florida,140.0,300.0,280,-1.0,True
R_2dQPvbUAtc6PMWt,Higher dispersion,Florida,140.0,300.0,260,-1.0,True
R_2dQPvbUAtc6PMWt,Higher dispersion,Florida,140.0,300.0,240,1.0,True
R_2dQPvbUAtc6PMWt,Higher dispersion,Florida,140.0,300.0,220,2.0,True
R_2dQPvbUAtc6PMWt,Higher dispersion,Florida,140.0,300.0,200,2.0,True
R_oYoma7G2UmZCDZv,Equal dispersion,Colorado,280.0,340.0,280,2.0,True
R_oYoma7G2UmZCDZv,Equal dispersion,Colorado,280.0,340.0,260,3.0,True
R_oYoma7G2UmZCDZv,Equal dispersion,Colorado,280.0,340.0,240,3.0,True
R_oYoma7G2UmZCDZv,Equal dispersion,Colorado,280.0,340.0,220,3.0,True
R_oYoma7G2UmZCDZv,Equal dispersion,Colorado,280.0,340.0,200,3.0,True
R_1gc4WyFh4jO7Rqf,Equal dispersion,Florida,240.0,340.0,280,2.0,False
R_1gc4WyFh4jO7Rqf,Equal dispersion,Florida,240.0,340.0,260,1.0,False
R_1gc4WyFh4jO7Rqf,Equal dispersion,Florida,240.0,340.0,240,2.0,False
R_1gc4WyFh4jO7Rqf,Equal dispersion,Florida,240.0,340.0,220,3.0,False
R_1gc4WyFh4jO7Rqf,Equal dispersion,Florida,240.0,340.0,200,3.0,False
R_da89UHOoqc2Iodr,Equal dispersion,Florida,240.0,325.0,280,-1.0,True
R_da89UHOoqc2Iodr,Equal dispersion,Florida,240.0,325.0,260,-1.0,True
R_da89UHOoqc2Iodr,Equal dispersion,Florida,240.0,325.0,240,2.0,True
R_da89UHOoqc2Iodr,Equal dispersion,Florida,240.0,325.0,220,3.0,True
R_da89UHOoqc2Iodr,Equal dispersion,Florida,240.0,325.0,200,3.0,True
R_wZYSgWnctynI90J,Equal dispersion,Florida,260.0,320.0,280,-2.0,True
R_wZYSgWnctynI90J,Equal dispersion,Florida,260.0,320.0,260,3.0,True
R_wZYSgWnctynI90J,Equal dispersion,Florida,260.0,320.0,240,3.0,True
R_wZYSgWnctynI90J,Equal dispersion,Florida,260.0,320.0,220,3.0,True
R_wZYSgWnctynI90J,Equal dispersion,Florida,260.0,320.0,200,3.0,True
R_1F8PoYFpX5I3JkN,Equal dispersion,Colorado,240.0,320.0,280,2.0,True
R_1F8PoYFpX5I3JkN,Equal dispersion,Colorado,240.0,320.0,260,2.0,True
R_1F8PoYFpX5I3JkN,Equal dispersion,Colorado,240.0,320.0,240,3.0,True
R_1F8PoYFpX5I3JkN,Equal dispersion,Colorado,240.0,320.0,220,3.0,True
R_1F8PoYFpX5I3JkN,Equal dispersion,Colorado,240.0,320.0,200,3.0,True
R_1DNlSkY07DzPbae,Higher dispersion,Colorado,300.0,350.0,280,1.0,True
R_1DNlSkY07DzPbae,Higher dispersion,Colorado,300.0,350.0,260,1.0,True
R_1DNlSkY07DzPbae,Higher dispersion,Colorado,300.0,350.0,240,2.0,True
R_1DNlSkY07DzPbae,Higher dispersion,Colorado,300.0,350.0,220,2.0,True
R_1DNlSkY07DzPbae,Higher dispersion,Colorado,300.0,350.0,200,2.0,True
R_3IVIvRY0SeY9pEJ,Equal dispersion,Colorado,240.0,320.0,280,3.0,True
R_3IVIvRY0SeY9pEJ,Equal dispersion,Colorado,240.0,320.0,260,3.0,True
R_3IVIvRY0SeY9pEJ,Equal dispersion,Colorado,240.0,320.0,240,3.0,True
R_3IVIvRY0SeY9pEJ,Equal dispersion,Colorado,240.0,320.0,220,3.0,True
R_3IVIvRY0SeY9pEJ,Equal dispersion,Colorado,240.0,320.0,200,3.0,True
R_3G0PscaSkNGyn0V,Higher dispersion,Florida,140.0,280.0,280,1.0,False
R_3G0PscaSkNGyn0V,Higher dispersion,Florida,140.0,280.0,260,-2.0,False
R_3G0PscaSkNGyn0V,Higher dispersion,Florida,140.0,280.0,240,-1.0,False
R_3G0PscaSkNGyn0V,Higher dispersion,Florida,140.0,280.0,220,1.0,False
R_3G0PscaSkNGyn0V,Higher dispersion,Florida,140.0,280.0,200,3.0,False
R_2PBv9GCGQxMMWRF,Higher dispersion,Florida,220.0,280.0,280,-1.0,True
R_2PBv9GCGQxMMWRF,Higher dispersion,Florida,220.0,280.0,260,1.0,True
R_2PBv9GCGQxMMWRF,Higher dispersion,Florida,220.0,280.0,240,3.0,True
R_2PBv9GCGQxMMWRF,Higher dispersion,Florida,220.0,280.0,220,3.0,True
R_2PBv9GCGQxMMWRF,Higher dispersion,Florida,220.0,280.0,200,3.0,True
R_2y25xkI4Bjbbpa5,Equal dispersion,Colorado,240.0,300.0,280,-3.0,True
R_2y25xkI4Bjbbpa5,Equal dispersion,Colorado,240.0,300.0,260,-3.0,True
R_2y25xkI4Bjbbpa5,Equal dispersion,Colorado,240.0,300.0,240,-1.0,True
R_2y25xkI4Bjbbpa5,Equal dispersion,Colorado,240.0,300.0,220,0.0,True
R_2y25xkI4Bjbbpa5,Equal dispersion,Colorado,240.0,300.0,200,1.0,True
R_3fBtY8dj82pmA6Y,Equal dispersion,Colorado,260.0,330.0,280,2.0,True
R_3fBtY8dj82pmA6Y,Equal dispersion,Colorado,260.0,330.0,260,3.0,True
R_3fBtY8dj82pmA6Y,Equal dispersion,Colorado,260.0,330.0,240,3.0,True
R_3fBtY8dj82pmA6Y,Equal dispersion,Colorado,260.0,330.0,220,3.0,True
R_3fBtY8dj82pmA6Y,Equal dispersion,Colorado,260.0,330.0,200,3.0,True
R_2atXdPxIIZeAg9k,Equal dispersion,Florida,280.0,340.0,280,2.0,True
R_2atXdPxIIZeAg9k,Equal dispersion,Florida,280.0,340.0,260,3.0,True
R_2atXdPxIIZeAg9k,Equal dispersion,Florida,280.0,340.0,240,3.0,True
R_2atXdPxIIZeAg9k,Equal dispersion,Florida,280.0,340.0,220,3.0,True
R_2atXdPxIIZeAg9k,Equal dispersion,Florida,280.0,340.0,200,3.0,True
R_6XVlo9glWsZdYTT,Higher dispersion,Colorado,180.0,300.0,280,1.0,True
R_6XVlo9glWsZdYTT,Higher dispersion,Colorado,180.0,300.0,260,1.0,True
R_6XVlo9glWsZdYTT,Higher dispersion,Colorado,180.0,300.0,240,1.0,True
R_6XVlo9glWsZdYTT,Higher dispersion,Colorado,180.0,300.0,220,1.0,True
R_6XVlo9glWsZdYTT,Higher dispersion,Colorado,180.0,300.0,200,1.0,True
R_1k1fde10ar6ge0E,Equal dispersion,Colorado,240.0,280.0,280,1.0,True
R_1k1fde10ar6ge0E,Equal dispersion,Colorado,240.0,280.0,260,1.0,True
R_1k1fde10ar6ge0E,Equal dispersion,Colorado,240.0,280.0,240,2.0,True
R_1k1fde10ar6ge0E,Equal dispersion,Colorado,240.0,280.0,220,3.0,True
R_1k1fde10ar6ge0E,Equal dispersion,Colorado,240.0,280.0,200,3.0,True
R_Ox2bqmF5OEuMOGd,Equal dispersion,Colorado,280.0,340.0,280,1.0,True
R_Ox2bqmF5OEuMOGd,Equal dispersion,Colorado,280.0,340.0,260,1.0,True
R_Ox2bqmF5OEuMOGd,Equal dispersion,Colorado,280.0,340.0,240,1.0,True
R_Ox2bqmF5OEuMOGd,Equal dispersion,Colorado,280.0,340.0,220,2.0,True
R_Ox2bqmF5OEuMOGd,Equal dispersion,Colorado,280.0,340.0,200,2.0,True
