StartDate,EndDate,Duration (in seconds),ResponseId,Avg_Colorado,Min_Colorado,1_WTA_Colorado,1_Time_Colorado_First Click,1_Time_Colorado_Last Click,1_Time_Colorado_Page Submit,1_Time_Colorado_Click Count,2_WTA_Colorado,2_Time_Colorado_First Click,2_Time_Colorado_Last Click,2_Time_Colorado_Page Submit,2_Time_Colorado_Click Count,3_WTA_Colorado,3_Time_Colorado_First Click,3_Time_Colorado_Last Click,3_Time_Colorado_Page Submit,3_Time_Colorado_Click Count,4_WTA_Colorado,4_Time_Colorado_First Click,4_Time_Colorado_Last Click,4_Time_Colorado_Page Submit,4_Time_Colorado_Click Count,5_WTA_Colorado,5_Time_Colorado_First Click,5_Time_Colorado_Last Click,5_Time_Colorado_Page Submit,5_Time_Colorado_Click Count,Avg_Florida,Avg_Colorado,1_WTA_Florida,1_Time_Florida_First Click,1_Time_Florida_Last Click,1_Time_Florida_Page Submit,1_Time_Florida_Click Count,2_WTA_Florida,2_Time_Florida_First Click,2_Time_Florida_Last Click,2_Time_Florida_Page Submit,2_Time_Florida_Click Count,3_WTA_Florida,3_Time_Florida_First Click,3_Time_Florida_Last Click,3_Time_Florida_Page Submit,3_Time_Florida_Click Count,4_WTA_Florida,4_Time_Florida_First Click,4_Time_Florida_Last Click,4_Time_Florida_Page Submit,4_Time_Florida_Click Count,5_WTA_Florida,5_Time_Florida_First Click,5_Time_Florida_Last Click,5_Time_Florida_Page Submit,5_Time_Florida_Click Count,prices,item_names,prices_florida,prices_colorado,dispersion,manipulated
27/06/2019 16:15,27/06/2019 16:17,133,R_DjUsXdfUlKCijEl,320,240,1,7.65,7.65,9.097,1,2,4.677,4.677,6.173,1,3,1.654,1.654,3.377,1,3,1.69,1.69,2.872,1,3,3.208,3.208,5.114,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"320,360,340,340,300,240,380,400,380,300,260,360,260,280,300,260,240,320,300,280,380,340,300,340,320,320,280,320,320,340,280,300,360,280,260,320,360,300,300,320,340,280,360,360,320,380,320,340,340,400",,400;340;320;320;360;300;300;360;340;320;280;320;340;340;380;280;320;300;280;260;360;260;380;240;300,340;380;360;280;340;320;360;320;260;280;300;280;320;320;300;300;240;260;300;380;400;340;340;360;320,same,florida
27/06/2019 16:15,27/06/2019 16:17,153,R_3HjDB0rE3ulq0ST,340,260,3,8.87,8.87,13.647,1,3,4.434,4.434,6.212,1,3,2.566,2.566,7.995,1,3,5.223,5.223,6.992,1,3,2.679,2.679,4.73,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"300,280,320,340,320,320,360,280,300,260,300,380,320,300,260,320,280,340,300,400,360,360,320,340,320,320,280,340,380,360,300,360,300,320,260,240,340,400,380,340,260,380,340,240,300,360,320,340,280,280",,280;340;240;380;340;260;320;300;360;340;280;320;340;360;400;300;320;380;300;260;300;360;320;320;280,280;320;360;300;340;260;380;400;340;240;360;300;380;320;320;360;300;340;280;320;260;280;320;340;300,same,florida
27/06/2019 16:15,27/06/2019 16:17,128,R_1IyNd3kO4wAj6mq,300,240,-3,6.558,6.558,7.791,1,1,5.444,5.444,6.652,1,2,3.009,5.193,6.826,3,3,3.319,3.319,4.229,1,3,1.251,1.251,2.201,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"300,320,340,340,360,380,360,300,240,300,380,320,380,280,320,380,320,320,360,260,280,240,300,260,340,360,340,260,300,340,300,360,280,320,340,300,320,340,400,320,280,260,320,400,300,320,280,280,360,340",,360;280;280;300;320;320;400;340;340;320;280;300;340;260;260;360;320;320;380;300;240;300;380;360;340,340;320;400;260;280;320;300;360;300;340;260;360;340;300;240;280;380;320;280;320;380;360;340;320;300,same,florida
27/06/2019 16:15,27/06/2019 16:18,159,R_R1VLcxUdqrWHpFD,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,140,1,12.196,12.196,14.383,1,2,5.377,5.377,6.725,1,2,6.952,8.729,9.407,2,2,3.057,3.057,4.839,1,2,2.723,2.723,3.862,1,"500,380,380,300,280,360,320,280,400,320,160,420,340,280,300,220,320,320,340,260,300,360,340,280,280,240,300,360,460,340,360,380,200,140,360,320,240,480,300,320,320,260,180,320,340,300,260,440,400,340",,400;260;300;340;320;300;240;360;380;360;340;300;280;260;340;320;320;300;280;340;320;280;320;360;380,340;440;180;260;320;320;480;320;140;200;460;360;240;280;340;360;300;220;420;160;400;280;300;380;500,higher,colorado
27/06/2019 16:16,27/06/2019 16:18,136,R_3QW9f04nreFXiKM,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,300,3,6.957,11.505,12.745,2,2,4.246,4.246,7.144,1,2,5.577,5.577,6.754,1,3,2.901,2.901,4.139,1,3,1.895,1.895,3.337,1,"300,320,260,320,360,300,320,400,320,200,340,380,300,320,320,300,360,320,440,280,420,260,280,280,280,300,340,260,400,300,380,320,500,360,220,140,180,280,340,360,340,460,240,160,480,340,340,360,240,380",,380;340;340;240;340;360;340;280;300;260;300;280;280;260;320;360;320;320;300;380;320;400;300;360;320,240;360;480;160;460;180;140;220;360;500;320;380;400;340;280;420;280;440;300;340;200;320;260;320;300,higher,colorado
27/06/2019 16:15,27/06/2019 16:18,162,R_ONbhvd9jsRbltct,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,180,-1,11.755,11.755,15.87,1,-1,6.849,6.849,7.743,1,-1,2.101,2.101,3.028,1,-1,1.996,1.996,3.516,1,-1,2.155,2.155,3.636,1,"280,300,320,460,340,400,500,260,300,380,220,340,320,340,440,360,280,140,320,160,360,340,260,320,400,240,240,340,280,320,300,380,260,180,320,360,300,320,420,360,320,480,300,360,340,280,300,200,280,380",,380;280;300;280;340;360;300;320;360;320;260;300;320;340;240;400;260;320;360;320;340;380;300;340;280,200;480;320;360;420;300;180;380;280;240;320;340;360;160;140;280;440;340;220;260;500;400;460;320;300,higher,colorado
27/06/2019 16:16,27/06/2019 16:18,134,R_1k1R1dzLt9DMF8r,280,200,-2,6.783,6.783,11.188,1,-2,1.99,1.99,3.242,1,-2,1.08,1.08,1.891,1,-1,1.197,1.197,2.168,1,-1,1.187,1.187,1.876,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"180,500,480,360,340,280,240,300,260,280,320,400,420,220,380,360,300,340,440,320,300,320,260,320,340,360,320,200,320,300,300,240,360,280,460,160,140,320,280,300,380,340,360,340,320,280,400,380,260,340",,340;380;280;320;360;300;140;160;460;280;240;300;200;320;260;320;440;220;420;400;340;360;480;500;180,260;400;340;340;380;280;320;360;300;320;360;340;320;300;320;340;300;360;380;320;280;260;300;240;280,higher,florida
27/06/2019 16:15,27/06/2019 16:18,190,R_sbaIYa7DQ9h1KSJ,340,260,2,25.419,25.419,26.281,1,3,9.865,9.865,11.161,1,3,2.895,2.895,3.669,1,3,5.662,5.662,6.677,1,3,8.994,8.994,9.794,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"360,300,400,320,320,260,300,280,360,360,320,300,340,340,340,320,340,280,280,340,260,320,300,340,380,360,380,280,280,380,240,260,320,400,300,300,340,320,320,340,320,300,360,360,280,260,300,320,380,240",,380;280;360;300;320;320;320;300;300;400;260;240;280;380;260;340;280;340;340;340;320;360;300;320;360,240;320;300;260;360;340;340;320;380;280;360;380;340;300;320;280;320;340;300;360;280;260;320;400;300,same,florida
27/06/2019 16:16,27/06/2019 16:18,122,R_2v7DRNr7QC7y5VI,,,,,,,,,,,,,,,,,,,,,,,,,,,,380,280,3,8.899,8.899,9.734,1,3,2.847,2.847,6.58,1,3,1.621,1.621,3.714,1,3,1.613,1.613,2.376,1,3,0.938,0.938,1.669,1,"480,400,300,300,300,460,280,420,360,240,320,320,320,160,320,280,380,200,280,360,260,180,300,360,380,280,320,400,340,320,220,320,500,340,380,340,260,140,320,440,340,340,280,340,360,240,300,360,300,260",,300;300;360;340;340;320;260;340;380;340;320;320;360;300;260;280;380;280;320;320;240;360;280;300;400,260;360;240;280;340;440;140;500;320;220;340;400;280;380;180;360;200;320;160;320;420;460;300;300;480,higher,colorado
27/06/2019 16:15,27/06/2019 16:18,160,R_cISPzTW9hUH1mHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,320,2,2.728,4.611,10.333,3,2,2.259,2.259,3.049,1,3,3.23,3.23,4.249,1,2,1.505,11.513,11.915,5,2,0.821,2.229,2.852,3,"280,260,360,320,260,260,360,360,320,360,280,320,300,320,300,280,300,300,400,320,320,340,340,300,340,240,380,380,340,320,360,380,260,360,300,300,340,240,380,400,340,280,320,280,340,320,300,280,340,320",,280;320;340;280;320;380;240;300;360;260;380;320;340;340;300;340;320;400;300;300;360;360;320;260;280,320;340;300;280;340;400;340;300;360;380;380;240;340;320;300;280;320;300;320;280;320;360;260;260;360,same,colorado
27/06/2019 16:15,27/06/2019 16:18,152,R_3KBWdWPdRRD8fk4,350,280,1,10.899,10.899,12.299,1,2,9.939,9.939,12.038,1,2,5.317,5.317,6.169,1,3,5.428,5.428,7.425,1,3,4.182,4.182,4.961,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"340,360,320,280,320,240,260,260,360,320,280,240,360,280,360,380,300,300,340,280,300,380,360,340,260,300,280,360,320,320,320,320,320,280,340,320,340,340,380,400,380,300,320,340,340,260,400,300,300,300",,300;400;260;340;340;320;380;340;340;320;320;360;300;260;380;300;300;280;360;240;280;320;280;320;360,300;300;300;380;400;320;340;280;320;320;320;280;340;360;300;280;340;380;360;320;360;260;260;240;340,same,florida
27/06/2019 16:15,27/06/2019 16:18,164,R_3NRthIc0U8gi5el,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,240,1,15.949,15.949,17.185,1,2,4.118,4.118,5.392,1,3,2.91,2.91,4.23,1,3,6.353,6.353,17.15,1,3,1.922,1.922,3.127,1,"320,380,300,380,340,340,400,300,300,280,300,360,320,340,280,300,260,280,300,340,360,340,320,320,360,360,260,260,320,240,300,320,340,360,300,320,380,400,320,320,280,360,320,260,240,340,280,280,380,340",,340;380;280;240;260;320;400;380;300;360;340;320;300;320;260;360;320;340;360;340;280;320;300;280;300,280;340;320;360;280;320;320;240;260;360;320;300;260;300;280;340;360;300;400;340;340;380;300;380;320,same,colorado
27/06/2019 16:15,27/06/2019 16:18,178,R_10IrcyDWuUnO1Zl,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,260,-1,10.051,16.405,17.929,2,3,2.24,8.738,10.958,3,3,2.55,3.261,4.497,2,3,3.264,4.01,5.194,2,3,2.25,3.682,5.502,2,"340,400,320,380,260,240,300,260,360,300,360,280,300,280,240,320,300,320,340,280,320,340,320,320,360,360,380,260,320,400,280,380,340,300,320,340,300,300,380,320,340,300,360,260,280,340,320,340,360,280",,280;360;340;300;320;300;340;380;320;260;360;320;320;280;340;300;280;300;360;240;260;380;320;400;340,280;360;340;320;340;260;300;320;380;300;340;280;400;380;360;320;340;320;320;240;300;280;360;260;300,same,colorado
27/06/2019 16:16,27/06/2019 16:18,136,R_2uyoT1JqhfJRzmx,250,180,-2,6.375,6.375,10.072,1,-2,3.074,3.074,4.033,1,-2,2.6,2.6,3.628,1,1,4.444,4.444,5.641,1,2,1.532,1.532,2.618,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"140,280,300,240,320,400,400,360,340,480,420,320,320,260,320,360,280,280,220,440,360,340,340,500,180,300,240,380,360,260,160,260,320,300,300,280,460,340,380,320,380,200,320,300,300,340,360,320,280,340",,280;360;300;200;320;340;460;280;300;160;260;380;180;500;340;360;440;220;320;320;420;480;400;240;140,340;320;340;300;320;380;380;300;320;260;360;240;300;340;280;280;360;320;260;340;360;400;320;300;280,higher,florida
27/06/2019 16:16,27/06/2019 16:18,134,R_1onKIfoCaibDEbA,330,260,3,9.102,9.102,10.803,1,3,3.578,3.578,4.713,1,3,2.488,2.488,3.792,1,3,2.18,2.18,3.745,1,3,3.14,3.14,4.737,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"380,280,320,320,260,260,240,320,360,340,260,300,360,380,340,360,280,300,400,320,360,300,340,300,340,360,300,320,280,300,340,380,260,320,320,340,280,300,240,340,280,340,300,400,380,320,320,280,320,360",,360;320;400;340;280;340;240;300;320;320;260;380;300;360;340;320;300;280;360;300;340;260;320;280;380,320;280;320;380;300;280;340;340;280;320;300;340;300;300;360;400;340;380;360;260;360;320;240;260;320,same,florida
27/06/2019 16:16,27/06/2019 16:18,158,R_23fx0In2yASRPuA,300,280,-1,14.284,15.344,18.007,2,1,5.254,7.366,7.905,3,1,3.145,4.355,5.322,2,1,2.223,3.056,4.079,2,1,2.809,3.774,4.68,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,"240,240,380,320,320,460,300,180,420,280,360,360,340,320,400,380,260,280,340,300,340,280,140,320,300,300,260,320,500,440,360,340,340,220,300,320,360,200,400,360,260,280,320,300,160,320,340,380,280,480",,480;280;380;340;320;160;300;320;280;360;400;200;220;440;500;320;300;140;340;260;360;420;180;460;240,260;360;320;300;340;340;360;260;300;320;280;300;340;280;380;400;320;340;360;280;300;320;320;380;240,higher,florida
27/06/2019 16:15,27/06/2019 16:18,194,R_1LkADTovQ5aLE0z,300,240,1,2.493,23.371,25.716,3,1,2.056,10.001,12.33,3,3,1.409,7.246,8.782,3,3,1.173,5.4,7.6,3,3,1.18,3.538,4.995,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,"400,340,180,320,340,300,500,260,480,380,260,240,280,160,280,420,360,380,320,220,200,320,360,280,300,280,300,320,320,320,400,320,340,440,140,320,360,360,300,340,360,340,260,240,460,280,340,300,380,300",,300;300;280;460;260;340;360;140;440;400;320;280;320;200;220;380;360;420;160;240;480;500;340;320;180,380;340;240;360;340;300;360;320;340;320;320;320;300;300;280;360;320;280;280;260;380;260;300;340;400,higher,florida
27/06/2019 16:16,27/06/2019 16:18,126,R_3qKfiYTBSqfvBsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,200,-1,5.316,5.316,7.834,1,-1,2.976,2.976,5.331,1,-1,1.871,1.871,3.094,1,-1,1.529,1.529,2.697,1,0,4.023,4.023,5.048,1,"440,300,300,300,260,320,240,420,340,280,400,340,180,340,260,300,320,360,140,280,360,300,360,320,320,240,400,320,380,280,160,320,220,200,320,340,360,340,340,280,260,500,280,380,380,300,320,460,480,360",,360;320;380;380;280;260;280;340;340;320;320;320;320;300;360;360;300;260;340;400;280;340;240;300;300,480;460;300;500;360;340;200;220;160;280;380;400;240;320;360;280;140;320;340;180;420;320;260;300;440,higher,colorado
27/06/2019 16:16,27/06/2019 16:19,166,R_3rABY0WTUY0JjLr,400,260,2,9.844,9.844,10.776,1,3,2.367,2.367,3.268,1,3,2.322,2.322,3.397,1,3,2.848,2.848,4.234,1,3,2.433,2.433,3.291,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"360,340,320,240,380,380,240,340,300,280,280,360,340,340,260,320,400,400,320,320,380,340,300,320,280,340,360,320,300,280,360,280,280,320,340,260,300,300,260,360,260,320,340,320,300,380,300,300,320,360",,360;300;340;320;260;300;300;260;340;320;280;360;320;280;320;380;400;340;280;300;340;240;380;320;360,320;300;380;300;320;260;360;280;280;300;360;340;300;340;320;320;400;320;260;340;360;280;380;240;340,same,florida
27/06/2019 16:16,27/06/2019 16:19,156,R_1mQbD3MbNqWqz7J,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,320,-3,7.606,7.606,8.886,1,1,9.261,9.261,10.032,1,2,5.21,5.21,5.972,1,2,1.68,1.68,2.312,1,2,1.28,1.28,2.404,1,"400,360,500,300,460,280,360,160,380,360,140,180,260,440,280,200,300,420,320,300,340,320,280,320,320,320,340,300,340,380,340,260,240,340,320,320,260,480,280,400,380,300,360,280,220,320,360,300,240,340",,340;240;360;320;280;300;380;280;260;320;340;340;380;300;320;320;280;320;340;300;300;260;360;360;400,300;220;360;400;480;320;240;260;340;340;320;320;420;200;280;440;180;140;380;160;360;280;460;300;500,higher,colorado
27/06/2019 16:16,27/06/2019 16:19,168,R_2X7L8yoVxxrhk7P,,,,,,,,,,,,,,,,,,,,,,,,,,,,280,140,2,6.596,6.596,7.336,1,1,4.721,4.721,5.86,1,3,2.774,2.774,5.018,1,3,1.766,1.766,6.914,1,3,2.468,5.141,5.792,3,"320,460,320,320,260,400,340,300,380,280,280,280,340,280,360,280,360,260,320,300,300,420,360,480,440,220,400,380,140,340,320,240,240,360,320,300,320,500,320,160,360,180,200,380,300,340,260,340,300,340",,340;300;260;340;300;380;360;320;320;320;360;240;300;280;360;340;280;280;380;300;340;400;260;320;320,340;200;180;160;500;300;240;320;340;140;380;400;220;440;480;360;420;300;320;260;360;280;280;460;320,higher,colorado
27/06/2019 16:17,27/06/2019 16:19,119,R_3D59rJPxQ5B9Czs,290,200,-1,9.774,9.774,10.66,1,-1,2.327,2.327,3.132,1,0,1.229,2.069,3.02,2,1,1.96,1.96,2.526,1,2,1.055,1.055,1.597,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"340,320,320,320,300,380,340,280,340,400,360,340,380,320,380,260,360,380,320,320,280,260,340,300,340,300,280,260,300,300,260,280,340,320,280,240,300,300,360,340,280,320,300,400,240,360,360,320,360,320",,360;360;240;400;280;360;300;320;340;280;260;300;280;300;340;320;260;320;380;340;380;300;320;320;340,320;360;320;300;320;340;300;240;280;300;260;300;340;260;280;320;380;360;380;360;400;340;280;340;320,same,florida
27/06/2019 16:16,27/06/2019 16:19,163,R_3O8553F6h9Jyr1F,,,,,,,,,,,,,,,,,,,,,,,,,,,,340,160,1,10.927,10.927,11.896,1,1,4.062,8.762,9.756,2,2,3.134,3.134,4.325,1,2,1.897,2.984,3.638,2,3,2.721,7.301,8.029,5,"320,280,380,320,260,320,260,280,300,160,360,420,380,360,280,300,280,280,260,340,320,460,200,360,360,400,340,340,140,440,320,180,320,340,340,380,480,400,340,240,300,220,500,300,300,300,240,320,360,320",,320;360;320;300;300;240;400;340;340;320;340;360;340;260;280;280;300;280;380;360;300;260;320;320;380,240;300;300;500;220;340;480;380;180;320;440;140;340;400;360;200;460;320;360;420;160;280;260;280;320,higher,colorado
27/06/2019 16:16,27/06/2019 16:19,172,R_SD9HrnDbEWUdTln,300,240,-2,8.775,12.577,14.918,2,2,9.401,11.681,13.134,2,3,2.068,6.252,7.634,3,3,3.452,6.119,11.718,2,3,1.951,5.15,6.67,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,"300,340,320,280,260,280,340,320,320,340,280,320,300,320,280,240,300,380,320,400,340,320,360,340,300,280,300,240,260,340,260,300,360,280,360,380,320,260,300,320,300,360,400,360,320,360,340,380,380,340",,380;360;400;300;300;320;380;360;340;260;240;300;280;360;340;320;300;320;320;340;280;260;280;320;340,340;380;340;320;360;360;320;260;280;360;300;260;300;340;320;400;380;240;280;300;280;340;320;320;300,same,florida
