turkid,name_manipulated,is_manipulated,sd_manipulated,is_first,value_id,value
A1VS6EMNFUL56K,White,True,Low,True,0,19
A1VS6EMNFUL56K,White,True,Low,True,1,19
A1VS6EMNFUL56K,White,True,Low,True,2,19
A1VS6EMNFUL56K,White,True,Low,True,3,31
A1VS6EMNFUL56K,White,True,Low,True,4,31
A1VS6EMNFUL56K,White,True,Low,True,5,31
A1VS6EMNFUL56K,White,True,Low,True,6,31
A1VS6EMNFUL56K,White,True,Low,True,7,35
A1VS6EMNFUL56K,White,True,Low,True,8,35
A1VS6EMNFUL56K,White,True,Low,True,9,35
A1VS6EMNFUL56K,White,True,Low,True,10,35
A1VS6EMNFUL56K,White,True,Low,True,11,35
A1VS6EMNFUL56K,White,True,Low,True,12,35
A1VS6EMNFUL56K,White,True,Low,True,13,35
A1VS6EMNFUL56K,White,True,Low,True,14,35
A1VS6EMNFUL56K,White,True,Low,True,15,37
A1VS6EMNFUL56K,White,True,Low,True,16,37
A1VS6EMNFUL56K,White,True,Low,True,17,37
A1VS6EMNFUL56K,White,True,Low,True,18,37
A1VS6EMNFUL56K,White,True,Low,True,19,37
A1VS6EMNFUL56K,White,True,Low,True,20,39
A1VS6EMNFUL56K,White,True,Low,True,21,39
A1VS6EMNFUL56K,White,True,Low,True,22,39
A1VS6EMNFUL56K,White,True,Low,True,23,39
A1VS6EMNFUL56K,White,True,Low,True,24,39
A1VS6EMNFUL56K,White,True,Low,True,25,39
A1S7STIOUR0B0N,White,True,High,True,0,15
A1S7STIOUR0B0N,White,True,High,True,1,17
A1S7STIOUR0B0N,White,True,High,True,2,17
A1S7STIOUR0B0N,White,True,High,True,3,19
A1S7STIOUR0B0N,White,True,High,True,4,21
A1S7STIOUR0B0N,White,True,High,True,5,21
A1S7STIOUR0B0N,White,True,High,True,6,23
A1S7STIOUR0B0N,White,True,High,True,7,23
A1S7STIOUR0B0N,White,True,High,True,8,23
A1S7STIOUR0B0N,White,True,High,True,9,23
A1S7STIOUR0B0N,White,True,High,True,10,25
A1S7STIOUR0B0N,White,True,High,True,11,25
A1S7STIOUR0B0N,White,True,High,True,12,25
A1S7STIOUR0B0N,White,True,High,True,13,27
A1S7STIOUR0B0N,White,True,High,True,14,27
A1S7STIOUR0B0N,White,True,High,True,15,27
A1S7STIOUR0B0N,White,True,High,True,16,29
A1S7STIOUR0B0N,White,True,High,True,17,29
A1S7STIOUR0B0N,White,True,High,True,18,29
A1S7STIOUR0B0N,White,True,High,True,19,31
A1S7STIOUR0B0N,White,True,High,True,20,31
A1S7STIOUR0B0N,White,True,High,True,21,33
A1S7STIOUR0B0N,White,True,High,True,22,33
A1S7STIOUR0B0N,White,True,High,True,23,35
A1S7STIOUR0B0N,White,True,High,True,24,35
A1S7STIOUR0B0N,White,True,High,True,25,37
A1MWPAR07F0Q0O,White,True,Low,True,0,23
A1MWPAR07F0Q0O,White,True,Low,True,1,23
A1MWPAR07F0Q0O,White,True,Low,True,2,23
A1MWPAR07F0Q0O,White,True,Low,True,3,23
A1MWPAR07F0Q0O,White,True,Low,True,4,23
A1MWPAR07F0Q0O,White,True,Low,True,5,23
A1MWPAR07F0Q0O,White,True,Low,True,6,23
A1MWPAR07F0Q0O,White,True,Low,True,7,23
A1MWPAR07F0Q0O,White,True,Low,True,8,23
A1MWPAR07F0Q0O,White,True,Low,True,9,25
A1MWPAR07F0Q0O,White,True,Low,True,10,25
A1MWPAR07F0Q0O,White,True,Low,True,11,25
A1MWPAR07F0Q0O,White,True,Low,True,12,25
A1MWPAR07F0Q0O,White,True,Low,True,13,25
A1MWPAR07F0Q0O,White,True,Low,True,14,25
A1MWPAR07F0Q0O,White,True,Low,True,15,25
A1MWPAR07F0Q0O,White,True,Low,True,16,25
A1MWPAR07F0Q0O,White,True,Low,True,17,25
A1MWPAR07F0Q0O,White,True,Low,True,18,27
A1MWPAR07F0Q0O,White,True,Low,True,19,27
A1MWPAR07F0Q0O,White,True,Low,True,20,27
A1MWPAR07F0Q0O,White,True,Low,True,21,27
A1MWPAR07F0Q0O,White,True,Low,True,22,27
A1MWPAR07F0Q0O,White,True,Low,True,23,27
A1MWPAR07F0Q0O,White,True,Low,True,24,27
A1MWPAR07F0Q0O,White,True,Low,True,25,27
A1BXWRVKP0XD0N,Red,False,High,True,0,13
A1BXWRVKP0XD0N,Red,False,High,True,1,15
A1BXWRVKP0XD0N,Red,False,High,True,2,17
A1BXWRVKP0XD0N,Red,False,High,True,3,17
A1BXWRVKP0XD0N,Red,False,High,True,4,17
A1BXWRVKP0XD0N,Red,False,High,True,5,17
A1BXWRVKP0XD0N,Red,False,High,True,6,19
A1BXWRVKP0XD0N,Red,False,High,True,7,19
A1BXWRVKP0XD0N,Red,False,High,True,8,23
A1BXWRVKP0XD0N,Red,False,High,True,9,23
A1BXWRVKP0XD0N,Red,False,High,True,10,23
A1BXWRVKP0XD0N,Red,False,High,True,11,23
A1BXWRVKP0XD0N,Red,False,High,True,12,25
A1BXWRVKP0XD0N,Red,False,High,True,13,25
A1BXWRVKP0XD0N,Red,False,High,True,14,27
A1BXWRVKP0XD0N,Red,False,High,True,15,27
A1BXWRVKP0XD0N,Red,False,High,True,16,27
A1BXWRVKP0XD0N,Red,False,High,True,17,31
A1BXWRVKP0XD0N,Red,False,High,True,18,31
A1BXWRVKP0XD0N,Red,False,High,True,19,31
A1BXWRVKP0XD0N,Red,False,High,True,20,33
A1BXWRVKP0XD0N,Red,False,High,True,21,33
A1BXWRVKP0XD0N,Red,False,High,True,22,35
A1BXWRVKP0XD0N,Red,False,High,True,23,35
A1BXWRVKP0XD0N,Red,False,High,True,24,37
A1BXWRVKP0XD0N,Red,False,High,True,25,37
A3SKR31TXZ9GSR,Red,True,Med,True,0,17
A3SKR31TXZ9GSR,Red,True,Med,True,1,19
A3SKR31TXZ9GSR,Red,True,Med,True,2,23
A3SKR31TXZ9GSR,Red,True,Med,True,3,23
A3SKR31TXZ9GSR,Red,True,Med,True,4,25
A3SKR31TXZ9GSR,Red,True,Med,True,5,25
A3SKR31TXZ9GSR,Red,True,Med,True,6,25
A3SKR31TXZ9GSR,Red,True,Med,True,7,25
A3SKR31TXZ9GSR,Red,True,Med,True,8,25
A3SKR31TXZ9GSR,Red,True,Med,True,9,25
A3SKR31TXZ9GSR,Red,True,Med,True,10,27
A3SKR31TXZ9GSR,Red,True,Med,True,11,27
A3SKR31TXZ9GSR,Red,True,Med,True,12,27
A3SKR31TXZ9GSR,Red,True,Med,True,13,29
A3SKR31TXZ9GSR,Red,True,Med,True,14,29
A3SKR31TXZ9GSR,Red,True,Med,True,15,29
A3SKR31TXZ9GSR,Red,True,Med,True,16,29
A3SKR31TXZ9GSR,Red,True,Med,True,17,29
A3SKR31TXZ9GSR,Red,True,Med,True,18,29
A3SKR31TXZ9GSR,Red,True,Med,True,19,29
A3SKR31TXZ9GSR,Red,True,Med,True,20,29
A3SKR31TXZ9GSR,Red,True,Med,True,21,29
A3SKR31TXZ9GSR,Red,True,Med,True,22,33
A3SKR31TXZ9GSR,Red,True,Med,True,23,33
A3SKR31TXZ9GSR,Red,True,Med,True,24,33
A3SKR31TXZ9GSR,Red,True,Med,True,25,33
A1Z3OYRAZC6F7H,White,True,Low,True,0,21
A1Z3OYRAZC6F7H,White,True,Low,True,1,23
A1Z3OYRAZC6F7H,White,True,Low,True,2,23
A1Z3OYRAZC6F7H,White,True,Low,True,3,23
A1Z3OYRAZC6F7H,White,True,Low,True,4,23
A1Z3OYRAZC6F7H,White,True,Low,True,5,23
A1Z3OYRAZC6F7H,White,True,Low,True,6,23
A1Z3OYRAZC6F7H,White,True,Low,True,7,23
A1Z3OYRAZC6F7H,White,True,Low,True,8,23
A1Z3OYRAZC6F7H,White,True,Low,True,9,23
A1Z3OYRAZC6F7H,White,True,Low,True,10,25
A1Z3OYRAZC6F7H,White,True,Low,True,11,25
A1Z3OYRAZC6F7H,White,True,Low,True,12,25
A1Z3OYRAZC6F7H,White,True,Low,True,13,25
A1Z3OYRAZC6F7H,White,True,Low,True,14,25
A1Z3OYRAZC6F7H,White,True,Low,True,15,25
A1Z3OYRAZC6F7H,White,True,Low,True,16,25
A1Z3OYRAZC6F7H,White,True,Low,True,17,25
A1Z3OYRAZC6F7H,White,True,Low,True,18,25
A1Z3OYRAZC6F7H,White,True,Low,True,19,27
A1Z3OYRAZC6F7H,White,True,Low,True,20,27
A1Z3OYRAZC6F7H,White,True,Low,True,21,27
A1Z3OYRAZC6F7H,White,True,Low,True,22,27
A1Z3OYRAZC6F7H,White,True,Low,True,23,27
A1Z3OYRAZC6F7H,White,True,Low,True,24,27
A1Z3OYRAZC6F7H,White,True,Low,True,25,29
A37IG3271D9NMX,White,True,Med,True,0,17
A37IG3271D9NMX,White,True,Med,True,1,17
A37IG3271D9NMX,White,True,Med,True,2,17
A37IG3271D9NMX,White,True,Med,True,3,19
A37IG3271D9NMX,White,True,Med,True,4,19
A37IG3271D9NMX,White,True,Med,True,5,19
A37IG3271D9NMX,White,True,Med,True,6,21
A37IG3271D9NMX,White,True,Med,True,7,21
A37IG3271D9NMX,White,True,Med,True,8,21
A37IG3271D9NMX,White,True,Med,True,9,21
A37IG3271D9NMX,White,True,Med,True,10,21
A37IG3271D9NMX,White,True,Med,True,11,23
A37IG3271D9NMX,White,True,Med,True,12,23
A37IG3271D9NMX,White,True,Med,True,13,23
A37IG3271D9NMX,White,True,Med,True,14,23
A37IG3271D9NMX,White,True,Med,True,15,25
A37IG3271D9NMX,White,True,Med,True,16,25
A37IG3271D9NMX,White,True,Med,True,17,25
A37IG3271D9NMX,White,True,Med,True,18,27
A37IG3271D9NMX,White,True,Med,True,19,27
A37IG3271D9NMX,White,True,Med,True,20,27
A37IG3271D9NMX,White,True,Med,True,21,29
A37IG3271D9NMX,White,True,Med,True,22,29
A37IG3271D9NMX,White,True,Med,True,23,29
A37IG3271D9NMX,White,True,Med,True,24,31
A37IG3271D9NMX,White,True,Med,True,25,31
AZYF1J2X1HOH2,Red,True,Low,True,0,19
AZYF1J2X1HOH2,Red,True,Low,True,1,19
AZYF1J2X1HOH2,Red,True,Low,True,2,25
AZYF1J2X1HOH2,Red,True,Low,True,3,25
AZYF1J2X1HOH2,Red,True,Low,True,4,25
AZYF1J2X1HOH2,Red,True,Low,True,5,25
AZYF1J2X1HOH2,Red,True,Low,True,6,25
AZYF1J2X1HOH2,Red,True,Low,True,7,25
AZYF1J2X1HOH2,Red,True,Low,True,8,25
AZYF1J2X1HOH2,Red,True,Low,True,9,25
AZYF1J2X1HOH2,Red,True,Low,True,10,25
AZYF1J2X1HOH2,Red,True,Low,True,11,25
AZYF1J2X1HOH2,Red,True,Low,True,12,25
AZYF1J2X1HOH2,Red,True,Low,True,13,27
AZYF1J2X1HOH2,Red,True,Low,True,14,27
AZYF1J2X1HOH2,Red,True,Low,True,15,27
AZYF1J2X1HOH2,Red,True,Low,True,16,27
AZYF1J2X1HOH2,Red,True,Low,True,17,27
AZYF1J2X1HOH2,Red,True,Low,True,18,27
AZYF1J2X1HOH2,Red,True,Low,True,19,27
AZYF1J2X1HOH2,Red,True,Low,True,20,27
AZYF1J2X1HOH2,Red,True,Low,True,21,27
AZYF1J2X1HOH2,Red,True,Low,True,22,27
AZYF1J2X1HOH2,Red,True,Low,True,23,29
AZYF1J2X1HOH2,Red,True,Low,True,24,29
AZYF1J2X1HOH2,Red,True,Low,True,25,29
A3D4X79FUO5Z3T,Red,True,Med,True,0,19
A3D4X79FUO5Z3T,Red,True,Med,True,1,21
A3D4X79FUO5Z3T,Red,True,Med,True,2,21
A3D4X79FUO5Z3T,Red,True,Med,True,3,23
A3D4X79FUO5Z3T,Red,True,Med,True,4,23
A3D4X79FUO5Z3T,Red,True,Med,True,5,23
A3D4X79FUO5Z3T,Red,True,Med,True,6,25
A3D4X79FUO5Z3T,Red,True,Med,True,7,25
A3D4X79FUO5Z3T,Red,True,Med,True,8,25
A3D4X79FUO5Z3T,Red,True,Med,True,9,25
A3D4X79FUO5Z3T,Red,True,Med,True,10,25
A3D4X79FUO5Z3T,Red,True,Med,True,11,25
A3D4X79FUO5Z3T,Red,True,Med,True,12,25
A3D4X79FUO5Z3T,Red,True,Med,True,13,25
A3D4X79FUO5Z3T,Red,True,Med,True,14,25
A3D4X79FUO5Z3T,Red,True,Med,True,15,25
A3D4X79FUO5Z3T,Red,True,Med,True,16,27
A3D4X79FUO5Z3T,Red,True,Med,True,17,27
A3D4X79FUO5Z3T,Red,True,Med,True,18,27
A3D4X79FUO5Z3T,Red,True,Med,True,19,27
A3D4X79FUO5Z3T,Red,True,Med,True,20,27
A3D4X79FUO5Z3T,Red,True,Med,True,21,29
A3D4X79FUO5Z3T,Red,True,Med,True,22,29
A3D4X79FUO5Z3T,Red,True,Med,True,23,29
A3D4X79FUO5Z3T,Red,True,Med,True,24,31
A3D4X79FUO5Z3T,Red,True,Med,True,25,33
A1Z1A4F818E32O,Red,True,High,True,0,13
A1Z1A4F818E32O,Red,True,High,True,1,15
A1Z1A4F818E32O,Red,True,High,True,2,19
A1Z1A4F818E32O,Red,True,High,True,3,19
A1Z1A4F818E32O,Red,True,High,True,4,19
A1Z1A4F818E32O,Red,True,High,True,5,19
A1Z1A4F818E32O,Red,True,High,True,6,19
A1Z1A4F818E32O,Red,True,High,True,7,21
A1Z1A4F818E32O,Red,True,High,True,8,21
A1Z1A4F818E32O,Red,True,High,True,9,21
A1Z1A4F818E32O,Red,True,High,True,10,21
A1Z1A4F818E32O,Red,True,High,True,11,21
A1Z1A4F818E32O,Red,True,High,True,12,23
A1Z1A4F818E32O,Red,True,High,True,13,23
A1Z1A4F818E32O,Red,True,High,True,14,25
A1Z1A4F818E32O,Red,True,High,True,15,25
A1Z1A4F818E32O,Red,True,High,True,16,25
A1Z1A4F818E32O,Red,True,High,True,17,27
A1Z1A4F818E32O,Red,True,High,True,18,27
A1Z1A4F818E32O,Red,True,High,True,19,27
A1Z1A4F818E32O,Red,True,High,True,20,27
A1Z1A4F818E32O,Red,True,High,True,21,31
A1Z1A4F818E32O,Red,True,High,True,22,33
A1Z1A4F818E32O,Red,True,High,True,23,35
A1Z1A4F818E32O,Red,True,High,True,24,37
A1Z1A4F818E32O,Red,True,High,True,25,37
A21ZIB3KHPF0YF,Red,False,Med,True,0,21
A21ZIB3KHPF0YF,Red,False,Med,True,1,21
A21ZIB3KHPF0YF,Red,False,Med,True,2,21
A21ZIB3KHPF0YF,Red,False,Med,True,3,23
A21ZIB3KHPF0YF,Red,False,Med,True,4,23
A21ZIB3KHPF0YF,Red,False,Med,True,5,23
A21ZIB3KHPF0YF,Red,False,Med,True,6,23
A21ZIB3KHPF0YF,Red,False,Med,True,7,23
A21ZIB3KHPF0YF,Red,False,Med,True,8,23
A21ZIB3KHPF0YF,Red,False,Med,True,9,25
A21ZIB3KHPF0YF,Red,False,Med,True,10,25
A21ZIB3KHPF0YF,Red,False,Med,True,11,25
A21ZIB3KHPF0YF,Red,False,Med,True,12,25
A21ZIB3KHPF0YF,Red,False,Med,True,13,27
A21ZIB3KHPF0YF,Red,False,Med,True,14,27
A21ZIB3KHPF0YF,Red,False,Med,True,15,27
A21ZIB3KHPF0YF,Red,False,Med,True,16,27
A21ZIB3KHPF0YF,Red,False,Med,True,17,29
A21ZIB3KHPF0YF,Red,False,Med,True,18,29
A21ZIB3KHPF0YF,Red,False,Med,True,19,29
A21ZIB3KHPF0YF,Red,False,Med,True,20,29
A21ZIB3KHPF0YF,Red,False,Med,True,21,31
A21ZIB3KHPF0YF,Red,False,Med,True,22,31
A21ZIB3KHPF0YF,Red,False,Med,True,23,33
A21ZIB3KHPF0YF,Red,False,Med,True,24,33
A21ZIB3KHPF0YF,Red,False,Med,True,25,33
AZGCL10EE00OU,Red,False,Med,True,0,19
AZGCL10EE00OU,Red,False,Med,True,1,19
AZGCL10EE00OU,Red,False,Med,True,2,21
AZGCL10EE00OU,Red,False,Med,True,3,21
AZGCL10EE00OU,Red,False,Med,True,4,21
AZGCL10EE00OU,Red,False,Med,True,5,21
AZGCL10EE00OU,Red,False,Med,True,6,23
AZGCL10EE00OU,Red,False,Med,True,7,23
AZGCL10EE00OU,Red,False,Med,True,8,23
AZGCL10EE00OU,Red,False,Med,True,9,25
AZGCL10EE00OU,Red,False,Med,True,10,25
AZGCL10EE00OU,Red,False,Med,True,11,27
AZGCL10EE00OU,Red,False,Med,True,12,29
AZGCL10EE00OU,Red,False,Med,True,13,29
AZGCL10EE00OU,Red,False,Med,True,14,29
AZGCL10EE00OU,Red,False,Med,True,15,31
AZGCL10EE00OU,Red,False,Med,True,16,31
AZGCL10EE00OU,Red,False,Med,True,17,31
AZGCL10EE00OU,Red,False,Med,True,18,31
AZGCL10EE00OU,Red,False,Med,True,19,33
AZGCL10EE00OU,Red,False,Med,True,20,33
AZGCL10EE00OU,Red,False,Med,True,21,33
AZGCL10EE00OU,Red,False,Med,True,22,33
AZGCL10EE00OU,Red,False,Med,True,23,33
AZGCL10EE00OU,Red,False,Med,True,24,33
AZGCL10EE00OU,Red,False,Med,True,25,33
A2F7AS67KVJTR5,Red,True,High,True,0,13
A2F7AS67KVJTR5,Red,True,High,True,1,15
A2F7AS67KVJTR5,Red,True,High,True,2,17
A2F7AS67KVJTR5,Red,True,High,True,3,17
A2F7AS67KVJTR5,Red,True,High,True,4,19
A2F7AS67KVJTR5,Red,True,High,True,5,21
A2F7AS67KVJTR5,Red,True,High,True,6,21
A2F7AS67KVJTR5,Red,True,High,True,7,23
A2F7AS67KVJTR5,Red,True,High,True,8,23
A2F7AS67KVJTR5,Red,True,High,True,9,25
A2F7AS67KVJTR5,Red,True,High,True,10,25
A2F7AS67KVJTR5,Red,True,High,True,11,25
A2F7AS67KVJTR5,Red,True,High,True,12,25
A2F7AS67KVJTR5,Red,True,High,True,13,27
A2F7AS67KVJTR5,Red,True,High,True,14,27
A2F7AS67KVJTR5,Red,True,High,True,15,27
A2F7AS67KVJTR5,Red,True,High,True,16,29
A2F7AS67KVJTR5,Red,True,High,True,17,29
A2F7AS67KVJTR5,Red,True,High,True,18,31
A2F7AS67KVJTR5,Red,True,High,True,19,31
A2F7AS67KVJTR5,Red,True,High,True,20,33
A2F7AS67KVJTR5,Red,True,High,True,21,33
A2F7AS67KVJTR5,Red,True,High,True,22,35
A2F7AS67KVJTR5,Red,True,High,True,23,35
A2F7AS67KVJTR5,Red,True,High,True,24,37
A2F7AS67KVJTR5,Red,True,High,True,25,37
A321CEKNX1CVNX,White,True,Med,True,0,15
A321CEKNX1CVNX,White,True,Med,True,1,17
A321CEKNX1CVNX,White,True,Med,True,2,19
A321CEKNX1CVNX,White,True,Med,True,3,19
A321CEKNX1CVNX,White,True,Med,True,4,21
A321CEKNX1CVNX,White,True,Med,True,5,21
A321CEKNX1CVNX,White,True,Med,True,6,23
A321CEKNX1CVNX,White,True,Med,True,7,23
A321CEKNX1CVNX,White,True,Med,True,8,23
A321CEKNX1CVNX,White,True,Med,True,9,25
A321CEKNX1CVNX,White,True,Med,True,10,25
A321CEKNX1CVNX,White,True,Med,True,11,27
A321CEKNX1CVNX,White,True,Med,True,12,27
A321CEKNX1CVNX,White,True,Med,True,13,27
A321CEKNX1CVNX,White,True,Med,True,14,27
A321CEKNX1CVNX,White,True,Med,True,15,29
A321CEKNX1CVNX,White,True,Med,True,16,29
A321CEKNX1CVNX,White,True,Med,True,17,29
A321CEKNX1CVNX,White,True,Med,True,18,29
A321CEKNX1CVNX,White,True,Med,True,19,29
A321CEKNX1CVNX,White,True,Med,True,20,31
A321CEKNX1CVNX,White,True,Med,True,21,31
A321CEKNX1CVNX,White,True,Med,True,22,31
A321CEKNX1CVNX,White,True,Med,True,23,33
A321CEKNX1CVNX,White,True,Med,True,24,33
A321CEKNX1CVNX,White,True,Med,True,25,35
A2UME2BA6BVNYV,Red,False,Low,True,0,21
A2UME2BA6BVNYV,Red,False,Low,True,1,21
A2UME2BA6BVNYV,Red,False,Low,True,2,23
A2UME2BA6BVNYV,Red,False,Low,True,3,23
A2UME2BA6BVNYV,Red,False,Low,True,4,23
A2UME2BA6BVNYV,Red,False,Low,True,5,23
A2UME2BA6BVNYV,Red,False,Low,True,6,25
A2UME2BA6BVNYV,Red,False,Low,True,7,25
A2UME2BA6BVNYV,Red,False,Low,True,8,25
A2UME2BA6BVNYV,Red,False,Low,True,9,25
A2UME2BA6BVNYV,Red,False,Low,True,10,25
A2UME2BA6BVNYV,Red,False,Low,True,11,25
A2UME2BA6BVNYV,Red,False,Low,True,12,27
A2UME2BA6BVNYV,Red,False,Low,True,13,27
A2UME2BA6BVNYV,Red,False,Low,True,14,27
A2UME2BA6BVNYV,Red,False,Low,True,15,27
A2UME2BA6BVNYV,Red,False,Low,True,16,27
A2UME2BA6BVNYV,Red,False,Low,True,17,29
A2UME2BA6BVNYV,Red,False,Low,True,18,29
A2UME2BA6BVNYV,Red,False,Low,True,19,29
A2UME2BA6BVNYV,Red,False,Low,True,20,29
A2UME2BA6BVNYV,Red,False,Low,True,21,29
A2UME2BA6BVNYV,Red,False,Low,True,22,31
A2UME2BA6BVNYV,Red,False,Low,True,23,31
A2UME2BA6BVNYV,Red,False,Low,True,24,31
A2UME2BA6BVNYV,Red,False,Low,True,25,31
A2A9T5O6LA3QDV,White,False,Med,True,0,19
A2A9T5O6LA3QDV,White,False,Med,True,1,19
A2A9T5O6LA3QDV,White,False,Med,True,2,21
A2A9T5O6LA3QDV,White,False,Med,True,3,21
A2A9T5O6LA3QDV,White,False,Med,True,4,23
A2A9T5O6LA3QDV,White,False,Med,True,5,23
A2A9T5O6LA3QDV,White,False,Med,True,6,23
A2A9T5O6LA3QDV,White,False,Med,True,7,25
A2A9T5O6LA3QDV,White,False,Med,True,8,27
A2A9T5O6LA3QDV,White,False,Med,True,9,27
A2A9T5O6LA3QDV,White,False,Med,True,10,29
A2A9T5O6LA3QDV,White,False,Med,True,11,29
A2A9T5O6LA3QDV,White,False,Med,True,12,29
A2A9T5O6LA3QDV,White,False,Med,True,13,29
A2A9T5O6LA3QDV,White,False,Med,True,14,29
A2A9T5O6LA3QDV,White,False,Med,True,15,31
A2A9T5O6LA3QDV,White,False,Med,True,16,31
A2A9T5O6LA3QDV,White,False,Med,True,17,31
A2A9T5O6LA3QDV,White,False,Med,True,18,31
A2A9T5O6LA3QDV,White,False,Med,True,19,31
A2A9T5O6LA3QDV,White,False,Med,True,20,33
A2A9T5O6LA3QDV,White,False,Med,True,21,33
A2A9T5O6LA3QDV,White,False,Med,True,22,33
A2A9T5O6LA3QDV,White,False,Med,True,23,35
A2A9T5O6LA3QDV,White,False,Med,True,24,35
A2A9T5O6LA3QDV,White,False,Med,True,25,35
A1D1SU7FX4HED1,Red,False,High,True,0,17
A1D1SU7FX4HED1,Red,False,High,True,1,17
A1D1SU7FX4HED1,Red,False,High,True,2,19
A1D1SU7FX4HED1,Red,False,High,True,3,19
A1D1SU7FX4HED1,Red,False,High,True,4,19
A1D1SU7FX4HED1,Red,False,High,True,5,21
A1D1SU7FX4HED1,Red,False,High,True,6,21
A1D1SU7FX4HED1,Red,False,High,True,7,23
A1D1SU7FX4HED1,Red,False,High,True,8,23
A1D1SU7FX4HED1,Red,False,High,True,9,23
A1D1SU7FX4HED1,Red,False,High,True,10,23
A1D1SU7FX4HED1,Red,False,High,True,11,23
A1D1SU7FX4HED1,Red,False,High,True,12,25
A1D1SU7FX4HED1,Red,False,High,True,13,25
A1D1SU7FX4HED1,Red,False,High,True,14,25
A1D1SU7FX4HED1,Red,False,High,True,15,27
A1D1SU7FX4HED1,Red,False,High,True,16,27
A1D1SU7FX4HED1,Red,False,High,True,17,27
A1D1SU7FX4HED1,Red,False,High,True,18,27
A1D1SU7FX4HED1,Red,False,High,True,19,27
A1D1SU7FX4HED1,Red,False,High,True,20,27
A1D1SU7FX4HED1,Red,False,High,True,21,27
A1D1SU7FX4HED1,Red,False,High,True,22,31
A1D1SU7FX4HED1,Red,False,High,True,23,31
A1D1SU7FX4HED1,Red,False,High,True,24,33
A1D1SU7FX4HED1,Red,False,High,True,25,33
A1HZG402KAC0B7,Red,False,Low,True,0,17
A1HZG402KAC0B7,Red,False,Low,True,1,17
A1HZG402KAC0B7,Red,False,Low,True,2,19
A1HZG402KAC0B7,Red,False,Low,True,3,19
A1HZG402KAC0B7,Red,False,Low,True,4,21
A1HZG402KAC0B7,Red,False,Low,True,5,21
A1HZG402KAC0B7,Red,False,Low,True,6,23
A1HZG402KAC0B7,Red,False,Low,True,7,23
A1HZG402KAC0B7,Red,False,Low,True,8,23
A1HZG402KAC0B7,Red,False,Low,True,9,23
A1HZG402KAC0B7,Red,False,Low,True,10,23
A1HZG402KAC0B7,Red,False,Low,True,11,25
A1HZG402KAC0B7,Red,False,Low,True,12,25
A1HZG402KAC0B7,Red,False,Low,True,13,25
A1HZG402KAC0B7,Red,False,Low,True,14,25
A1HZG402KAC0B7,Red,False,Low,True,15,27
A1HZG402KAC0B7,Red,False,Low,True,16,27
A1HZG402KAC0B7,Red,False,Low,True,17,27
A1HZG402KAC0B7,Red,False,Low,True,18,27
A1HZG402KAC0B7,Red,False,Low,True,19,27
A1HZG402KAC0B7,Red,False,Low,True,20,27
A1HZG402KAC0B7,Red,False,Low,True,21,29
A1HZG402KAC0B7,Red,False,Low,True,22,29
A1HZG402KAC0B7,Red,False,Low,True,23,29
A1HZG402KAC0B7,Red,False,Low,True,24,31
A1HZG402KAC0B7,Red,False,Low,True,25,33
A2KJHQAKM6A0OL,White,False,High,True,0,11
A2KJHQAKM6A0OL,White,False,High,True,1,11
A2KJHQAKM6A0OL,White,False,High,True,2,17
A2KJHQAKM6A0OL,White,False,High,True,3,17
A2KJHQAKM6A0OL,White,False,High,True,4,17
A2KJHQAKM6A0OL,White,False,High,True,5,17
A2KJHQAKM6A0OL,White,False,High,True,6,19
A2KJHQAKM6A0OL,White,False,High,True,7,19
A2KJHQAKM6A0OL,White,False,High,True,8,21
A2KJHQAKM6A0OL,White,False,High,True,9,21
A2KJHQAKM6A0OL,White,False,High,True,10,23
A2KJHQAKM6A0OL,White,False,High,True,11,23
A2KJHQAKM6A0OL,White,False,High,True,12,23
A2KJHQAKM6A0OL,White,False,High,True,13,23
A2KJHQAKM6A0OL,White,False,High,True,14,23
A2KJHQAKM6A0OL,White,False,High,True,15,23
A2KJHQAKM6A0OL,White,False,High,True,16,25
A2KJHQAKM6A0OL,White,False,High,True,17,25
A2KJHQAKM6A0OL,White,False,High,True,18,27
A2KJHQAKM6A0OL,White,False,High,True,19,27
A2KJHQAKM6A0OL,White,False,High,True,20,27
A2KJHQAKM6A0OL,White,False,High,True,21,27
A2KJHQAKM6A0OL,White,False,High,True,22,31
A2KJHQAKM6A0OL,White,False,High,True,23,31
A2KJHQAKM6A0OL,White,False,High,True,24,31
A2KJHQAKM6A0OL,White,False,High,True,25,31
A4P334V6EP6L6,White,False,High,True,0,23
A4P334V6EP6L6,White,False,High,True,1,23
A4P334V6EP6L6,White,False,High,True,2,25
A4P334V6EP6L6,White,False,High,True,3,25
A4P334V6EP6L6,White,False,High,True,4,27
A4P334V6EP6L6,White,False,High,True,5,27
A4P334V6EP6L6,White,False,High,True,6,29
A4P334V6EP6L6,White,False,High,True,7,29
A4P334V6EP6L6,White,False,High,True,8,31
A4P334V6EP6L6,White,False,High,True,9,31
A4P334V6EP6L6,White,False,High,True,10,33
A4P334V6EP6L6,White,False,High,True,11,33
A4P334V6EP6L6,White,False,High,True,12,35
A4P334V6EP6L6,White,False,High,True,13,35
A4P334V6EP6L6,White,False,High,True,14,37
A4P334V6EP6L6,White,False,High,True,15,37
A4P334V6EP6L6,White,False,High,True,16,39
A4P334V6EP6L6,White,False,High,True,17,41
